,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1678.898681640625), (1, 1675.8673095703125)]","[(0, 9393.998046875), (1, 4812.89697265625)]","[(0, 3003.828125), (1, 2614.450439453125)]","[(0, 2857.123291015625), (1, 4145.666015625)]","[(0, 2445.068359375), (1, 2549.50537109375)]","[(0, 3188.447509765625), (1, 2185.687744140625)]","[(0, 97383.6875), (1, 58273.640625)]","[(0, 9070.8701171875), (1, 1931.731689453125)]","[(0, 32776.359375), (1, 6067.66796875)]","[(0, 504216.59375), (1, 332742.8125)]","[(0, 6894.89990234375), (1, 10951.7470703125)]","[(0, 15548.6728515625), (1, 2748.5244140625)]","[(0, 16831.181640625), (1, 19132.80078125)]","[(0, 4309.78271484375), (1, 4618.91357421875)]","[(0, 7552.77490234375), (1, 3951.4033203125)]","[(0, 4933.27978515625), (1, 4325.65234375)]","[(0, 3947.8740234375), (1, 3255.941650390625)]","[(0, 7263.5712890625), (1, 6110.232421875)]","[(0, 3076.16455078125), (1, 3431.06494140625)]","[(0, 4142.37744140625), (1, 2383.5556640625)]","[(0, 16256.9951171875), (1, 16875.251953125)]","[(0, 3339.30126953125), (1, 2495.453125)]","[(0, 2075.05615234375), (1, 1822.848876953125)]"
1,"[(0, 5402.30810546875), (1, 4573.189453125)]","[(0, 7098.0791015625), (1, 3724.43896484375)]","[(0, 3610.448974609375), (1, 3197.37548828125)]","[(0, 2510.95947265625), (1, 3686.67626953125)]","[(0, 1756.144775390625), (1, 1443.9544677734375)]","[(0, 1658.345458984375), (1, 1166.316650390625)]","[(0, 6534.43115234375), (1, 10566.2265625)]","[(0, 21406.294921875), (1, 3468.795654296875)]","[(0, 13900.9296875), (1, 2140.60400390625)]","[(0, 520916.625), (1, 606270.0)]","[(0, 17516.220703125), (1, 22140.88671875)]","[(0, 13841.572265625), (1, 2190.498779296875)]","[(0, 16723.310546875), (1, 21463.1015625)]","[(0, 4382.626953125), (1, 4163.34423828125)]","[(0, 7717.43017578125), (1, 4700.9130859375)]","[(0, 2064.654296875), (1, 2421.93505859375)]","[(0, 1962.412109375), (1, 1734.187744140625)]","[(0, 4659.12451171875), (1, 6534.61181640625)]","[(0, 22990.232421875), (1, 21523.775390625)]","[(0, 3273.78271484375), (1, 4261.599609375)]","[(0, 6564.49951171875), (1, 6976.89990234375)]","[(0, 4649.13330078125), (1, 3442.221435546875)]","[(0, 7016.8359375), (1, 6145.48876953125)]"
2,"[(0, 2424.175537109375), (1, 2031.4384765625)]","[(0, 12303.0390625), (1, 6088.82568359375)]","[(0, 3604.462890625), (1, 3393.369384765625)]","[(0, 2742.64208984375), (1, 4134.61083984375)]","[(0, 1035.726318359375), (1, 848.3799438476562)]","[(0, 1524.5933837890625), (1, 826.6819458007812)]","[(0, 7965.18017578125), (1, 5514.478515625)]","[(0, 12631.244140625), (1, 8312.2451171875)]","[(0, 20880.60546875), (1, 2279.340087890625)]","[(0, 336425.9375), (1, 586747.875)]","[(0, 9907.4580078125), (1, 6870.60009765625)]","[(0, 31135.431640625), (1, 3566.498046875)]","[(0, 14145.17578125), (1, 16075.595703125)]","[(0, 2818.845703125), (1, 2605.209228515625)]","[(0, 12798.810546875), (1, 6391.7783203125)]","[(0, 7673.40380859375), (1, 5617.68896484375)]","[(0, 11150.3935546875), (1, 9933.826171875)]","[(0, 2314.04150390625), (1, 1927.606689453125)]","[(0, 3153.9736328125), (1, 2824.863037109375)]","[(0, 41740.84765625), (1, 11736.7646484375)]","[(0, 8919.75390625), (1, 8062.10009765625)]","[(0, 3745.361572265625), (1, 3430.273193359375)]","[(0, 3098.304931640625), (1, 3343.14404296875)]"
3,"[(0, 3089.191162109375), (1, 3139.80859375)]","[(0, 9303.291015625), (1, 4757.509765625)]","[(0, 4342.119140625), (1, 4075.79248046875)]","[(0, 2221.44482421875), (1, 3453.081298828125)]","[(0, 9154.376953125), (1, 9226.6767578125)]","[(0, 7771.685546875), (1, 3180.4453125)]","[(0, 11540.6298828125), (1, 15743.392578125)]","[(0, 14924.4619140625), (1, 3610.631591796875)]","[(0, 33940.734375), (1, 3574.71826171875)]","[(0, 659592.125), (1, 574663.1875)]","[(0, 20299.533203125), (1, 15989.880859375)]","[(0, 17185.51953125), (1, 3659.406494140625)]","[(0, 16830.123046875), (1, 19522.166015625)]","[(0, 3132.9140625), (1, 3286.37353515625)]","[(0, 11230.5087890625), (1, 7087.43896484375)]","[(0, 3204.54296875), (1, 4182.1474609375)]","[(0, 5910.509765625), (1, 5630.30322265625)]","[(0, 2922.8232421875), (1, 4259.79150390625)]","[(0, 10126.5078125), (1, 6070.44580078125)]","[(0, 19494.130859375), (1, 87570.9921875)]","[(0, 6589.3505859375), (1, 5854.2822265625)]","[(0, 4492.5009765625), (1, 3659.49365234375)]","[(0, 3935.371337890625), (1, 5971.7802734375)]"
4,"[(0, 1838.7694091796875), (1, 1777.211669921875)]","[(0, 13344.408203125), (1, 17946.74609375)]","[(0, 3425.7060546875), (1, 4038.254638671875)]","[(0, 2296.710205078125), (1, 3552.072021484375)]","[(0, 6441.70654296875), (1, 5654.99267578125)]","[(0, 1398.101318359375), (1, 725.7913818359375)]","[(0, 27951.119140625), (1, 25395.888671875)]","[(0, 28377.509765625), (1, 7542.1435546875)]","[(0, 17366.50390625), (1, 3752.315185546875)]","[(0, 81212.1484375), (1, 34992.7578125)]","[(0, 6583.5400390625), (1, 5731.50927734375)]","[(0, 29892.98046875), (1, 2961.382568359375)]","[(0, 4089.52490234375), (1, 4488.24853515625)]","[(0, 2445.056640625), (1, 3147.957763671875)]","[(0, 8482.8525390625), (1, 5961.18017578125)]","[(0, 5741.94287109375), (1, 3040.639404296875)]","[(0, 6421.65576171875), (1, 7513.22705078125)]","[(0, 2450.843017578125), (1, 2134.501708984375)]","[(0, 2729.96630859375), (1, 2402.263671875)]","[(0, 42195.3984375), (1, 16638.677734375)]","[(0, 2848.71875), (1, 2595.68603515625)]","[(0, 2920.59814453125), (1, 2453.501953125)]","[(0, 6673.67724609375), (1, 8121.0478515625)]"
5,"[(0, 5899.57373046875), (1, 5167.0361328125)]","[(0, 10821.771484375), (1, 13993.0244140625)]","[(0, 3194.321533203125), (1, 3562.90478515625)]","[(0, 2466.64599609375), (1, 3917.11767578125)]","[(0, 5977.83203125), (1, 5958.61083984375)]","[(0, 1894.5908203125), (1, 858.901611328125)]","[(0, 5944.2626953125), (1, 7025.99658203125)]","[(0, 53115.20703125), (1, 22412.990234375)]","[(0, 24523.345703125), (1, 3288.279541015625)]","[(0, 600181.25), (1, 330911.15625)]","[(0, 11759.1953125), (1, 11896.02734375)]","[(0, 22127.189453125), (1, 3474.775390625)]","[(0, 9826.552734375), (1, 10861.546875)]","[(0, 4026.8212890625), (1, 4697.6953125)]","[(0, 6320.4697265625), (1, 5182.1171875)]","[(0, 1920.137451171875), (1, 2093.413330078125)]","[(0, 3138.41943359375), (1, 3561.212890625)]","[(0, 3411.950439453125), (1, 2207.67578125)]","[(0, 29394.328125), (1, 26386.2734375)]","[(0, 7359.80419921875), (1, 147875.375)]","[(0, 2144.0302734375), (1, 2014.2469482421875)]","[(0, 4900.18994140625), (1, 3379.189208984375)]","[(0, 1537.678955078125), (1, 1517.8118896484375)]"
6,"[(0, 2657.302978515625), (1, 2284.994384765625)]","[(0, 14260.619140625), (1, 18986.2265625)]","[(0, 4384.35400390625), (1, 4796.1591796875)]","[(0, 1754.0316162109375), (1, 2886.57763671875)]","[(0, 2363.224365234375), (1, 2339.833251953125)]","[(0, 1370.560791015625), (1, 639.0343017578125)]","[(0, 18835.025390625), (1, 16577.73046875)]","[(0, 19482.533203125), (1, 5391.3505859375)]","[(0, 20186.25), (1, 1288.152099609375)]","[(0, 483315.375), (1, 895247.0)]","[(0, 5019.43359375), (1, 4629.3564453125)]","[(0, 35636.67578125), (1, 6973.83935546875)]","[(0, 7862.27685546875), (1, 7197.97216796875)]","[(0, 8567.6923828125), (1, 10476.423828125)]","[(0, 12543.7685546875), (1, 8353.8798828125)]","[(0, 10505.62890625), (1, 8550.36328125)]","[(0, 9009.1083984375), (1, 6892.30908203125)]","[(0, 5978.74951171875), (1, 5183.4072265625)]","[(0, 9976.0732421875), (1, 8875.908203125)]","[(0, 59939.90234375), (1, 28433.638671875)]","[(0, 10218.0859375), (1, 10583.4921875)]","[(0, 4342.93896484375), (1, 2517.164306640625)]","[(0, 3907.331298828125), (1, 3063.978759765625)]"
7,"[(0, 2927.847412109375), (1, 2910.40087890625)]","[(0, 11622.81640625), (1, 14663.388671875)]","[(0, 4192.57421875), (1, 4476.7490234375)]","[(0, 4847.77783203125), (1, 3257.190185546875)]","[(0, 1198.4080810546875), (1, 1560.4169921875)]","[(0, 3041.7646484375), (1, 2382.238525390625)]","[(0, 11954.6435546875), (1, 13634.0634765625)]","[(0, 32640.857421875), (1, 2401.79541015625)]","[(0, 26432.591796875), (1, 2256.819091796875)]","[(0, 182173.84375), (1, 309237.78125)]","[(0, 9533.08984375), (1, 8902.8154296875)]","[(0, 10663.03125), (1, 2003.2528076171875)]","[(0, 6519.28076171875), (1, 7969.37451171875)]","[(0, 13437.736328125), (1, 19118.208984375)]","[(0, 10528.2353515625), (1, 7164.53125)]","[(0, 6589.26220703125), (1, 8055.29052734375)]","[(0, 4913.43310546875), (1, 3667.851318359375)]","[(0, 2980.173583984375), (1, 4568.4990234375)]","[(0, 8891.607421875), (1, 5197.822265625)]","[(0, 66815.015625), (1, 220084.828125)]","[(0, 6214.77587890625), (1, 5794.01806640625)]","[(0, 6266.0703125), (1, 3209.984375)]","[(0, 10234.2646484375), (1, 14899.689453125)]"
8,"[(0, 2546.563720703125), (1, 2234.9638671875)]","[(0, 14856.0859375), (1, 14644.6484375)]","[(0, 4117.98486328125), (1, 6374.40478515625)]","[(0, 3883.959228515625), (1, 2599.598876953125)]","[(0, 659.8981323242188), (1, 799.0496215820312)]","[(0, 1757.6685791015625), (1, 1376.9561767578125)]","[(0, 4117.98095703125), (1, 3408.8896484375)]","[(0, 32165.62109375), (1, 13993.8916015625)]","[(0, 15920.1923828125), (1, 1712.4488525390625)]","[(0, 14222.79296875), (1, 17705.228515625)]","[(0, 2695.964599609375), (1, 3217.4228515625)]","[(0, 23493.921875), (1, 4965.1728515625)]","[(0, 20700.53515625), (1, 23818.71875)]","[(0, 5860.95263671875), (1, 6381.51513671875)]","[(0, 13059.2373046875), (1, 5485.1376953125)]","[(0, 18633.263671875), (1, 15650.7431640625)]","[(0, 3942.651611328125), (1, 3810.169677734375)]","[(0, 1670.6300048828125), (1, 1333.239990234375)]","[(0, 2101.3740234375), (1, 2377.93505859375)]","[(0, 13195.2822265625), (1, 6344.3662109375)]","[(0, 5042.27099609375), (1, 4916.728515625)]","[(0, 3781.2001953125), (1, 3813.572509765625)]","[(0, 2978.01416015625), (1, 2741.4755859375)]"
9,"[(0, 10644.9052734375), (1, 9218.8662109375)]","[(0, 11958.953125), (1, 11987.693359375)]","[(0, 5428.6943359375), (1, 8400.3837890625)]","[(0, 4423.623046875), (1, 2869.72705078125)]","[(0, 7147.66064453125), (1, 7126.19970703125)]","[(0, 2289.576416015625), (1, 1210.9884033203125)]","[(0, 2617.9072265625), (1, 2943.98486328125)]","[(0, 18965.939453125), (1, 4113.5927734375)]","[(0, 14402.9404296875), (1, 2335.97265625)]","[(0, 102186.3671875), (1, 130583.7265625)]","[(0, 2848.7568359375), (1, 3237.988037109375)]","[(0, 25202.60546875), (1, 4192.7138671875)]","[(0, 28418.80859375), (1, 32458.580078125)]","[(0, 10505.4677734375), (1, 10689.748046875)]","[(0, 9111.3330078125), (1, 4447.71826171875)]","[(0, 9453.33984375), (1, 11954.8935546875)]","[(0, 1995.130859375), (1, 1753.6419677734375)]","[(0, 2034.98095703125), (1, 2874.8876953125)]","[(0, 3254.97021484375), (1, 3216.348876953125)]","[(0, 6041.22314453125), (1, 15968.607421875)]","[(0, 2860.798583984375), (1, 2526.39208984375)]","[(0, 4459.64892578125), (1, 4485.2060546875)]","[(0, 5663.72509765625), (1, 5073.169921875)]"
