,best
agreement_determiner_noun-across_1_adjective,0.508
agreement_determiner_noun-between_neighbors,0.499
agreement_subject_verb-across_prepositional_phrase,0.499
agreement_subject_verb-across_relative_clause,0.4855
agreement_subject_verb-in_question_with_aux,0.5115
agreement_subject_verb-in_simple_question,0.4995
anaphor_agreement-pronoun_gender,0.4725
argument_structure-dropped_argument,0.8305
argument_structure-swapped_arguments,0.832
argument_structure-transitive,0.5785
binding-principle_a,0.609
case-subjective_pronoun,0.811
ellipsis-n_bar,0.437
filler-gap-wh_question_object,0.0505
filler-gap-wh_question_subject,0.9775
irregular-verb,0.488
island-effects-adjunct_island,0.816
island-effects-coordinate_structure_constraint,0.0955
local_attractor-in_question_with_aux,0.625
npi_licensing-matrix_question,0.6985
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.351
quantifiers-superlative,0.9995
