,best
agreement_determiner_noun-across_1_adjective,0.514
agreement_determiner_noun-between_neighbors,0.54
agreement_subject_verb-across_prepositional_phrase,0.5035
agreement_subject_verb-across_relative_clause,0.516
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.504
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.9125
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.638
binding-principle_a,0.4075
case-subjective_pronoun,1.0
ellipsis-n_bar,0.1925
filler-gap-wh_question_object,0.385
filler-gap-wh_question_subject,0.7305
irregular-verb,0.5925
island-effects-adjunct_island,0.644
island-effects-coordinate_structure_constraint,0.464
local_attractor-in_question_with_aux,0.538
npi_licensing-matrix_question,0.158
npi_licensing-only_npi_licensor,0.212
quantifiers-existential_there,0.7335
quantifiers-superlative,0.482
