,best
agreement_determiner_noun-across_1_adjective,0.51
agreement_determiner_noun-between_neighbors,0.5
agreement_subject_verb-across_prepositional_phrase,0.5085
agreement_subject_verb-across_relative_clause,0.526
agreement_subject_verb-in_question_with_aux,0.489
agreement_subject_verb-in_simple_question,0.4815
anaphor_agreement-pronoun_gender,0.5085
argument_structure-dropped_argument,0.3775
argument_structure-swapped_arguments,0.712
argument_structure-transitive,0.403
binding-principle_a,0.5825
case-subjective_pronoun,0.6425
ellipsis-n_bar,0.4625
filler-gap-wh_question_object,0.2385
filler-gap-wh_question_subject,0.992
irregular-verb,0.5105
island-effects-adjunct_island,0.6605
island-effects-coordinate_structure_constraint,0.44
local_attractor-in_question_with_aux,0.5795
npi_licensing-matrix_question,0.7055
npi_licensing-only_npi_licensor,0.991
quantifiers-existential_there,0.65
quantifiers-superlative,0.7735
