,best
agreement_determiner_noun-across_1_adjective,0.5145
agreement_determiner_noun-between_neighbors,0.52
agreement_subject_verb-across_prepositional_phrase,0.483
agreement_subject_verb-across_relative_clause,0.501
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.493
anaphor_agreement-pronoun_gender,0.517
argument_structure-dropped_argument,0.8325
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.489
binding-principle_a,0.377
case-subjective_pronoun,0.9945
ellipsis-n_bar,0.5785
filler-gap-wh_question_object,0.605
filler-gap-wh_question_subject,0.999
irregular-verb,0.509
island-effects-adjunct_island,0.544
island-effects-coordinate_structure_constraint,0.19
local_attractor-in_question_with_aux,0.792
npi_licensing-matrix_question,0.4215
npi_licensing-only_npi_licensor,0.472
quantifiers-existential_there,0.7475
quantifiers-superlative,0.509
