,best
agreement_determiner_noun-across_1_adjective,0.5175
agreement_determiner_noun-between_neighbors,0.541
agreement_subject_verb-across_prepositional_phrase,0.513
agreement_subject_verb-across_relative_clause,0.5155
agreement_subject_verb-in_question_with_aux,0.4945
agreement_subject_verb-in_simple_question,0.51
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.7775
argument_structure-swapped_arguments,0.999
argument_structure-transitive,0.6655
binding-principle_a,0.4035
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.305
filler-gap-wh_question_object,0.3695
filler-gap-wh_question_subject,0.991
irregular-verb,0.666
island-effects-adjunct_island,0.4205
island-effects-coordinate_structure_constraint,0.729
local_attractor-in_question_with_aux,0.5895
npi_licensing-matrix_question,0.374
npi_licensing-only_npi_licensor,0.67
quantifiers-existential_there,0.8015
quantifiers-superlative,0.33
