,best
agreement_determiner_noun-across_1_adjective,0.5095
agreement_determiner_noun-between_neighbors,0.5435
agreement_subject_verb-across_prepositional_phrase,0.5035
agreement_subject_verb-across_relative_clause,0.5145
agreement_subject_verb-in_question_with_aux,0.504
agreement_subject_verb-in_simple_question,0.5065
anaphor_agreement-pronoun_gender,0.509
argument_structure-dropped_argument,0.726
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5825
binding-principle_a,0.4185
case-subjective_pronoun,1.0
ellipsis-n_bar,0.58
filler-gap-wh_question_object,0.188
filler-gap-wh_question_subject,0.781
irregular-verb,0.679
island-effects-adjunct_island,0.351
island-effects-coordinate_structure_constraint,0.616
local_attractor-in_question_with_aux,0.6415
npi_licensing-matrix_question,0.324
npi_licensing-only_npi_licensor,0.515
quantifiers-existential_there,0.7355
quantifiers-superlative,0.509
