,best
agreement_determiner_noun-across_1_adjective,0.4995
agreement_determiner_noun-between_neighbors,0.5045
agreement_subject_verb-across_prepositional_phrase,0.5045
agreement_subject_verb-across_relative_clause,0.501
agreement_subject_verb-in_question_with_aux,0.482
agreement_subject_verb-in_simple_question,0.483
anaphor_agreement-pronoun_gender,0.544
argument_structure-dropped_argument,0.8155
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4905
binding-principle_a,0.468
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2265
filler-gap-wh_question_object,0.0895
filler-gap-wh_question_subject,1.0
irregular-verb,0.477
island-effects-adjunct_island,0.4175
island-effects-coordinate_structure_constraint,0.459
local_attractor-in_question_with_aux,0.8385
npi_licensing-matrix_question,0.71
npi_licensing-only_npi_licensor,0.969
quantifiers-existential_there,0.6735
quantifiers-superlative,0.0
