,best
agreement_determiner_noun-across_1_adjective,0.505
agreement_determiner_noun-between_neighbors,0.5225
agreement_subject_verb-across_prepositional_phrase,0.5025
agreement_subject_verb-across_relative_clause,0.504
agreement_subject_verb-in_question_with_aux,0.493
agreement_subject_verb-in_simple_question,0.495
anaphor_agreement-pronoun_gender,0.491
argument_structure-dropped_argument,0.7625
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.525
binding-principle_a,0.4745
case-subjective_pronoun,1.0
ellipsis-n_bar,0.378
filler-gap-wh_question_object,0.221
filler-gap-wh_question_subject,0.983
irregular-verb,0.5305
island-effects-adjunct_island,0.4895
island-effects-coordinate_structure_constraint,0.2755
local_attractor-in_question_with_aux,0.815
npi_licensing-matrix_question,0.5945
npi_licensing-only_npi_licensor,0.754
quantifiers-existential_there,0.6325
quantifiers-superlative,0.2805
