,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1716.962890625), (1, 1715.451416015625)]","[(0, 9069.83203125), (1, 4691.78515625)]","[(0, 2927.31005859375), (1, 2512.892578125)]","[(0, 2835.980224609375), (1, 4052.31298828125)]","[(0, 2489.26708984375), (1, 2579.15087890625)]","[(0, 3197.042724609375), (1, 2248.801025390625)]","[(0, 94301.5), (1, 56793.8671875)]","[(0, 9000.76953125), (1, 1920.7198486328125)]","[(0, 31290.876953125), (1, 5883.74560546875)]","[(0, 468348.84375), (1, 306977.59375)]","[(0, 6863.7236328125), (1, 10939.0751953125)]","[(0, 15101.4375), (1, 2752.700439453125)]","[(0, 16592.234375), (1, 18816.85546875)]","[(0, 4286.74560546875), (1, 4619.94921875)]","[(0, 7359.8876953125), (1, 3931.41748046875)]","[(0, 4966.962890625), (1, 4383.517578125)]","[(0, 3966.30126953125), (1, 3217.517822265625)]","[(0, 7185.19482421875), (1, 6082.98681640625)]","[(0, 3040.207275390625), (1, 3390.61669921875)]","[(0, 4069.818603515625), (1, 2403.894287109375)]","[(0, 16116.12109375), (1, 16646.169921875)]","[(0, 3417.0986328125), (1, 2589.20361328125)]","[(0, 2162.52392578125), (1, 1864.2095947265625)]"
1,"[(0, 5245.8583984375), (1, 4492.158203125)]","[(0, 6822.2314453125), (1, 3601.971435546875)]","[(0, 3495.751708984375), (1, 3046.76416015625)]","[(0, 2447.959228515625), (1, 3537.943359375)]","[(0, 1823.7921142578125), (1, 1493.4940185546875)]","[(0, 1698.0233154296875), (1, 1220.718017578125)]","[(0, 6646.9365234375), (1, 10731.00390625)]","[(0, 21087.8515625), (1, 3406.111328125)]","[(0, 12988.8623046875), (1, 2125.0185546875)]","[(0, 511905.34375), (1, 593297.5)]","[(0, 16721.970703125), (1, 21104.671875)]","[(0, 13431.228515625), (1, 2194.779052734375)]","[(0, 16701.712890625), (1, 21495.52734375)]","[(0, 4324.7041015625), (1, 4144.08056640625)]","[(0, 7635.8603515625), (1, 4706.97412109375)]","[(0, 2112.829345703125), (1, 2447.729248046875)]","[(0, 2006.278564453125), (1, 1749.3123779296875)]","[(0, 4628.05859375), (1, 6475.08349609375)]","[(0, 22878.095703125), (1, 21249.8203125)]","[(0, 3174.163818359375), (1, 4195.6298828125)]","[(0, 6474.1328125), (1, 6847.6005859375)]","[(0, 4689.68310546875), (1, 3492.572509765625)]","[(0, 7017.31103515625), (1, 6018.451171875)]"
2,"[(0, 2360.343505859375), (1, 1997.587890625)]","[(0, 12064.9619140625), (1, 6038.89013671875)]","[(0, 3517.16015625), (1, 3251.647216796875)]","[(0, 2678.612060546875), (1, 3966.1572265625)]","[(0, 1050.77978515625), (1, 859.9523315429688)]","[(0, 1564.3125), (1, 856.4620361328125)]","[(0, 7910.9765625), (1, 5458.23779296875)]","[(0, 12281.8203125), (1, 8088.57666015625)]","[(0, 20207.58984375), (1, 2319.902587890625)]","[(0, 308596.6875), (1, 541089.875)]","[(0, 9814.7041015625), (1, 6837.98193359375)]","[(0, 30497.27734375), (1, 3619.453857421875)]","[(0, 13691.734375), (1, 15486.857421875)]","[(0, 2734.759765625), (1, 2565.005126953125)]","[(0, 12321.3916015625), (1, 6271.17578125)]","[(0, 7774.517578125), (1, 5671.0810546875)]","[(0, 10840.1875), (1, 9558.990234375)]","[(0, 2352.301025390625), (1, 1965.08544921875)]","[(0, 3154.51806640625), (1, 2828.81640625)]","[(0, 40738.78515625), (1, 11739.2392578125)]","[(0, 8723.6376953125), (1, 7786.53076171875)]","[(0, 3755.873779296875), (1, 3459.376953125)]","[(0, 3155.887451171875), (1, 3398.42138671875)]"
3,"[(0, 3087.83642578125), (1, 3142.8583984375)]","[(0, 9081.6376953125), (1, 4679.755859375)]","[(0, 4196.55029296875), (1, 3865.298828125)]","[(0, 2190.449462890625), (1, 3365.045654296875)]","[(0, 9275.52734375), (1, 9141.76171875)]","[(0, 7703.2314453125), (1, 3188.888427734375)]","[(0, 11371.6708984375), (1, 15453.087890625)]","[(0, 14595.0830078125), (1, 3646.627685546875)]","[(0, 33009.37109375), (1, 3687.952880859375)]","[(0, 621999.4375), (1, 544014.8125)]","[(0, 19260.146484375), (1, 15279.01171875)]","[(0, 16214.787109375), (1, 3603.90283203125)]","[(0, 16330.8671875), (1, 18931.423828125)]","[(0, 3022.837890625), (1, 3206.367919921875)]","[(0, 10903.5068359375), (1, 6927.8427734375)]","[(0, 3257.420166015625), (1, 4326.81591796875)]","[(0, 5855.2255859375), (1, 5511.15576171875)]","[(0, 2953.896728515625), (1, 4291.91650390625)]","[(0, 10233.162109375), (1, 6154.2919921875)]","[(0, 18879.42578125), (1, 84121.484375)]","[(0, 6395.20458984375), (1, 5623.57958984375)]","[(0, 4545.91650390625), (1, 3696.5126953125)]","[(0, 3937.443603515625), (1, 5980.42626953125)]"
4,"[(0, 1886.503662109375), (1, 1826.168701171875)]","[(0, 13071.673828125), (1, 17731.69140625)]","[(0, 3299.26416015625), (1, 3941.790771484375)]","[(0, 2273.405029296875), (1, 3475.68017578125)]","[(0, 6512.22216796875), (1, 5668.90234375)]","[(0, 1417.073486328125), (1, 746.4131469726562)]","[(0, 27924.103515625), (1, 25266.427734375)]","[(0, 27291.630859375), (1, 7517.24072265625)]","[(0, 16697.20703125), (1, 3801.81787109375)]","[(0, 80870.609375), (1, 35368.25390625)]","[(0, 6301.08447265625), (1, 5573.1904296875)]","[(0, 29528.7734375), (1, 2998.31298828125)]","[(0, 4057.846923828125), (1, 4457.14892578125)]","[(0, 2400.193603515625), (1, 3131.444580078125)]","[(0, 8384.79296875), (1, 5912.46630859375)]","[(0, 5699.138671875), (1, 3093.055908203125)]","[(0, 6350.6376953125), (1, 7465.380859375)]","[(0, 2490.75732421875), (1, 2203.323974609375)]","[(0, 2701.6669921875), (1, 2383.83642578125)]","[(0, 41032.86328125), (1, 16564.740234375)]","[(0, 2799.330810546875), (1, 2523.654296875)]","[(0, 2967.721435546875), (1, 2510.280517578125)]","[(0, 6542.5751953125), (1, 8059.70849609375)]"
5,"[(0, 5821.4619140625), (1, 5139.34326171875)]","[(0, 10539.7783203125), (1, 13815.1318359375)]","[(0, 3097.058349609375), (1, 3510.82958984375)]","[(0, 2440.019287109375), (1, 3825.596923828125)]","[(0, 5976.23583984375), (1, 5917.2890625)]","[(0, 1891.408935546875), (1, 868.3206176757812)]","[(0, 5919.88525390625), (1, 6954.45361328125)]","[(0, 51117.4296875), (1, 21567.232421875)]","[(0, 24106.474609375), (1, 3343.281005859375)]","[(0, 578301.125), (1, 319249.125)]","[(0, 11630.8662109375), (1, 11816.6064453125)]","[(0, 21507.3203125), (1, 3478.057373046875)]","[(0, 9795.15234375), (1, 10796.5361328125)]","[(0, 4008.724853515625), (1, 4732.9775390625)]","[(0, 6271.373046875), (1, 5152.36279296875)]","[(0, 1969.4268798828125), (1, 2156.25341796875)]","[(0, 3168.846435546875), (1, 3600.120849609375)]","[(0, 3444.733642578125), (1, 2234.4833984375)]","[(0, 28680.32421875), (1, 25945.12890625)]","[(0, 7168.27587890625), (1, 142475.765625)]","[(0, 2077.282470703125), (1, 1941.9693603515625)]","[(0, 4933.18115234375), (1, 3420.228515625)]","[(0, 1568.4915771484375), (1, 1529.780517578125)]"
6,"[(0, 2623.888671875), (1, 2272.97021484375)]","[(0, 13883.4287109375), (1, 18574.181640625)]","[(0, 4213.4814453125), (1, 4682.1572265625)]","[(0, 1721.7607421875), (1, 2794.56298828125)]","[(0, 2380.915771484375), (1, 2359.92822265625)]","[(0, 1368.7020263671875), (1, 646.1974487304688)]","[(0, 18301.18359375), (1, 16194.1865234375)]","[(0, 19180.90234375), (1, 5432.490234375)]","[(0, 19950.82421875), (1, 1314.17138671875)]","[(0, 457070.875), (1, 851180.8125)]","[(0, 4884.7978515625), (1, 4528.05126953125)]","[(0, 35197.48828125), (1, 6919.7138671875)]","[(0, 7769.166015625), (1, 7055.72900390625)]","[(0, 8194.0673828125), (1, 10123.7177734375)]","[(0, 12192.2529296875), (1, 8196.2236328125)]","[(0, 10311.5234375), (1, 8365.6865234375)]","[(0, 8903.8095703125), (1, 6760.70166015625)]","[(0, 5924.81640625), (1, 5227.7294921875)]","[(0, 9767.50390625), (1, 8704.4736328125)]","[(0, 57092.21875), (1, 27267.490234375)]","[(0, 9985.296875), (1, 10295.37890625)]","[(0, 4413.09716796875), (1, 2560.005126953125)]","[(0, 3953.427490234375), (1, 3062.486328125)]"
7,"[(0, 2970.6279296875), (1, 2954.043212890625)]","[(0, 11262.953125), (1, 14339.0068359375)]","[(0, 4026.817626953125), (1, 4374.01708984375)]","[(0, 4740.72509765625), (1, 3235.725341796875)]","[(0, 1228.44091796875), (1, 1600.12060546875)]","[(0, 3028.48486328125), (1, 2429.455810546875)]","[(0, 11528.265625), (1, 13106.1123046875)]","[(0, 31968.12890625), (1, 2415.35107421875)]","[(0, 25204.408203125), (1, 2312.813720703125)]","[(0, 171573.953125), (1, 288111.5625)]","[(0, 9506.8798828125), (1, 8877.9482421875)]","[(0, 10429.75), (1, 2018.6854248046875)]","[(0, 6424.17333984375), (1, 7824.0693359375)]","[(0, 12825.04296875), (1, 18338.451171875)]","[(0, 10173.998046875), (1, 7012.5810546875)]","[(0, 6400.5498046875), (1, 7907.85400390625)]","[(0, 4961.01220703125), (1, 3680.41943359375)]","[(0, 2974.388427734375), (1, 4607.5107421875)]","[(0, 8867.0751953125), (1, 5210.79052734375)]","[(0, 65482.8359375), (1, 214423.875)]","[(0, 6132.22802734375), (1, 5721.83203125)]","[(0, 6369.60400390625), (1, 3261.0537109375)]","[(0, 10129.7060546875), (1, 14870.970703125)]"
8,"[(0, 2588.11865234375), (1, 2282.9296875)]","[(0, 14214.1416015625), (1, 14127.5009765625)]","[(0, 4036.07568359375), (1, 6161.39794921875)]","[(0, 3747.20849609375), (1, 2549.03955078125)]","[(0, 664.4572143554688), (1, 802.3789672851562)]","[(0, 1791.2249755859375), (1, 1433.9942626953125)]","[(0, 4223.83740234375), (1, 3491.12060546875)]","[(0, 31415.890625), (1, 13523.8603515625)]","[(0, 15297.6162109375), (1, 1740.88623046875)]","[(0, 14681.103515625), (1, 18094.474609375)]","[(0, 2740.98828125), (1, 3265.681396484375)]","[(0, 22792.314453125), (1, 5002.36865234375)]","[(0, 20093.73046875), (1, 23241.14453125)]","[(0, 5702.80322265625), (1, 6301.0302734375)]","[(0, 12572.6201171875), (1, 5336.8955078125)]","[(0, 18747.302734375), (1, 15707.939453125)]","[(0, 3942.8095703125), (1, 3801.78173828125)]","[(0, 1704.4366455078125), (1, 1384.394287109375)]","[(0, 2077.816650390625), (1, 2354.193115234375)]","[(0, 12998.4423828125), (1, 6301.390625)]","[(0, 5063.28076171875), (1, 4876.14990234375)]","[(0, 3858.41162109375), (1, 3915.25390625)]","[(0, 3004.34375), (1, 2803.19921875)]"
9,"[(0, 10396.1640625), (1, 9034.64453125)]","[(0, 11385.5283203125), (1, 11482.7509765625)]","[(0, 5256.81103515625), (1, 8007.8095703125)]","[(0, 4256.177734375), (1, 2811.425048828125)]","[(0, 7039.98095703125), (1, 7133.9853515625)]","[(0, 2316.76513671875), (1, 1237.4630126953125)]","[(0, 2670.963134765625), (1, 3022.62451171875)]","[(0, 18880.6328125), (1, 4112.2119140625)]","[(0, 13864.560546875), (1, 2292.777587890625)]","[(0, 96992.640625), (1, 125942.1484375)]","[(0, 2816.274169921875), (1, 3208.7998046875)]","[(0, 24002.943359375), (1, 4146.99853515625)]","[(0, 27811.869140625), (1, 31924.07421875)]","[(0, 10293.208984375), (1, 10589.0654296875)]","[(0, 8865.671875), (1, 4370.11474609375)]","[(0, 9428.2021484375), (1, 12029.884765625)]","[(0, 2035.3779296875), (1, 1793.6787109375)]","[(0, 2071.554443359375), (1, 2954.27294921875)]","[(0, 3212.857177734375), (1, 3122.009765625)]","[(0, 5994.9814453125), (1, 15540.904296875)]","[(0, 2810.171875), (1, 2468.1318359375)]","[(0, 4423.4208984375), (1, 4517.01025390625)]","[(0, 5727.78271484375), (1, 5036.72021484375)]"
