,best
agreement_determiner_noun-across_1_adjective,0.517
agreement_determiner_noun-between_neighbors,0.5535
agreement_subject_verb-across_prepositional_phrase,0.504
agreement_subject_verb-across_relative_clause,0.514
agreement_subject_verb-in_question_with_aux,0.506
agreement_subject_verb-in_simple_question,0.507
anaphor_agreement-pronoun_gender,0.4965
argument_structure-dropped_argument,0.7295
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5905
binding-principle_a,0.419
case-subjective_pronoun,1.0
ellipsis-n_bar,0.5555
filler-gap-wh_question_object,0.2015
filler-gap-wh_question_subject,0.787
irregular-verb,0.6805
island-effects-adjunct_island,0.342
island-effects-coordinate_structure_constraint,0.637
local_attractor-in_question_with_aux,0.6355
npi_licensing-matrix_question,0.339
npi_licensing-only_npi_licensor,0.511
quantifiers-existential_there,0.7285
quantifiers-superlative,0.509
