,best
agreement_determiner_noun-across_1_adjective,0.513
agreement_determiner_noun-between_neighbors,0.54
agreement_subject_verb-across_prepositional_phrase,0.5055
agreement_subject_verb-across_relative_clause,0.5215
agreement_subject_verb-in_question_with_aux,0.498
agreement_subject_verb-in_simple_question,0.5025
anaphor_agreement-pronoun_gender,0.5215
argument_structure-dropped_argument,0.913
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.641
binding-principle_a,0.3885
case-subjective_pronoun,1.0
ellipsis-n_bar,0.188
filler-gap-wh_question_object,0.3655
filler-gap-wh_question_subject,0.6845
irregular-verb,0.588
island-effects-adjunct_island,0.665
island-effects-coordinate_structure_constraint,0.455
local_attractor-in_question_with_aux,0.5235
npi_licensing-matrix_question,0.165
npi_licensing-only_npi_licensor,0.4595
quantifiers-existential_there,0.733
quantifiers-superlative,0.484
