,best
agreement_determiner_noun-across_1_adjective,0.5255
agreement_determiner_noun-between_neighbors,0.56
agreement_subject_verb-across_prepositional_phrase,0.5135
agreement_subject_verb-across_relative_clause,0.5105
agreement_subject_verb-in_question_with_aux,0.5
agreement_subject_verb-in_simple_question,0.515
anaphor_agreement-pronoun_gender,0.5275
argument_structure-dropped_argument,0.7625
argument_structure-swapped_arguments,0.996
argument_structure-transitive,0.6765
binding-principle_a,0.4305
case-subjective_pronoun,0.999
ellipsis-n_bar,0.3095
filler-gap-wh_question_object,0.456
filler-gap-wh_question_subject,0.994
irregular-verb,0.6815
island-effects-adjunct_island,0.4545
island-effects-coordinate_structure_constraint,0.791
local_attractor-in_question_with_aux,0.576
npi_licensing-matrix_question,0.3275
npi_licensing-only_npi_licensor,0.734
quantifiers-existential_there,0.822
quantifiers-superlative,0.222
