,best
agreement_determiner_noun-across_1_adjective,0.4705
agreement_determiner_noun-between_neighbors,0.482
agreement_subject_verb-across_prepositional_phrase,0.496
agreement_subject_verb-across_relative_clause,0.4905
agreement_subject_verb-in_question_with_aux,0.4895
agreement_subject_verb-in_simple_question,0.4695
anaphor_agreement-pronoun_gender,0.5115
argument_structure-dropped_argument,0.688
argument_structure-swapped_arguments,0.1905
argument_structure-transitive,0.5635
binding-principle_a,0.4625
case-subjective_pronoun,0.1905
ellipsis-n_bar,0.503
filler-gap-wh_question_object,0.5275
filler-gap-wh_question_subject,0.9865
irregular-verb,0.5005
island-effects-adjunct_island,0.3645
island-effects-coordinate_structure_constraint,0.6215
local_attractor-in_question_with_aux,0.567
npi_licensing-matrix_question,0.562
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.712
quantifiers-superlative,0.071
