,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5345
agreement_subject_verb-across_prepositional_phrase,0.4985
agreement_subject_verb-across_relative_clause,0.517
agreement_subject_verb-in_question_with_aux,0.4995
agreement_subject_verb-in_simple_question,0.5035
anaphor_agreement-pronoun_gender,0.4745
argument_structure-dropped_argument,0.7525
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.554
binding-principle_a,0.433
case-subjective_pronoun,1.0
ellipsis-n_bar,0.591
filler-gap-wh_question_object,0.0675
filler-gap-wh_question_subject,0.804
irregular-verb,0.562
island-effects-adjunct_island,0.366
island-effects-coordinate_structure_constraint,0.5045
local_attractor-in_question_with_aux,0.7035
npi_licensing-matrix_question,0.5805
npi_licensing-only_npi_licensor,0.5995
quantifiers-existential_there,0.667
quantifiers-superlative,0.4625
