,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.4985
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.494
anaphor_agreement-pronoun_gender,0.551
argument_structure-dropped_argument,0.872
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5065
binding-principle_a,0.4725
case-subjective_pronoun,0.9955
ellipsis-n_bar,0.2635
filler-gap-wh_question_object,0.1215
filler-gap-wh_question_subject,1.0
irregular-verb,0.493
island-effects-adjunct_island,0.4585
island-effects-coordinate_structure_constraint,0.4475
local_attractor-in_question_with_aux,0.8065
npi_licensing-matrix_question,0.6765
npi_licensing-only_npi_licensor,0.903
quantifiers-existential_there,0.7325
quantifiers-superlative,0.021
