,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1845.06689453125), (1, 1398.39794921875)]","[(0, 4304.13525390625), (1, 3564.98828125)]","[(0, 2315.607666015625), (1, 1887.7471923828125)]","[(0, 3847.55712890625), (1, 3023.812255859375)]","[(0, 1037.4285888671875), (1, 1118.8681640625)]","[(0, 1949.7940673828125), (1, 1341.6153564453125)]","[(0, 18308.341796875), (1, 14975.689453125)]","[(0, 5640.67626953125), (1, 1445.474853515625)]","[(0, 13743.369140625), (1, 7320.7431640625)]","[(0, 260674.890625), (1, 146897.65625)]","[(0, 6548.423828125), (1, 9033.740234375)]","[(0, 8589.9130859375), (1, 2879.760009765625)]","[(0, 10523.2470703125), (1, 9819.3857421875)]","[(0, 2450.953857421875), (1, 2450.673583984375)]","[(0, 4034.44384765625), (1, 2329.21875)]","[(0, 2854.855712890625), (1, 2709.806640625)]","[(0, 3583.155517578125), (1, 2677.189453125)]","[(0, 3931.818603515625), (1, 2835.855712890625)]","[(0, 1615.5352783203125), (1, 2119.0888671875)]","[(0, 2127.236572265625), (1, 1885.456787109375)]","[(0, 8802.8125), (1, 8239.5400390625)]","[(0, 2074.65625), (1, 1270.6412353515625)]","[(0, 782.8499145507812), (1, 695.6558837890625)]"
1,"[(0, 4131.654296875), (1, 4297.3515625)]","[(0, 3106.636962890625), (1, 2739.466064453125)]","[(0, 2558.024658203125), (1, 2031.876220703125)]","[(0, 2225.041748046875), (1, 1787.0701904296875)]","[(0, 697.4597778320312), (1, 588.4876098632812)]","[(0, 1344.573486328125), (1, 947.755859375)]","[(0, 4692.41162109375), (1, 6335.48388671875)]","[(0, 3063.22216796875), (1, 2015.8431396484375)]","[(0, 5021.181640625), (1, 2413.44677734375)]","[(0, 68714.6875), (1, 51359.89453125)]","[(0, 10937.990234375), (1, 13949.17578125)]","[(0, 7088.5478515625), (1, 1614.9991455078125)]","[(0, 11542.853515625), (1, 11171.373046875)]","[(0, 3068.447021484375), (1, 3023.618896484375)]","[(0, 3674.6923828125), (1, 2723.836669921875)]","[(0, 1410.4791259765625), (1, 1766.6468505859375)]","[(0, 2124.839111328125), (1, 1634.333251953125)]","[(0, 2744.9736328125), (1, 3457.6552734375)]","[(0, 14838.869140625), (1, 19278.81640625)]","[(0, 2501.58154296875), (1, 2540.399169921875)]","[(0, 3084.436767578125), (1, 2743.443603515625)]","[(0, 3105.487548828125), (1, 1978.179931640625)]","[(0, 3401.51171875), (1, 2760.359619140625)]"
2,"[(0, 2464.44873046875), (1, 2746.750244140625)]","[(0, 2663.395751953125), (1, 2161.064453125)]","[(0, 2711.487060546875), (1, 2230.308349609375)]","[(0, 2611.967041015625), (1, 2110.28076171875)]","[(0, 691.6827392578125), (1, 544.591552734375)]","[(0, 1046.7320556640625), (1, 507.88671875)]","[(0, 3608.4765625), (1, 2735.234375)]","[(0, 3492.256103515625), (1, 2571.904052734375)]","[(0, 11824.44140625), (1, 2733.354248046875)]","[(0, 88343.21875), (1, 175348.328125)]","[(0, 7707.11865234375), (1, 8621.6416015625)]","[(0, 7008.904296875), (1, 1679.6448974609375)]","[(0, 9303.3798828125), (1, 8640.169921875)]","[(0, 2701.10400390625), (1, 1982.7581787109375)]","[(0, 6760.25732421875), (1, 4641.17236328125)]","[(0, 4165.1513671875), (1, 2558.580810546875)]","[(0, 9183.984375), (1, 10416.8564453125)]","[(0, 2242.482177734375), (1, 1428.054931640625)]","[(0, 2214.670654296875), (1, 1996.3624267578125)]","[(0, 5287.5166015625), (1, 5400.06787109375)]","[(0, 5020.68798828125), (1, 4337.921875)]","[(0, 3163.779541015625), (1, 2632.37255859375)]","[(0, 1172.2635498046875), (1, 1270.2564697265625)]"
3,"[(0, 3373.2998046875), (1, 2553.248779296875)]","[(0, 1995.085205078125), (1, 1721.28125)]","[(0, 2950.468994140625), (1, 2357.144775390625)]","[(0, 2365.152099609375), (1, 1947.0225830078125)]","[(0, 4860.70751953125), (1, 3900.607421875)]","[(0, 5427.8037109375), (1, 2456.628662109375)]","[(0, 2189.81884765625), (1, 2810.742919921875)]","[(0, 6221.12109375), (1, 2019.8197021484375)]","[(0, 13650.716796875), (1, 1974.8896484375)]","[(0, 92302.8984375), (1, 83637.046875)]","[(0, 13045.22265625), (1, 12141.0595703125)]","[(0, 8816.3564453125), (1, 2634.0263671875)]","[(0, 6981.2060546875), (1, 6551.5283203125)]","[(0, 2865.018310546875), (1, 2264.056884765625)]","[(0, 6408.0498046875), (1, 5000.0986328125)]","[(0, 1814.913818359375), (1, 2245.905517578125)]","[(0, 5634.03662109375), (1, 6439.3056640625)]","[(0, 2731.26318359375), (1, 2820.347412109375)]","[(0, 5840.51416015625), (1, 3340.814208984375)]","[(0, 6440.51513671875), (1, 27414.2890625)]","[(0, 3503.18408203125), (1, 3012.6787109375)]","[(0, 3427.049072265625), (1, 2581.646240234375)]","[(0, 2124.048828125), (1, 2836.54150390625)]"
4,"[(0, 2055.1572265625), (1, 1567.947021484375)]","[(0, 3357.47412109375), (1, 3793.498779296875)]","[(0, 2426.966552734375), (1, 3008.966064453125)]","[(0, 2171.913818359375), (1, 1755.8475341796875)]","[(0, 3124.12158203125), (1, 2588.8046875)]","[(0, 1154.8419189453125), (1, 662.2655029296875)]","[(0, 14897.5), (1, 14178.4814453125)]","[(0, 4045.33544921875), (1, 2619.202392578125)]","[(0, 12798.798828125), (1, 3262.25439453125)]","[(0, 21922.646484375), (1, 14604.0634765625)]","[(0, 6506.77099609375), (1, 6138.81103515625)]","[(0, 9009.3994140625), (1, 2147.38818359375)]","[(0, 5127.72119140625), (1, 4768.77099609375)]","[(0, 1630.44189453125), (1, 2197.950439453125)]","[(0, 4335.208984375), (1, 3652.140625)]","[(0, 3404.182373046875), (1, 2644.2802734375)]","[(0, 5064.826171875), (1, 4721.13525390625)]","[(0, 2102.506591796875), (1, 1857.5269775390625)]","[(0, 3027.884033203125), (1, 2497.580322265625)]","[(0, 7099.55517578125), (1, 7834.724609375)]","[(0, 1828.47412109375), (1, 1669.874267578125)]","[(0, 2137.95166015625), (1, 1506.7393798828125)]","[(0, 2499.111083984375), (1, 3296.886474609375)]"
5,"[(0, 2593.1103515625), (1, 2823.2724609375)]","[(0, 2732.42626953125), (1, 2959.245361328125)]","[(0, 1878.376708984375), (1, 2433.101806640625)]","[(0, 3184.12353515625), (1, 2634.9033203125)]","[(0, 2844.521728515625), (1, 1887.0794677734375)]","[(0, 2110.49609375), (1, 1119.154296875)]","[(0, 6179.4990234375), (1, 6094.7861328125)]","[(0, 8315.49609375), (1, 4217.22802734375)]","[(0, 11955.6005859375), (1, 1944.4219970703125)]","[(0, 124363.34375), (1, 79603.1640625)]","[(0, 5432.96728515625), (1, 6587.076171875)]","[(0, 6802.56591796875), (1, 2227.8095703125)]","[(0, 6368.2861328125), (1, 5811.72705078125)]","[(0, 2562.865478515625), (1, 3127.320068359375)]","[(0, 4272.2978515625), (1, 4368.06494140625)]","[(0, 1592.9813232421875), (1, 1249.965576171875)]","[(0, 2935.936767578125), (1, 2732.968505859375)]","[(0, 3326.615478515625), (1, 2428.96923828125)]","[(0, 24868.46875), (1, 15899.677734375)]","[(0, 8784.13671875), (1, 32756.36328125)]","[(0, 1748.654296875), (1, 1524.9241943359375)]","[(0, 4233.2333984375), (1, 2571.27001953125)]","[(0, 722.837646484375), (1, 798.120849609375)]"
6,"[(0, 1538.399169921875), (1, 1810.3828125)]","[(0, 3649.64794921875), (1, 4122.30322265625)]","[(0, 2945.236083984375), (1, 3603.29443359375)]","[(0, 1759.59912109375), (1, 1391.4132080078125)]","[(0, 992.3921508789062), (1, 900.5972290039062)]","[(0, 1467.2152099609375), (1, 734.8242797851562)]","[(0, 6841.11279296875), (1, 7131.3876953125)]","[(0, 9822.486328125), (1, 2326.3984375)]","[(0, 11255.845703125), (1, 2444.291015625)]","[(0, 68384.4140625), (1, 149057.640625)]","[(0, 4922.00146484375), (1, 5414.341796875)]","[(0, 14042.408203125), (1, 5221.72998046875)]","[(0, 4390.47900390625), (1, 5462.34130859375)]","[(0, 6109.60888671875), (1, 6332.4638671875)]","[(0, 10428.2177734375), (1, 5108.611328125)]","[(0, 8683.173828125), (1, 7525.68359375)]","[(0, 5358.35546875), (1, 5683.3388671875)]","[(0, 3241.831787109375), (1, 2630.84033203125)]","[(0, 3670.044921875), (1, 2554.994140625)]","[(0, 7784.99365234375), (1, 8782.671875)]","[(0, 4473.48046875), (1, 4165.890625)]","[(0, 2959.072021484375), (1, 1705.4560546875)]","[(0, 1882.6646728515625), (1, 1441.1026611328125)]"
7,"[(0, 3491.733154296875), (1, 2656.409912109375)]","[(0, 2891.76171875), (1, 3162.832275390625)]","[(0, 2536.240234375), (1, 3208.32861328125)]","[(0, 3310.967529296875), (1, 4110.6669921875)]","[(0, 499.85009765625), (1, 561.7693481445312)]","[(0, 2261.514892578125), (1, 1630.1932373046875)]","[(0, 3729.347412109375), (1, 3628.827392578125)]","[(0, 7824.39794921875), (1, 1370.6856689453125)]","[(0, 14183.525390625), (1, 1518.91748046875)]","[(0, 51095.3984375), (1, 44407.26953125)]","[(0, 4597.33203125), (1, 5109.6298828125)]","[(0, 5628.2958984375), (1, 2119.215087890625)]","[(0, 4847.12548828125), (1, 6385.4423828125)]","[(0, 11587.9091796875), (1, 10702.193359375)]","[(0, 6978.90283203125), (1, 4090.25830078125)]","[(0, 4888.52587890625), (1, 6158.0673828125)]","[(0, 3259.40869140625), (1, 3499.764404296875)]","[(0, 2155.526611328125), (1, 2861.094482421875)]","[(0, 3696.516357421875), (1, 2200.11474609375)]","[(0, 9856.765625), (1, 29329.11328125)]","[(0, 2261.163330078125), (1, 1761.0830078125)]","[(0, 2615.16259765625), (1, 1592.5635986328125)]","[(0, 3668.242919921875), (1, 4532.89892578125)]"
8,"[(0, 1813.1595458984375), (1, 2135.515625)]","[(0, 6463.96533203125), (1, 7127.22607421875)]","[(0, 4154.54736328125), (1, 3529.320068359375)]","[(0, 1915.42333984375), (1, 2320.48779296875)]","[(0, 478.6546936035156), (1, 596.6056518554688)]","[(0, 1793.35888671875), (1, 1309.14404296875)]","[(0, 2851.583740234375), (1, 2501.90380859375)]","[(0, 6657.84912109375), (1, 3536.745849609375)]","[(0, 8521.8056640625), (1, 3316.4697265625)]","[(0, 3457.4375), (1, 2699.177734375)]","[(0, 1925.7059326171875), (1, 2272.02197265625)]","[(0, 7082.07421875), (1, 2931.662841796875)]","[(0, 19164.705078125), (1, 19967.1953125)]","[(0, 3121.920654296875), (1, 2742.802978515625)]","[(0, 5169.1904296875), (1, 3834.776123046875)]","[(0, 6986.4873046875), (1, 6186.66357421875)]","[(0, 2922.899658203125), (1, 2526.5693359375)]","[(0, 1715.6151123046875), (1, 1286.2862548828125)]","[(0, 2521.697021484375), (1, 3009.51708984375)]","[(0, 3128.322265625), (1, 3974.229736328125)]","[(0, 2264.14013671875), (1, 2037.53271484375)]","[(0, 1649.854736328125), (1, 1556.564453125)]","[(0, 915.124267578125), (1, 945.0562744140625)]"
9,"[(0, 4582.92529296875), (1, 3848.287353515625)]","[(0, 5268.37939453125), (1, 5319.6845703125)]","[(0, 6891.52734375), (1, 5805.0576171875)]","[(0, 2226.912109375), (1, 2675.647705078125)]","[(0, 3393.945556640625), (1, 4090.12548828125)]","[(0, 1893.1837158203125), (1, 892.1574096679688)]","[(0, 2534.783203125), (1, 3020.762939453125)]","[(0, 12090.5546875), (1, 2720.38134765625)]","[(0, 6041.47119140625), (1, 3682.013427734375)]","[(0, 44052.36328125), (1, 45382.4765625)]","[(0, 2163.9765625), (1, 2415.291015625)]","[(0, 6311.20556640625), (1, 1785.1539306640625)]","[(0, 18799.6171875), (1, 20033.037109375)]","[(0, 5071.9609375), (1, 4129.0859375)]","[(0, 5650.6044921875), (1, 4800.73486328125)]","[(0, 4875.75), (1, 4843.18896484375)]","[(0, 1718.95263671875), (1, 1527.8836669921875)]","[(0, 2489.980712890625), (1, 2455.73388671875)]","[(0, 3467.641357421875), (1, 3246.45703125)]","[(0, 1855.2628173828125), (1, 3628.138671875)]","[(0, 1667.562744140625), (1, 1367.76708984375)]","[(0, 3071.685302734375), (1, 2887.373291015625)]","[(0, 1923.392333984375), (1, 1588.6597900390625)]"
