,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.496
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.5015
agreement_subject_verb-in_question_with_aux,0.495
agreement_subject_verb-in_simple_question,0.4915
anaphor_agreement-pronoun_gender,0.549
argument_structure-dropped_argument,0.8645
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.501
binding-principle_a,0.465
case-subjective_pronoun,0.9975
ellipsis-n_bar,0.2595
filler-gap-wh_question_object,0.11
filler-gap-wh_question_subject,1.0
irregular-verb,0.4985
island-effects-adjunct_island,0.4395
island-effects-coordinate_structure_constraint,0.448
local_attractor-in_question_with_aux,0.81
npi_licensing-matrix_question,0.669
npi_licensing-only_npi_licensor,0.9185
quantifiers-existential_there,0.7285
quantifiers-superlative,0.0065
