,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 556.0559692382812), (1, 523.3041381835938)]","[(0, 997.1136474609375), (1, 863.7039184570312)]","[(0, 612.7227172851562), (1, 473.0245361328125)]","[(0, 744.4790649414062), (1, 622.9013061523438)]","[(0, 325.637939453125), (1, 258.2238464355469)]","[(0, 294.7123718261719), (1, 98.8183364868164)]","[(0, 4841.99755859375), (1, 3952.051513671875)]","[(0, 1685.80810546875), (1, 605.5213623046875)]","[(0, 3588.4970703125), (1, 1921.8275146484375)]","[(0, 15675.4501953125), (1, 13591.5341796875)]","[(0, 2812.182373046875), (1, 4169.10595703125)]","[(0, 3366.36474609375), (1, 1762.7037353515625)]","[(0, 4430.47119140625), (1, 6144.22900390625)]","[(0, 1914.4434814453125), (1, 1995.623779296875)]","[(0, 2116.969970703125), (1, 1311.984375)]","[(0, 3106.1865234375), (1, 2640.823974609375)]","[(0, 787.8214721679688), (1, 716.5599975585938)]","[(0, 945.9196166992188), (1, 845.5411987304688)]","[(0, 581.1264038085938), (1, 507.0685729980469)]","[(0, 735.5506591796875), (1, 581.552978515625)]","[(0, 6540.7470703125), (1, 6840.12744140625)]","[(0, 1088.0587158203125), (1, 1085.818603515625)]","[(0, 1419.8994140625), (1, 1394.3721923828125)]"
1,"[(0, 1315.2747802734375), (1, 1290.826171875)]","[(0, 846.3233642578125), (1, 760.1508178710938)]","[(0, 647.93115234375), (1, 507.9463195800781)]","[(0, 519.8473510742188), (1, 463.1716613769531)]","[(0, 238.4238739013672), (1, 182.5574951171875)]","[(0, 258.62445068359375), (1, 84.2689437866211)]","[(0, 1100.950439453125), (1, 1367.6817626953125)]","[(0, 878.7576293945312), (1, 573.9708862304688)]","[(0, 1640.3870849609375), (1, 769.6052856445312)]","[(0, 3592.5751953125), (1, 4424.83837890625)]","[(0, 5080.95068359375), (1, 6990.4462890625)]","[(0, 2521.427734375), (1, 1121.256103515625)]","[(0, 3579.306396484375), (1, 4964.041015625)]","[(0, 1538.7012939453125), (1, 1794.3245849609375)]","[(0, 3172.21484375), (1, 1814.0390625)]","[(0, 1938.3140869140625), (1, 2302.476806640625)]","[(0, 559.1314697265625), (1, 530.6312866210938)]","[(0, 947.82763671875), (1, 1031.976318359375)]","[(0, 1333.8778076171875), (1, 970.9666137695312)]","[(0, 685.0608520507812), (1, 666.1121826171875)]","[(0, 2129.317138671875), (1, 1946.653076171875)]","[(0, 1140.834716796875), (1, 1086.0894775390625)]","[(0, 2919.140625), (1, 2951.850830078125)]"
2,"[(0, 963.4119262695312), (1, 847.4613647460938)]","[(0, 934.15380859375), (1, 718.6232299804688)]","[(0, 551.1657104492188), (1, 413.0667419433594)]","[(0, 512.6593627929688), (1, 457.3003845214844)]","[(0, 445.6054382324219), (1, 388.4542236328125)]","[(0, 355.07403564453125), (1, 146.09097290039062)]","[(0, 1420.903076171875), (1, 1148.7713623046875)]","[(0, 993.3589477539062), (1, 771.6307983398438)]","[(0, 2546.052734375), (1, 1697.8135986328125)]","[(0, 8873.2001953125), (1, 11454.587890625)]","[(0, 3206.98583984375), (1, 2728.245849609375)]","[(0, 1737.858154296875), (1, 1196.5655517578125)]","[(0, 4780.78759765625), (1, 5945.4248046875)]","[(0, 1159.665283203125), (1, 1227.816650390625)]","[(0, 2856.47216796875), (1, 1620.8331298828125)]","[(0, 3547.538818359375), (1, 2625.97998046875)]","[(0, 1608.6513671875), (1, 2092.212890625)]","[(0, 783.7530517578125), (1, 705.3182373046875)]","[(0, 889.9729614257812), (1, 943.185302734375)]","[(0, 1535.23486328125), (1, 1371.18505859375)]","[(0, 3670.237548828125), (1, 3555.684814453125)]","[(0, 1133.7706298828125), (1, 1007.3200073242188)]","[(0, 1276.708984375), (1, 1744.4444580078125)]"
3,"[(0, 1608.0225830078125), (1, 1550.9876708984375)]","[(0, 769.5718994140625), (1, 612.5745849609375)]","[(0, 584.9987182617188), (1, 442.176513671875)]","[(0, 650.1829833984375), (1, 584.0928344726562)]","[(0, 1064.426025390625), (1, 893.6906127929688)]","[(0, 761.3049926757812), (1, 291.05712890625)]","[(0, 1086.130859375), (1, 1123.985595703125)]","[(0, 2644.030517578125), (1, 1444.772705078125)]","[(0, 2313.0859375), (1, 1046.003173828125)]","[(0, 6137.154296875), (1, 6167.7353515625)]","[(0, 4847.939453125), (1, 4753.44677734375)]","[(0, 2190.617919921875), (1, 1650.617919921875)]","[(0, 4277.9248046875), (1, 5350.09375)]","[(0, 1594.7642822265625), (1, 1431.0692138671875)]","[(0, 3972.865478515625), (1, 1928.116943359375)]","[(0, 2433.160888671875), (1, 3075.029541015625)]","[(0, 1188.3021240234375), (1, 1559.8753662109375)]","[(0, 865.1935424804688), (1, 899.5950927734375)]","[(0, 522.6759643554688), (1, 415.12384033203125)]","[(0, 1837.2646484375), (1, 3847.1318359375)]","[(0, 1950.5797119140625), (1, 1918.916259765625)]","[(0, 1736.5799560546875), (1, 1534.11962890625)]","[(0, 1126.5472412109375), (1, 1701.7608642578125)]"
4,"[(0, 548.593505859375), (1, 532.2772216796875)]","[(0, 1223.9783935546875), (1, 1480.775390625)]","[(0, 518.8914184570312), (1, 700.9080810546875)]","[(0, 755.0880737304688), (1, 685.0725708007812)]","[(0, 1130.8486328125), (1, 886.2066650390625)]","[(0, 354.07904052734375), (1, 187.03782653808594)]","[(0, 4430.2138671875), (1, 3553.427001953125)]","[(0, 1326.366455078125), (1, 1172.9508056640625)]","[(0, 1859.837646484375), (1, 840.3336181640625)]","[(0, 2639.9072265625), (1, 1845.2314453125)]","[(0, 4327.2412109375), (1, 4414.0146484375)]","[(0, 2918.405517578125), (1, 1480.08984375)]","[(0, 3521.38525390625), (1, 3670.01708984375)]","[(0, 1491.6357421875), (1, 1889.8763427734375)]","[(0, 3719.359619140625), (1, 2480.455078125)]","[(0, 2732.382080078125), (1, 1675.30712890625)]","[(0, 1512.6048583984375), (1, 2448.1484375)]","[(0, 608.0057983398438), (1, 712.7130126953125)]","[(0, 666.2030639648438), (1, 688.64453125)]","[(0, 1635.7958984375), (1, 1291.334716796875)]","[(0, 887.83251953125), (1, 894.6691284179688)]","[(0, 1495.299072265625), (1, 1113.3116455078125)]","[(0, 1754.7459716796875), (1, 3690.172607421875)]"
5,"[(0, 961.845703125), (1, 990.1271362304688)]","[(0, 1030.79931640625), (1, 1194.603759765625)]","[(0, 526.0153198242188), (1, 703.41650390625)]","[(0, 728.9889526367188), (1, 660.301025390625)]","[(0, 979.3793334960938), (1, 758.3865356445312)]","[(0, 419.7240905761719), (1, 194.7915802001953)]","[(0, 1297.1563720703125), (1, 1743.2586669921875)]","[(0, 1338.8341064453125), (1, 901.085205078125)]","[(0, 2512.10302734375), (1, 1449.8782958984375)]","[(0, 5379.8818359375), (1, 3227.3671875)]","[(0, 5194.38818359375), (1, 5400.78369140625)]","[(0, 2028.4609375), (1, 1283.989501953125)]","[(0, 2448.58837890625), (1, 3055.662353515625)]","[(0, 2773.813720703125), (1, 2501.738037109375)]","[(0, 3067.490234375), (1, 2207.013671875)]","[(0, 1513.8914794921875), (1, 1898.48486328125)]","[(0, 1201.596435546875), (1, 1872.8450927734375)]","[(0, 782.20361328125), (1, 757.5609741210938)]","[(0, 1342.1336669921875), (1, 988.9658813476562)]","[(0, 1774.42919921875), (1, 2434.097412109375)]","[(0, 585.8096923828125), (1, 559.5560302734375)]","[(0, 1498.8841552734375), (1, 1100.1612548828125)]","[(0, 815.9097900390625), (1, 792.7886962890625)]"
6,"[(0, 712.459228515625), (1, 660.423828125)]","[(0, 1161.0208740234375), (1, 1322.8223876953125)]","[(0, 549.669189453125), (1, 733.4617919921875)]","[(0, 394.855712890625), (1, 347.58868408203125)]","[(0, 239.80050659179688), (1, 305.490478515625)]","[(0, 411.2890319824219), (1, 186.61439514160156)]","[(0, 4802.3056640625), (1, 3317.035888671875)]","[(0, 2323.22021484375), (1, 996.3959350585938)]","[(0, 2091.818603515625), (1, 1023.939453125)]","[(0, 6810.32275390625), (1, 7889.27099609375)]","[(0, 3574.82373046875), (1, 3844.04736328125)]","[(0, 2884.31982421875), (1, 2183.490966796875)]","[(0, 2604.214111328125), (1, 2841.11376953125)]","[(0, 2103.28466796875), (1, 3011.3056640625)]","[(0, 4043.491943359375), (1, 2363.358642578125)]","[(0, 3810.77685546875), (1, 3597.248046875)]","[(0, 1359.585693359375), (1, 1230.502197265625)]","[(0, 784.1892700195312), (1, 787.7399291992188)]","[(0, 389.35345458984375), (1, 332.6431579589844)]","[(0, 2396.49169921875), (1, 1322.7467041015625)]","[(0, 2263.780517578125), (1, 2194.325927734375)]","[(0, 1315.1668701171875), (1, 1109.532958984375)]","[(0, 1478.8997802734375), (1, 1543.200439453125)]"
7,"[(0, 1421.91162109375), (1, 1419.62255859375)]","[(0, 965.6674194335938), (1, 1051.4302978515625)]","[(0, 568.1393432617188), (1, 753.3348388671875)]","[(0, 616.1982421875), (1, 707.4287719726562)]","[(0, 146.47921752929688), (1, 192.11878967285156)]","[(0, 348.0152282714844), (1, 116.44429016113281)]","[(0, 1159.177734375), (1, 1606.4920654296875)]","[(0, 1462.1370849609375), (1, 354.727294921875)]","[(0, 2048.1015625), (1, 1222.2008056640625)]","[(0, 3702.051513671875), (1, 3926.5205078125)]","[(0, 4184.92822265625), (1, 4072.05078125)]","[(0, 2183.019287109375), (1, 1094.8660888671875)]","[(0, 1768.4951171875), (1, 1930.56591796875)]","[(0, 3773.606689453125), (1, 4271.935546875)]","[(0, 3821.18505859375), (1, 2272.463134765625)]","[(0, 3125.146484375), (1, 3134.86865234375)]","[(0, 1015.58935546875), (1, 914.06494140625)]","[(0, 732.38818359375), (1, 1053.0118408203125)]","[(0, 360.46209716796875), (1, 347.78778076171875)]","[(0, 3979.474853515625), (1, 2993.156005859375)]","[(0, 1589.346923828125), (1, 1348.505615234375)]","[(0, 1158.446044921875), (1, 967.3375244140625)]","[(0, 1936.0963134765625), (1, 4318.2333984375)]"
8,"[(0, 753.4214477539062), (1, 765.360107421875)]","[(0, 1275.138671875), (1, 1213.479736328125)]","[(0, 837.4942016601562), (1, 686.773681640625)]","[(0, 438.7896728515625), (1, 471.9833679199219)]","[(0, 353.2727355957031), (1, 405.3172912597656)]","[(0, 308.3532409667969), (1, 100.8553237915039)]","[(0, 1141.3004150390625), (1, 954.8330078125)]","[(0, 1067.322021484375), (1, 733.8042602539062)]","[(0, 1692.1947021484375), (1, 751.02001953125)]","[(0, 733.6961059570312), (1, 727.0602416992188)]","[(0, 1507.840576171875), (1, 1684.1168212890625)]","[(0, 2364.321044921875), (1, 1414.635009765625)]","[(0, 7167.08642578125), (1, 8062.322265625)]","[(0, 1594.5841064453125), (1, 2409.840576171875)]","[(0, 2870.645263671875), (1, 1612.198486328125)]","[(0, 6692.82373046875), (1, 4693.06103515625)]","[(0, 1067.0390625), (1, 1055.28076171875)]","[(0, 553.0810546875), (1, 565.5283813476562)]","[(0, 785.2650756835938), (1, 693.0554809570312)]","[(0, 1304.4462890625), (1, 1116.9268798828125)]","[(0, 2297.152587890625), (1, 2152.943115234375)]","[(0, 881.5813598632812), (1, 992.0208129882812)]","[(0, 927.619873046875), (1, 1301.3883056640625)]"
9,"[(0, 1707.20947265625), (1, 1650.9075927734375)]","[(0, 1211.523193359375), (1, 1109.988037109375)]","[(0, 1013.574462890625), (1, 827.1129760742188)]","[(0, 430.893798828125), (1, 466.8854064941406)]","[(0, 758.396240234375), (1, 908.5418701171875)]","[(0, 445.0904846191406), (1, 184.0518798828125)]","[(0, 970.6425170898438), (1, 1101.357421875)]","[(0, 2564.389892578125), (1, 806.3075561523438)]","[(0, 1784.5172119140625), (1, 890.1091918945312)]","[(0, 2147.78857421875), (1, 2844.844482421875)]","[(0, 1335.0040283203125), (1, 1490.8499755859375)]","[(0, 1614.7835693359375), (1, 1077.353271484375)]","[(0, 7089.19677734375), (1, 8301.0986328125)]","[(0, 2785.868408203125), (1, 3483.853271484375)]","[(0, 3511.468994140625), (1, 1839.2105712890625)]","[(0, 3202.21484375), (1, 4189.6962890625)]","[(0, 879.48876953125), (1, 865.1502685546875)]","[(0, 822.5831298828125), (1, 901.164306640625)]","[(0, 1185.66455078125), (1, 679.0172729492188)]","[(0, 1480.355224609375), (1, 1712.1964111328125)]","[(0, 1138.5604248046875), (1, 1060.3570556640625)]","[(0, 668.6577758789062), (1, 782.0872802734375)]","[(0, 1964.484130859375), (1, 2056.066650390625)]"
