,best
agreement_determiner_noun-across_1_adjective,0.5215
agreement_determiner_noun-between_neighbors,0.5555
agreement_subject_verb-across_prepositional_phrase,0.509
agreement_subject_verb-across_relative_clause,0.5145
agreement_subject_verb-in_question_with_aux,0.512
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.561
argument_structure-dropped_argument,0.674
argument_structure-swapped_arguments,0.951
argument_structure-transitive,0.4955
binding-principle_a,0.457
case-subjective_pronoun,0.86
ellipsis-n_bar,0.6455
filler-gap-wh_question_object,0.988
filler-gap-wh_question_subject,0.997
irregular-verb,0.474
island-effects-adjunct_island,0.71
island-effects-coordinate_structure_constraint,0.5595
local_attractor-in_question_with_aux,0.668
npi_licensing-matrix_question,0.317
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.697
quantifiers-superlative,0.4595
