,best
agreement_determiner_noun-across_1_adjective,0.4995
agreement_determiner_noun-between_neighbors,0.5045
agreement_subject_verb-across_prepositional_phrase,0.504
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.458
agreement_subject_verb-in_simple_question,0.479
anaphor_agreement-pronoun_gender,0.575
argument_structure-dropped_argument,0.795
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.449
binding-principle_a,0.53
case-subjective_pronoun,1.0
ellipsis-n_bar,0.181
filler-gap-wh_question_object,0.2365
filler-gap-wh_question_subject,1.0
irregular-verb,0.4955
island-effects-adjunct_island,0.568
island-effects-coordinate_structure_constraint,0.573
local_attractor-in_question_with_aux,0.7625
npi_licensing-matrix_question,0.7605
npi_licensing-only_npi_licensor,0.998
quantifiers-existential_there,0.6125
quantifiers-superlative,0.01
