,best
agreement_determiner_noun-across_1_adjective,0.5045
agreement_determiner_noun-between_neighbors,0.512
agreement_subject_verb-across_prepositional_phrase,0.4995
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.488
agreement_subject_verb-in_simple_question,0.485
anaphor_agreement-pronoun_gender,0.5735
argument_structure-dropped_argument,0.7895
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4695
binding-principle_a,0.4775
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.1835
filler-gap-wh_question_object,0.104
filler-gap-wh_question_subject,1.0
irregular-verb,0.4895
island-effects-adjunct_island,0.4645
island-effects-coordinate_structure_constraint,0.4725
local_attractor-in_question_with_aux,0.821
npi_licensing-matrix_question,0.7295
npi_licensing-only_npi_licensor,0.99
quantifiers-existential_there,0.655
quantifiers-superlative,0.0005
