,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 625.002197265625), (1, 553.1643676757812)]","[(0, 2600.316650390625), (1, 2427.526611328125)]","[(0, 1857.51025390625), (1, 1718.0103759765625)]","[(0, 2676.416015625), (1, 2524.024658203125)]","[(0, 453.0107116699219), (1, 278.9361267089844)]","[(0, 530.0377807617188), (1, 206.44198608398438)]","[(0, 7090.63671875), (1, 5178.4765625)]","[(0, 2163.34912109375), (1, 615.7021484375)]","[(0, 4743.0947265625), (1, 1287.12744140625)]","[(0, 19549.216796875), (1, 18044.46484375)]","[(0, 6202.525390625), (1, 6921.7666015625)]","[(0, 3119.40869140625), (1, 1298.6441650390625)]","[(0, 8526.6103515625), (1, 10302.25390625)]","[(0, 1817.322021484375), (1, 1481.771240234375)]","[(0, 3303.492431640625), (1, 2199.08154296875)]","[(0, 1898.7103271484375), (1, 1642.7080078125)]","[(0, 2116.74365234375), (1, 1803.52685546875)]","[(0, 1600.66552734375), (1, 1828.4437255859375)]","[(0, 672.5003051757812), (1, 639.2744140625)]","[(0, 846.464599609375), (1, 486.0554504394531)]","[(0, 6982.583984375), (1, 6557.06689453125)]","[(0, 2337.456787109375), (1, 1741.5538330078125)]","[(0, 1052.172119140625), (1, 952.6527709960938)]"
1,"[(0, 1930.4609375), (1, 2164.089111328125)]","[(0, 2520.885498046875), (1, 2454.22509765625)]","[(0, 1859.8492431640625), (1, 1740.8780517578125)]","[(0, 1273.82421875), (1, 1171.6427001953125)]","[(0, 283.46441650390625), (1, 199.84463500976562)]","[(0, 457.1242370605469), (1, 166.9994354248047)]","[(0, 2378.655029296875), (1, 3294.76171875)]","[(0, 2358.91015625), (1, 493.3421325683594)]","[(0, 2120.68798828125), (1, 586.5914306640625)]","[(0, 12298.7109375), (1, 8979.7548828125)]","[(0, 7577.40576171875), (1, 8531.6865234375)]","[(0, 2031.410400390625), (1, 964.9552612304688)]","[(0, 9047.2158203125), (1, 7628.23974609375)]","[(0, 2088.82958984375), (1, 1698.9879150390625)]","[(0, 4490.3251953125), (1, 3009.735107421875)]","[(0, 1517.77001953125), (1, 1406.8297119140625)]","[(0, 1457.8695068359375), (1, 1282.2615966796875)]","[(0, 1457.5032958984375), (1, 2225.4130859375)]","[(0, 2922.746337890625), (1, 2838.19189453125)]","[(0, 1109.196044921875), (1, 771.702880859375)]","[(0, 2890.74853515625), (1, 3171.724609375)]","[(0, 2387.0576171875), (1, 1864.872802734375)]","[(0, 4700.33056640625), (1, 3907.726318359375)]"
2,"[(0, 693.704833984375), (1, 749.8892211914062)]","[(0, 2294.128173828125), (1, 1831.4044189453125)]","[(0, 1832.7060546875), (1, 1706.45751953125)]","[(0, 1845.406494140625), (1, 1790.4246826171875)]","[(0, 416.2838439941406), (1, 300.1982116699219)]","[(0, 524.8760375976562), (1, 211.1368865966797)]","[(0, 2776.640625), (1, 2075.83203125)]","[(0, 1984.904541015625), (1, 1315.928955078125)]","[(0, 2749.532470703125), (1, 1614.625732421875)]","[(0, 6251.85205078125), (1, 12948.025390625)]","[(0, 6722.5693359375), (1, 6643.4384765625)]","[(0, 3180.5029296875), (1, 854.7550048828125)]","[(0, 6161.0986328125), (1, 5932.2734375)]","[(0, 1159.6956787109375), (1, 1568.2657470703125)]","[(0, 4325.56982421875), (1, 2830.132080078125)]","[(0, 2565.74755859375), (1, 1541.98681640625)]","[(0, 4041.402587890625), (1, 5176.60986328125)]","[(0, 716.4933471679688), (1, 720.45751953125)]","[(0, 1002.0072021484375), (1, 845.5040893554688)]","[(0, 4292.7392578125), (1, 3165.1103515625)]","[(0, 3160.929443359375), (1, 2767.694091796875)]","[(0, 3688.568115234375), (1, 3086.217041015625)]","[(0, 1425.63818359375), (1, 1838.3548583984375)]"
3,"[(0, 2188.4501953125), (1, 1882.1988525390625)]","[(0, 2114.823974609375), (1, 1803.1734619140625)]","[(0, 1752.2142333984375), (1, 1644.58740234375)]","[(0, 1253.989990234375), (1, 1327.728759765625)]","[(0, 1748.647705078125), (1, 1208.25439453125)]","[(0, 2384.1513671875), (1, 892.8740844726562)]","[(0, 634.6244506835938), (1, 899.70751953125)]","[(0, 4124.4931640625), (1, 1005.8085327148438)]","[(0, 4061.87744140625), (1, 657.6072387695312)]","[(0, 9791.8271484375), (1, 10226.947265625)]","[(0, 9248.5771484375), (1, 8355.3935546875)]","[(0, 2095.551513671875), (1, 913.4523315429688)]","[(0, 5002.392578125), (1, 4670.59326171875)]","[(0, 2011.924072265625), (1, 1552.1197509765625)]","[(0, 5720.560546875), (1, 3567.470947265625)]","[(0, 1592.7723388671875), (1, 2269.27099609375)]","[(0, 2975.358642578125), (1, 3690.017578125)]","[(0, 1393.3865966796875), (1, 1500.2154541015625)]","[(0, 1565.73779296875), (1, 1338.939453125)]","[(0, 2460.1923828125), (1, 6783.0859375)]","[(0, 2037.568603515625), (1, 1905.986328125)]","[(0, 3830.178466796875), (1, 3099.9306640625)]","[(0, 1879.1209716796875), (1, 2648.4873046875)]"
4,"[(0, 660.484619140625), (1, 596.7055053710938)]","[(0, 2806.09716796875), (1, 3134.22900390625)]","[(0, 1796.889892578125), (1, 2091.743896484375)]","[(0, 1228.5914306640625), (1, 1267.52587890625)]","[(0, 1249.31787109375), (1, 906.71728515625)]","[(0, 392.3721923828125), (1, 242.03973388671875)]","[(0, 5050.529296875), (1, 4001.990478515625)]","[(0, 1871.4693603515625), (1, 830.3755493164062)]","[(0, 1844.11962890625), (1, 854.64453125)]","[(0, 4709.25), (1, 4332.4892578125)]","[(0, 4189.15283203125), (1, 4426.5517578125)]","[(0, 4534.15283203125), (1, 1284.1021728515625)]","[(0, 4244.8515625), (1, 4645.6318359375)]","[(0, 893.8504028320312), (1, 944.3404541015625)]","[(0, 3107.060546875), (1, 2418.566650390625)]","[(0, 1481.076171875), (1, 1167.3126220703125)]","[(0, 2791.78076171875), (1, 2797.961669921875)]","[(0, 921.8575439453125), (1, 834.5772705078125)]","[(0, 753.3240966796875), (1, 653.7840576171875)]","[(0, 3831.201171875), (1, 3623.3740234375)]","[(0, 997.6354370117188), (1, 972.863037109375)]","[(0, 2757.32080078125), (1, 1987.1839599609375)]","[(0, 3948.92822265625), (1, 6322.7060546875)]"
5,"[(0, 1506.8551025390625), (1, 1648.5792236328125)]","[(0, 2649.9541015625), (1, 2802.43603515625)]","[(0, 1639.2275390625), (1, 1892.021484375)]","[(0, 1265.8853759765625), (1, 1316.4970703125)]","[(0, 1781.088623046875), (1, 1242.564697265625)]","[(0, 619.07177734375), (1, 341.3720703125)]","[(0, 2164.275634765625), (1, 2724.896728515625)]","[(0, 2221.129150390625), (1, 1092.1431884765625)]","[(0, 4668.03271484375), (1, 1110.7366943359375)]","[(0, 12878.052734375), (1, 8925.1220703125)]","[(0, 6201.35400390625), (1, 6898.79296875)]","[(0, 1968.9019775390625), (1, 837.6044921875)]","[(0, 4684.02880859375), (1, 3847.4033203125)]","[(0, 1400.498046875), (1, 1654.378173828125)]","[(0, 2920.755615234375), (1, 2283.71484375)]","[(0, 1354.6494140625), (1, 1414.3524169921875)]","[(0, 1750.091552734375), (1, 1525.5096435546875)]","[(0, 1305.143798828125), (1, 1146.3056640625)]","[(0, 3763.42138671875), (1, 4471.7314453125)]","[(0, 2568.25830078125), (1, 8017.02490234375)]","[(0, 888.3758544921875), (1, 867.8814086914062)]","[(0, 3634.5732421875), (1, 2459.724365234375)]","[(0, 656.35888671875), (1, 711.244384765625)]"
6,"[(0, 554.9411010742188), (1, 583.74560546875)]","[(0, 2747.12646484375), (1, 3074.058837890625)]","[(0, 2076.31787109375), (1, 2272.6689453125)]","[(0, 750.46875), (1, 740.1032104492188)]","[(0, 332.475341796875), (1, 548.6827392578125)]","[(0, 386.5068054199219), (1, 211.9791259765625)]","[(0, 3835.010009765625), (1, 3084.504638671875)]","[(0, 5714.486328125), (1, 1718.0743408203125)]","[(0, 2670.684326171875), (1, 1235.2509765625)]","[(0, 9189.6884765625), (1, 9723.8310546875)]","[(0, 3764.770751953125), (1, 3759.39306640625)]","[(0, 5675.7021484375), (1, 2063.34033203125)]","[(0, 2859.841064453125), (1, 3882.607421875)]","[(0, 3034.828125), (1, 3662.9189453125)]","[(0, 3985.95458984375), (1, 2829.50732421875)]","[(0, 4522.19970703125), (1, 3678.900146484375)]","[(0, 3398.93359375), (1, 3717.788818359375)]","[(0, 1268.49755859375), (1, 1731.8226318359375)]","[(0, 1111.80712890625), (1, 951.281005859375)]","[(0, 3937.008056640625), (1, 2269.884521484375)]","[(0, 2416.642333984375), (1, 2767.620361328125)]","[(0, 3218.637939453125), (1, 2482.478515625)]","[(0, 2383.55908203125), (1, 1727.475341796875)]"
7,"[(0, 2143.544677734375), (1, 1924.3206787109375)]","[(0, 2522.66259765625), (1, 2717.99560546875)]","[(0, 1856.4503173828125), (1, 2002.761962890625)]","[(0, 2440.71435546875), (1, 2608.5654296875)]","[(0, 203.7205352783203), (1, 293.0139465332031)]","[(0, 703.6506958007812), (1, 266.1244201660156)]","[(0, 1538.4071044921875), (1, 1829.6429443359375)]","[(0, 4615.990234375), (1, 530.7385864257812)]","[(0, 4482.68359375), (1, 1559.7705078125)]","[(0, 3954.5322265625), (1, 6884.74169921875)]","[(0, 5475.13427734375), (1, 5454.439453125)]","[(0, 1773.5782470703125), (1, 703.4796142578125)]","[(0, 2139.747802734375), (1, 3332.966552734375)]","[(0, 5279.822265625), (1, 4127.09814453125)]","[(0, 4024.794189453125), (1, 2740.456298828125)]","[(0, 3909.619873046875), (1, 4370.185546875)]","[(0, 2114.4306640625), (1, 2524.40869140625)]","[(0, 1112.94384765625), (1, 2582.21875)]","[(0, 949.7762451171875), (1, 820.23583984375)]","[(0, 6171.30712890625), (1, 5957.138671875)]","[(0, 1605.3641357421875), (1, 1747.018310546875)]","[(0, 2932.673583984375), (1, 2100.7900390625)]","[(0, 4988.02001953125), (1, 8395.810546875)]"
8,"[(0, 982.7489624023438), (1, 1026.5574951171875)]","[(0, 3526.096923828125), (1, 3762.09716796875)]","[(0, 1992.73974609375), (1, 1978.606201171875)]","[(0, 1110.032958984375), (1, 1204.3389892578125)]","[(0, 299.7770690917969), (1, 418.66705322265625)]","[(0, 620.24365234375), (1, 214.7686004638672)]","[(0, 2783.1435546875), (1, 2360.299560546875)]","[(0, 3490.85107421875), (1, 1829.718017578125)]","[(0, 2000.2347412109375), (1, 720.4344482421875)]","[(0, 1055.3004150390625), (1, 1260.4415283203125)]","[(0, 1769.9656982421875), (1, 2121.99072265625)]","[(0, 3259.638671875), (1, 820.8610229492188)]","[(0, 9035.5927734375), (1, 10333.958984375)]","[(0, 1113.6641845703125), (1, 1378.9384765625)]","[(0, 4682.73779296875), (1, 2946.50146484375)]","[(0, 4844.36669921875), (1, 4729.53515625)]","[(0, 1649.437744140625), (1, 1885.6014404296875)]","[(0, 593.9315795898438), (1, 685.4676513671875)]","[(0, 1243.786376953125), (1, 1128.5592041015625)]","[(0, 1566.584716796875), (1, 1741.2880859375)]","[(0, 2315.92138671875), (1, 2367.626708984375)]","[(0, 1936.9818115234375), (1, 2003.1611328125)]","[(0, 1059.86474609375), (1, 1518.896484375)]"
9,"[(0, 2828.551025390625), (1, 2455.719970703125)]","[(0, 4103.5185546875), (1, 4587.03564453125)]","[(0, 2588.19873046875), (1, 2571.947021484375)]","[(0, 1672.0413818359375), (1, 1720.2672119140625)]","[(0, 1204.435302734375), (1, 1730.156982421875)]","[(0, 650.80029296875), (1, 258.9178771972656)]","[(0, 2035.44775390625), (1, 2472.82275390625)]","[(0, 5095.8095703125), (1, 1204.0765380859375)]","[(0, 2440.728271484375), (1, 720.6513061523438)]","[(0, 6490.53369140625), (1, 8527.3583984375)]","[(0, 1120.9642333984375), (1, 1245.9405517578125)]","[(0, 2480.989990234375), (1, 731.1268310546875)]","[(0, 9697.7705078125), (1, 11171.74609375)]","[(0, 1681.876953125), (1, 2042.839599609375)]","[(0, 5553.193359375), (1, 3240.49658203125)]","[(0, 4922.18017578125), (1, 4946.9658203125)]","[(0, 997.9441528320312), (1, 1191.3118896484375)]","[(0, 863.037353515625), (1, 1705.2000732421875)]","[(0, 1826.67041015625), (1, 1083.802734375)]","[(0, 1233.429443359375), (1, 1277.077392578125)]","[(0, 1399.4459228515625), (1, 1234.453857421875)]","[(0, 1795.208740234375), (1, 1618.655029296875)]","[(0, 3666.585205078125), (1, 3133.072509765625)]"
