,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 606.8125), (1, 510.2513122558594)]","[(0, 1840.544921875), (1, 1566.5159912109375)]","[(0, 1253.5714111328125), (1, 1001.9532470703125)]","[(0, 1263.5562744140625), (1, 1136.278076171875)]","[(0, 442.8156433105469), (1, 351.5489807128906)]","[(0, 679.742919921875), (1, 249.75685119628906)]","[(0, 17260.880859375), (1, 14385.5615234375)]","[(0, 2003.764892578125), (1, 619.6458740234375)]","[(0, 5028.3935546875), (1, 2910.6728515625)]","[(0, 13676.8564453125), (1, 10788.6005859375)]","[(0, 5693.63525390625), (1, 7021.37451171875)]","[(0, 4058.9462890625), (1, 1992.3729248046875)]","[(0, 6105.83447265625), (1, 8935.5390625)]","[(0, 2567.17333984375), (1, 2556.6708984375)]","[(0, 4097.43017578125), (1, 3034.828125)]","[(0, 3334.5625), (1, 3044.417236328125)]","[(0, 2680.210205078125), (1, 2326.10107421875)]","[(0, 2418.228515625), (1, 2140.46728515625)]","[(0, 1026.3978271484375), (1, 1330.1817626953125)]","[(0, 1404.552001953125), (1, 1020.263671875)]","[(0, 9518.255859375), (1, 9845.857421875)]","[(0, 1414.8487548828125), (1, 1252.46728515625)]","[(0, 1353.9959716796875), (1, 1217.1619873046875)]"
1,"[(0, 1242.6434326171875), (1, 1140.5203857421875)]","[(0, 1694.7230224609375), (1, 1542.0875244140625)]","[(0, 1393.85693359375), (1, 1152.300537109375)]","[(0, 849.8784790039062), (1, 763.8369140625)]","[(0, 345.2182312011719), (1, 246.05947875976562)]","[(0, 578.566650390625), (1, 212.22254943847656)]","[(0, 5016.90185546875), (1, 5967.1005859375)]","[(0, 3200.81982421875), (1, 1321.7208251953125)]","[(0, 2086.062255859375), (1, 1018.8411865234375)]","[(0, 16404.37109375), (1, 16818.5859375)]","[(0, 8785.28515625), (1, 10283.41796875)]","[(0, 3342.764404296875), (1, 1658.8358154296875)]","[(0, 4899.17138671875), (1, 6629.38134765625)]","[(0, 2763.154052734375), (1, 3107.552490234375)]","[(0, 4307.255859375), (1, 2759.481689453125)]","[(0, 2209.52734375), (1, 2385.8525390625)]","[(0, 1423.4835205078125), (1, 1291.926025390625)]","[(0, 1880.08544921875), (1, 2363.258056640625)]","[(0, 3483.992919921875), (1, 2652.316650390625)]","[(0, 1182.79541015625), (1, 1248.964111328125)]","[(0, 3843.567138671875), (1, 3468.950927734375)]","[(0, 1943.660888671875), (1, 1775.911376953125)]","[(0, 3758.15966796875), (1, 3839.811767578125)]"
2,"[(0, 675.998291015625), (1, 601.2499389648438)]","[(0, 1827.7586669921875), (1, 1294.2357177734375)]","[(0, 1222.5172119140625), (1, 982.2040405273438)]","[(0, 936.3983764648438), (1, 855.00244140625)]","[(0, 404.3420715332031), (1, 339.4749755859375)]","[(0, 500.0041198730469), (1, 238.18115234375)]","[(0, 4031.536376953125), (1, 3224.085205078125)]","[(0, 1487.5416259765625), (1, 1199.6475830078125)]","[(0, 3631.82568359375), (1, 2263.080078125)]","[(0, 18046.841796875), (1, 15412.158203125)]","[(0, 6117.64892578125), (1, 6103.17333984375)]","[(0, 2260.052978515625), (1, 1238.546875)]","[(0, 5588.55029296875), (1, 6150.33154296875)]","[(0, 1734.5689697265625), (1, 1636.269287109375)]","[(0, 6382.83642578125), (1, 4190.947265625)]","[(0, 5278.55322265625), (1, 4257.875)]","[(0, 4657.5517578125), (1, 5423.66455078125)]","[(0, 993.5715942382812), (1, 852.756591796875)]","[(0, 1704.979736328125), (1, 1873.1307373046875)]","[(0, 3625.5859375), (1, 3897.357421875)]","[(0, 4780.87890625), (1, 5421.1875)]","[(0, 2188.931396484375), (1, 1727.6845703125)]","[(0, 1502.882568359375), (1, 1723.735595703125)]"
3,"[(0, 2186.585205078125), (1, 1902.201904296875)]","[(0, 1667.973876953125), (1, 1266.1038818359375)]","[(0, 1323.51904296875), (1, 1095.3057861328125)]","[(0, 749.1165771484375), (1, 692.200439453125)]","[(0, 2176.549072265625), (1, 1838.9703369140625)]","[(0, 3079.516845703125), (1, 1100.41455078125)]","[(0, 1570.1153564453125), (1, 1783.2259521484375)]","[(0, 3116.414306640625), (1, 1730.7171630859375)]","[(0, 3594.021484375), (1, 1135.359619140625)]","[(0, 20895.966796875), (1, 23819.490234375)]","[(0, 8437.5986328125), (1, 8791.9814453125)]","[(0, 2553.47021484375), (1, 1944.1318359375)]","[(0, 5759.16259765625), (1, 6553.52783203125)]","[(0, 1623.192138671875), (1, 1463.640380859375)]","[(0, 5520.951171875), (1, 3617.56640625)]","[(0, 3009.643310546875), (1, 3850.078857421875)]","[(0, 2574.621826171875), (1, 3282.34521484375)]","[(0, 1572.67578125), (1, 1808.6279296875)]","[(0, 1489.8502197265625), (1, 1527.0831298828125)]","[(0, 3582.564453125), (1, 8295.2265625)]","[(0, 3433.64111328125), (1, 3752.837646484375)]","[(0, 2675.0302734375), (1, 2003.5089111328125)]","[(0, 1835.51611328125), (1, 2805.48974609375)]"
4,"[(0, 643.5026245117188), (1, 560.1013793945312)]","[(0, 2233.546142578125), (1, 2519.525146484375)]","[(0, 1253.555908203125), (1, 1601.179931640625)]","[(0, 819.0660400390625), (1, 757.2316284179688)]","[(0, 1920.5467529296875), (1, 1588.36962890625)]","[(0, 531.73486328125), (1, 255.20655822753906)]","[(0, 9572.4189453125), (1, 8515.314453125)]","[(0, 3986.692138671875), (1, 3130.408447265625)]","[(0, 2875.828369140625), (1, 1483.3519287109375)]","[(0, 10653.52734375), (1, 7371.359375)]","[(0, 4681.81787109375), (1, 5427.8505859375)]","[(0, 4325.98681640625), (1, 1850.522705078125)]","[(0, 4037.877197265625), (1, 4133.9677734375)]","[(0, 2219.931640625), (1, 3003.18359375)]","[(0, 3839.053955078125), (1, 3308.360595703125)]","[(0, 3428.251953125), (1, 2195.8134765625)]","[(0, 2867.2568359375), (1, 4033.743896484375)]","[(0, 992.6775512695312), (1, 910.28125)]","[(0, 1310.77685546875), (1, 1388.4560546875)]","[(0, 5045.69140625), (1, 6474.0830078125)]","[(0, 1131.865478515625), (1, 1177.737060546875)]","[(0, 1686.7987060546875), (1, 1284.103271484375)]","[(0, 2804.1845703125), (1, 5148.310546875)]"
5,"[(0, 1185.268310546875), (1, 1140.724365234375)]","[(0, 2244.920654296875), (1, 2337.14013671875)]","[(0, 1273.3323974609375), (1, 1585.1494140625)]","[(0, 840.0447387695312), (1, 777.6226806640625)]","[(0, 1662.7265625), (1, 1379.671142578125)]","[(0, 1105.11767578125), (1, 458.744873046875)]","[(0, 3791.1552734375), (1, 4479.6533203125)]","[(0, 2669.76611328125), (1, 1534.9771728515625)]","[(0, 3147.672607421875), (1, 1721.117919921875)]","[(0, 15592.775390625), (1, 18168.361328125)]","[(0, 8949.626953125), (1, 10281.720703125)]","[(0, 2455.10400390625), (1, 1663.82177734375)]","[(0, 4124.5009765625), (1, 4766.943359375)]","[(0, 4172.681640625), (1, 3601.205810546875)]","[(0, 2897.7978515625), (1, 2542.031494140625)]","[(0, 2400.437255859375), (1, 2629.44970703125)]","[(0, 1898.42333984375), (1, 2417.681884765625)]","[(0, 1231.6064453125), (1, 1292.0023193359375)]","[(0, 6817.119140625), (1, 5851.78173828125)]","[(0, 3550.89990234375), (1, 12280.9892578125)]","[(0, 1219.396728515625), (1, 1169.3052978515625)]","[(0, 2115.06005859375), (1, 1716.6624755859375)]","[(0, 1060.6048583984375), (1, 1048.8709716796875)]"
6,"[(0, 619.9843139648438), (1, 563.0545043945312)]","[(0, 2359.9599609375), (1, 2603.875244140625)]","[(0, 1218.6962890625), (1, 1546.7779541015625)]","[(0, 457.7611389160156), (1, 414.2209777832031)]","[(0, 565.7975463867188), (1, 741.8758544921875)]","[(0, 718.4515991210938), (1, 343.4253234863281)]","[(0, 5958.9462890625), (1, 4868.185546875)]","[(0, 4184.3017578125), (1, 1785.803466796875)]","[(0, 2253.858642578125), (1, 1359.7425537109375)]","[(0, 20637.33984375), (1, 18485.525390625)]","[(0, 4298.78173828125), (1, 4579.72705078125)]","[(0, 4995.7373046875), (1, 3061.2626953125)]","[(0, 2970.083984375), (1, 3652.537841796875)]","[(0, 3751.9072265625), (1, 4653.64892578125)]","[(0, 5026.8974609375), (1, 3534.1259765625)]","[(0, 3842.599365234375), (1, 3503.54150390625)]","[(0, 4643.72265625), (1, 3965.041748046875)]","[(0, 1677.571044921875), (1, 1877.8167724609375)]","[(0, 1417.162109375), (1, 1203.104248046875)]","[(0, 8081.70654296875), (1, 3501.22998046875)]","[(0, 4005.728515625), (1, 4062.93896484375)]","[(0, 3231.3125), (1, 3005.44140625)]","[(0, 1736.363037109375), (1, 1663.6544189453125)]"
7,"[(0, 2175.644287109375), (1, 1945.76025390625)]","[(0, 2353.04931640625), (1, 2398.216552734375)]","[(0, 1254.98291015625), (1, 1562.6171875)]","[(0, 1319.756591796875), (1, 1435.3240966796875)]","[(0, 298.77301025390625), (1, 429.33203125)]","[(0, 793.7725219726562), (1, 278.4190979003906)]","[(0, 2108.7578125), (1, 2541.87744140625)]","[(0, 3232.419189453125), (1, 956.6961059570312)]","[(0, 4222.73779296875), (1, 2353.239990234375)]","[(0, 7975.41845703125), (1, 5599.0703125)]","[(0, 7862.119140625), (1, 7746.07666015625)]","[(0, 2920.536865234375), (1, 1577.2845458984375)]","[(0, 1626.626953125), (1, 2191.487060546875)]","[(0, 6277.63232421875), (1, 5872.3828125)]","[(0, 3492.799072265625), (1, 2612.471435546875)]","[(0, 3425.052734375), (1, 3397.488525390625)]","[(0, 2676.0458984375), (1, 2265.636962890625)]","[(0, 1208.1448974609375), (1, 2066.42333984375)]","[(0, 1056.3077392578125), (1, 1259.4886474609375)]","[(0, 10717.8408203125), (1, 12956.3623046875)]","[(0, 3382.929443359375), (1, 2984.66455078125)]","[(0, 2512.87939453125), (1, 2474.59912109375)]","[(0, 2810.082275390625), (1, 5578.5498046875)]"
8,"[(0, 570.8660278320312), (1, 632.011962890625)]","[(0, 2278.025634765625), (1, 2201.18505859375)]","[(0, 1265.2371826171875), (1, 1220.8511962890625)]","[(0, 796.1007080078125), (1, 863.3131103515625)]","[(0, 387.4076232910156), (1, 463.2315368652344)]","[(0, 768.1253051757812), (1, 267.11248779296875)]","[(0, 4303.03515625), (1, 3574.598876953125)]","[(0, 2354.276123046875), (1, 1478.700927734375)]","[(0, 2177.0576171875), (1, 1175.98681640625)]","[(0, 2306.95947265625), (1, 2464.642578125)]","[(0, 3293.98876953125), (1, 3322.912353515625)]","[(0, 3139.4853515625), (1, 1556.453125)]","[(0, 8110.72216796875), (1, 9036.7822265625)]","[(0, 1959.9937744140625), (1, 2832.643310546875)]","[(0, 5521.92529296875), (1, 2944.296630859375)]","[(0, 7697.6650390625), (1, 5926.01953125)]","[(0, 2293.560546875), (1, 2610.68701171875)]","[(0, 672.387451171875), (1, 659.0977783203125)]","[(0, 1527.8602294921875), (1, 1482.2899169921875)]","[(0, 1965.9102783203125), (1, 1983.056884765625)]","[(0, 3727.46630859375), (1, 3855.75244140625)]","[(0, 1618.4822998046875), (1, 1739.0269775390625)]","[(0, 1143.581298828125), (1, 1291.1759033203125)]"
9,"[(0, 1442.9901123046875), (1, 1541.920654296875)]","[(0, 2311.210693359375), (1, 2185.042724609375)]","[(0, 1536.76123046875), (1, 1499.2027587890625)]","[(0, 913.4296875), (1, 975.4019775390625)]","[(0, 2305.97412109375), (1, 2684.118896484375)]","[(0, 720.1023559570312), (1, 328.4107971191406)]","[(0, 3620.73486328125), (1, 4219.58544921875)]","[(0, 5289.8720703125), (1, 1634.8773193359375)]","[(0, 2542.270263671875), (1, 1361.7508544921875)]","[(0, 4873.072265625), (1, 4768.3798828125)]","[(0, 2317.947509765625), (1, 2215.7216796875)]","[(0, 1702.382568359375), (1, 875.7654418945312)]","[(0, 8826.8388671875), (1, 10142.5625)]","[(0, 3015.75439453125), (1, 3499.127197265625)]","[(0, 4753.95458984375), (1, 2447.39892578125)]","[(0, 4598.28759765625), (1, 5226.109375)]","[(0, 1414.2059326171875), (1, 1567.8402099609375)]","[(0, 1196.780517578125), (1, 1653.742431640625)]","[(0, 3441.30224609375), (1, 2389.470947265625)]","[(0, 1654.6778564453125), (1, 2395.323974609375)]","[(0, 1815.5948486328125), (1, 1778.645263671875)]","[(0, 1320.2236328125), (1, 1317.56591796875)]","[(0, 2505.3251953125), (1, 2629.504638671875)]"
