,best
agreement_determiner_noun-across_1_adjective,0.513
agreement_determiner_noun-between_neighbors,0.5385
agreement_subject_verb-across_prepositional_phrase,0.506
agreement_subject_verb-across_relative_clause,0.513
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.4965
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.9345
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6335
binding-principle_a,0.277
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2435
filler-gap-wh_question_object,0.433
filler-gap-wh_question_subject,0.7125
irregular-verb,0.5595
island-effects-adjunct_island,0.587
island-effects-coordinate_structure_constraint,0.6295
local_attractor-in_question_with_aux,0.4405
npi_licensing-matrix_question,0.18
npi_licensing-only_npi_licensor,0.2475
quantifiers-existential_there,0.727
quantifiers-superlative,0.5
