,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.5095
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.4885
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5215
argument_structure-dropped_argument,0.907
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4985
binding-principle_a,0.3255
case-subjective_pronoun,1.0
ellipsis-n_bar,0.283
filler-gap-wh_question_object,0.4335
filler-gap-wh_question_subject,1.0
irregular-verb,0.5305
island-effects-adjunct_island,0.602
island-effects-coordinate_structure_constraint,0.2375
local_attractor-in_question_with_aux,0.683
npi_licensing-matrix_question,0.394
npi_licensing-only_npi_licensor,0.995
quantifiers-existential_there,0.5925
quantifiers-superlative,0.467
