,best
agreement_determiner_noun-across_1_adjective,0.497
agreement_determiner_noun-between_neighbors,0.5035
agreement_subject_verb-across_prepositional_phrase,0.4975
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.493
anaphor_agreement-pronoun_gender,0.528
argument_structure-dropped_argument,0.7415
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4995
binding-principle_a,0.49
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.353
filler-gap-wh_question_object,0.2035
filler-gap-wh_question_subject,0.999
irregular-verb,0.4445
island-effects-adjunct_island,0.5375
island-effects-coordinate_structure_constraint,0.0405
local_attractor-in_question_with_aux,0.8435
npi_licensing-matrix_question,0.5205
npi_licensing-only_npi_licensor,0.953
quantifiers-existential_there,0.6855
quantifiers-superlative,0.509
