,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.561
agreement_subject_verb-across_prepositional_phrase,0.504
agreement_subject_verb-across_relative_clause,0.521
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.502
anaphor_agreement-pronoun_gender,0.4945
argument_structure-dropped_argument,0.7865
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.651
binding-principle_a,0.3825
case-subjective_pronoun,0.9985
ellipsis-n_bar,0.5195
filler-gap-wh_question_object,0.2025
filler-gap-wh_question_subject,0.9145
irregular-verb,0.689
island-effects-adjunct_island,0.3985
island-effects-coordinate_structure_constraint,0.676
local_attractor-in_question_with_aux,0.558
npi_licensing-matrix_question,0.1335
npi_licensing-only_npi_licensor,0.5685
quantifiers-existential_there,0.7815
quantifiers-superlative,0.4825
