,best
agreement_determiner_noun-across_1_adjective,0.532
agreement_determiner_noun-between_neighbors,0.5985
agreement_subject_verb-across_prepositional_phrase,0.514
agreement_subject_verb-across_relative_clause,0.529
agreement_subject_verb-in_question_with_aux,0.499
agreement_subject_verb-in_simple_question,0.508
anaphor_agreement-pronoun_gender,0.5245
argument_structure-dropped_argument,0.8715
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6235
binding-principle_a,0.488
case-subjective_pronoun,1.0
ellipsis-n_bar,0.665
filler-gap-wh_question_object,0.609
filler-gap-wh_question_subject,0.954
irregular-verb,0.7465
island-effects-adjunct_island,0.4825
island-effects-coordinate_structure_constraint,0.484
local_attractor-in_question_with_aux,0.6445
npi_licensing-matrix_question,0.7195
npi_licensing-only_npi_licensor,0.794
quantifiers-existential_there,0.795
quantifiers-superlative,0.22
