,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 103627.921875), (1, 86065.3828125)]","[(0, 104072.703125), (1, 92339.2578125)]","[(0, 153613.046875), (1, 139069.046875)]","[(0, 168344.484375), (1, 234624.078125)]","[(0, 135433.8125), (1, 134282.5)]","[(0, 153435.3125), (1, 150273.0)]","[(0, 32445.580078125), (1, 36867.34375)]","[(0, 125210.4296875), (1, 97854.4765625)]","[(0, 72683.3515625), (1, 49065.1953125)]","[(0, 85086.9453125), (1, 63656.23828125)]","[(0, 86212.265625), (1, 67832.375)]","[(0, 91998.4765625), (1, 77815.3203125)]","[(0, 30519.12890625), (1, 27164.5)]","[(0, 81872.59375), (1, 58830.359375)]","[(0, 94821.46875), (1, 55070.1328125)]","[(0, 35438.88671875), (1, 38385.39453125)]","[(0, 119215.7578125), (1, 108277.6484375)]","[(0, 120137.03125), (1, 130810.3359375)]","[(0, 83353.96875), (1, 99480.4296875)]","[(0, 53185.765625), (1, 70987.390625)]","[(0, 40716.1796875), (1, 20852.767578125)]","[(0, 141672.4375), (1, 159563.3125)]","[(0, 159985.21875), (1, 148776.15625)]"
1,"[(0, 103472.578125), (1, 101935.640625)]","[(0, 148624.140625), (1, 121484.4375)]","[(0, 144731.984375), (1, 133352.671875)]","[(0, 184483.390625), (1, 270191.3125)]","[(0, 203857.171875), (1, 195314.890625)]","[(0, 274763.59375), (1, 264921.375)]","[(0, 38443.93359375), (1, 33900.65234375)]","[(0, 227456.0), (1, 81287.6171875)]","[(0, 109029.9296875), (1, 45405.07421875)]","[(0, 67853.859375), (1, 84077.8515625)]","[(0, 41925.28515625), (1, 36186.203125)]","[(0, 115663.296875), (1, 112019.0078125)]","[(0, 49157.98046875), (1, 40637.47265625)]","[(0, 93591.109375), (1, 66941.6171875)]","[(0, 93840.1875), (1, 56542.7265625)]","[(0, 54928.19921875), (1, 51266.37890625)]","[(0, 122330.8125), (1, 112588.5703125)]","[(0, 143479.328125), (1, 171448.171875)]","[(0, 100818.6015625), (1, 87804.734375)]","[(0, 76813.59375), (1, 50540.4921875)]","[(0, 64346.30859375), (1, 31942.01171875)]","[(0, 128984.609375), (1, 150337.5)]","[(0, 98681.3203125), (1, 92417.578125)]"
2,"[(0, 70691.9609375), (1, 69228.6640625)]","[(0, 83562.265625), (1, 68067.421875)]","[(0, 142728.578125), (1, 132224.359375)]","[(0, 193435.96875), (1, 275725.375)]","[(0, 140999.703125), (1, 132205.4375)]","[(0, 152514.609375), (1, 145246.640625)]","[(0, 73500.859375), (1, 79845.171875)]","[(0, 214999.078125), (1, 228930.8125)]","[(0, 116676.5625), (1, 81630.515625)]","[(0, 78565.765625), (1, 70332.6015625)]","[(0, 72729.1171875), (1, 78254.015625)]","[(0, 123500.5625), (1, 81768.578125)]","[(0, 67560.578125), (1, 63695.2265625)]","[(0, 128338.4765625), (1, 90389.1484375)]","[(0, 141167.078125), (1, 120544.7890625)]","[(0, 48184.51953125), (1, 61798.0859375)]","[(0, 80453.90625), (1, 70156.4140625)]","[(0, 124573.8046875), (1, 137763.53125)]","[(0, 96844.6640625), (1, 94070.46875)]","[(0, 119002.65625), (1, 37288.37109375)]","[(0, 70446.453125), (1, 37577.74609375)]","[(0, 125219.5), (1, 133102.75)]","[(0, 169933.484375), (1, 134868.375)]"
3,"[(0, 106426.171875), (1, 91454.625)]","[(0, 111482.9375), (1, 81204.3984375)]","[(0, 132904.875), (1, 124740.1171875)]","[(0, 213137.640625), (1, 285388.15625)]","[(0, 108341.375), (1, 104669.0234375)]","[(0, 97417.9609375), (1, 103431.4375)]","[(0, 132064.3125), (1, 122012.8515625)]","[(0, 110221.328125), (1, 133533.015625)]","[(0, 165831.0), (1, 134411.78125)]","[(0, 41160.43359375), (1, 35944.41015625)]","[(0, 36541.38671875), (1, 38680.0)]","[(0, 185701.890625), (1, 72924.625)]","[(0, 49155.4921875), (1, 45810.92578125)]","[(0, 102471.8046875), (1, 81718.609375)]","[(0, 145482.578125), (1, 123433.671875)]","[(0, 76077.265625), (1, 65423.91015625)]","[(0, 83200.453125), (1, 71921.9140625)]","[(0, 158795.171875), (1, 186554.453125)]","[(0, 127094.1796875), (1, 140146.9375)]","[(0, 63143.51953125), (1, 29651.525390625)]","[(0, 101819.8203125), (1, 49706.046875)]","[(0, 130881.578125), (1, 141176.21875)]","[(0, 168244.828125), (1, 129146.484375)]"
4,"[(0, 106792.5859375), (1, 88373.8125)]","[(0, 94402.7265625), (1, 102567.234375)]","[(0, 133808.234375), (1, 150232.59375)]","[(0, 176464.234375), (1, 237582.03125)]","[(0, 87378.2109375), (1, 83437.9609375)]","[(0, 62709.3984375), (1, 75044.8046875)]","[(0, 42509.6328125), (1, 45260.59375)]","[(0, 273147.1875), (1, 112435.3515625)]","[(0, 123637.0234375), (1, 81702.6328125)]","[(0, 56410.87890625), (1, 53197.43359375)]","[(0, 24990.744140625), (1, 24065.173828125)]","[(0, 91180.7421875), (1, 73667.109375)]","[(0, 34972.13671875), (1, 37603.19921875)]","[(0, 102188.21875), (1, 73835.90625)]","[(0, 50677.1796875), (1, 30844.736328125)]","[(0, 63249.7109375), (1, 57358.21484375)]","[(0, 80534.125), (1, 68346.2109375)]","[(0, 87651.4609375), (1, 97758.6796875)]","[(0, 93454.4609375), (1, 87736.84375)]","[(0, 34639.1796875), (1, 87175.953125)]","[(0, 113506.0390625), (1, 61370.69921875)]","[(0, 128408.8671875), (1, 140027.765625)]","[(0, 125880.1953125), (1, 76568.0)]"
5,"[(0, 78384.796875), (1, 75699.5625)]","[(0, 132365.03125), (1, 150050.171875)]","[(0, 131390.203125), (1, 146849.203125)]","[(0, 189653.15625), (1, 267374.25)]","[(0, 101586.3671875), (1, 92210.0703125)]","[(0, 110930.078125), (1, 122022.15625)]","[(0, 79315.8046875), (1, 74060.734375)]","[(0, 154121.5), (1, 172694.5)]","[(0, 52919.98828125), (1, 57703.04296875)]","[(0, 78556.25), (1, 80193.6875)]","[(0, 28432.201171875), (1, 29429.419921875)]","[(0, 228924.921875), (1, 113210.0390625)]","[(0, 43961.04296875), (1, 41022.6875)]","[(0, 102269.5234375), (1, 75827.0859375)]","[(0, 48348.6640625), (1, 29450.419921875)]","[(0, 73972.5), (1, 75307.421875)]","[(0, 84677.0234375), (1, 71832.3203125)]","[(0, 85810.9921875), (1, 94773.9140625)]","[(0, 89918.9375), (1, 99141.6484375)]","[(0, 30018.962890625), (1, 40072.1328125)]","[(0, 145295.390625), (1, 75421.765625)]","[(0, 120498.703125), (1, 135410.703125)]","[(0, 215176.90625), (1, 209945.140625)]"
6,"[(0, 55911.4921875), (1, 54207.5625)]","[(0, 114838.640625), (1, 116481.7890625)]","[(0, 123195.1796875), (1, 134607.921875)]","[(0, 242171.59375), (1, 338474.625)]","[(0, 145459.6875), (1, 145523.796875)]","[(0, 105785.734375), (1, 115010.8203125)]","[(0, 40917.34765625), (1, 47783.55859375)]","[(0, 94264.265625), (1, 115085.6484375)]","[(0, 57194.34375), (1, 51869.2109375)]","[(0, 100772.171875), (1, 79315.5078125)]","[(0, 25582.6015625), (1, 26181.234375)]","[(0, 96536.59375), (1, 46840.0859375)]","[(0, 57761.40234375), (1, 61047.01953125)]","[(0, 53740.390625), (1, 35999.0625)]","[(0, 90517.421875), (1, 49556.8984375)]","[(0, 51505.0859375), (1, 87869.3984375)]","[(0, 125797.3828125), (1, 124697.53125)]","[(0, 136132.828125), (1, 127488.953125)]","[(0, 112005.7578125), (1, 96416.5234375)]","[(0, 111541.21875), (1, 113406.921875)]","[(0, 65179.8515625), (1, 28632.771484375)]","[(0, 88923.0703125), (1, 104303.2265625)]","[(0, 131251.9375), (1, 126042.3671875)]"
7,"[(0, 114184.609375), (1, 97269.0546875)]","[(0, 162001.109375), (1, 169457.203125)]","[(0, 118732.75), (1, 127770.359375)]","[(0, 231893.703125), (1, 170295.734375)]","[(0, 209327.359375), (1, 215798.359375)]","[(0, 128596.734375), (1, 125352.375)]","[(0, 93481.0234375), (1, 80516.15625)]","[(0, 171644.65625), (1, 133097.9375)]","[(0, 129428.953125), (1, 94416.046875)]","[(0, 72894.796875), (1, 48460.37109375)]","[(0, 32739.029296875), (1, 35304.4609375)]","[(0, 124262.9296875), (1, 113667.2265625)]","[(0, 73272.5625), (1, 73675.5390625)]","[(0, 45945.7734375), (1, 31529.2578125)]","[(0, 89326.9765625), (1, 46206.21484375)]","[(0, 102367.390625), (1, 79284.7265625)]","[(0, 122542.5078125), (1, 121438.2265625)]","[(0, 161785.421875), (1, 146632.140625)]","[(0, 113897.265625), (1, 121051.453125)]","[(0, 56933.7265625), (1, 37260.46484375)]","[(0, 99729.4921875), (1, 52426.0)]","[(0, 90918.59375), (1, 112517.8359375)]","[(0, 132147.71875), (1, 81296.453125)]"
8,"[(0, 83635.53125), (1, 97216.46875)]","[(0, 100849.5625), (1, 108480.8515625)]","[(0, 230686.5), (1, 315988.09375)]","[(0, 269500.0625), (1, 187426.109375)]","[(0, 148124.640625), (1, 158873.03125)]","[(0, 225618.125), (1, 214864.0)]","[(0, 51515.05859375), (1, 53681.5859375)]","[(0, 195352.5), (1, 214238.296875)]","[(0, 132515.703125), (1, 86893.1640625)]","[(0, 73399.8515625), (1, 78993.25)]","[(0, 106889.9921875), (1, 96001.9765625)]","[(0, 90494.984375), (1, 65047.64453125)]","[(0, 51375.8671875), (1, 51803.90234375)]","[(0, 85694.859375), (1, 54220.43359375)]","[(0, 83586.015625), (1, 53446.40234375)]","[(0, 20993.26171875), (1, 21699.2109375)]","[(0, 84707.15625), (1, 82196.8828125)]","[(0, 124622.640625), (1, 118613.5703125)]","[(0, 79639.4609375), (1, 89627.9375)]","[(0, 83325.28125), (1, 54021.82421875)]","[(0, 143450.4375), (1, 86895.0625)]","[(0, 112693.734375), (1, 115186.78125)]","[(0, 162707.0), (1, 124354.921875)]"
9,"[(0, 113663.6484375), (1, 112554.4296875)]","[(0, 137581.6875), (1, 140989.078125)]","[(0, 221462.40625), (1, 305084.65625)]","[(0, 277300.21875), (1, 198429.609375)]","[(0, 112743.078125), (1, 116889.734375)]","[(0, 146461.640625), (1, 140323.328125)]","[(0, 50519.2421875), (1, 48985.10546875)]","[(0, 91516.2265625), (1, 97689.4296875)]","[(0, 68278.71875), (1, 40846.62109375)]","[(0, 111337.9140625), (1, 86816.4609375)]","[(0, 95492.6484375), (1, 88004.5859375)]","[(0, 153972.96875), (1, 100274.4296875)]","[(0, 33203.16015625), (1, 32751.76953125)]","[(0, 72798.578125), (1, 46231.515625)]","[(0, 84382.546875), (1, 55841.79296875)]","[(0, 26500.765625), (1, 25596.216796875)]","[(0, 90005.8515625), (1, 85903.84375)]","[(0, 111569.6171875), (1, 149143.53125)]","[(0, 73847.953125), (1, 74000.3671875)]","[(0, 51033.359375), (1, 54557.94921875)]","[(0, 154848.859375), (1, 90544.2734375)]","[(0, 93964.9375), (1, 95648.8671875)]","[(0, 133697.90625), (1, 129798.421875)]"
