,best
agreement_determiner_noun-across_1_adjective,0.494
agreement_determiner_noun-between_neighbors,0.5095
agreement_subject_verb-across_prepositional_phrase,0.499
agreement_subject_verb-across_relative_clause,0.5035
agreement_subject_verb-in_question_with_aux,0.4455
agreement_subject_verb-in_simple_question,0.484
anaphor_agreement-pronoun_gender,0.4815
argument_structure-dropped_argument,0.794
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4365
binding-principle_a,0.569
case-subjective_pronoun,1.0
ellipsis-n_bar,0.191
filler-gap-wh_question_object,0.1635
filler-gap-wh_question_subject,1.0
irregular-verb,0.519
island-effects-adjunct_island,0.627
island-effects-coordinate_structure_constraint,0.548
local_attractor-in_question_with_aux,0.699
npi_licensing-matrix_question,0.804
npi_licensing-only_npi_licensor,0.9975
quantifiers-existential_there,0.6415
quantifiers-superlative,0.059
