,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.4995
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.494
anaphor_agreement-pronoun_gender,0.5535
argument_structure-dropped_argument,0.8745
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.508
binding-principle_a,0.469
case-subjective_pronoun,0.9965
ellipsis-n_bar,0.266
filler-gap-wh_question_object,0.1225
filler-gap-wh_question_subject,0.9995
irregular-verb,0.4945
island-effects-adjunct_island,0.4595
island-effects-coordinate_structure_constraint,0.4515
local_attractor-in_question_with_aux,0.8015
npi_licensing-matrix_question,0.6815
npi_licensing-only_npi_licensor,0.903
quantifiers-existential_there,0.7375
quantifiers-superlative,0.0255
