,best
agreement_determiner_noun-across_1_adjective,0.51
agreement_determiner_noun-between_neighbors,0.506
agreement_subject_verb-across_prepositional_phrase,0.511
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.506
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5265
argument_structure-dropped_argument,0.8835
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.571
binding-principle_a,0.3345
case-subjective_pronoun,1.0
ellipsis-n_bar,0.187
filler-gap-wh_question_object,0.3415
filler-gap-wh_question_subject,0.8765
irregular-verb,0.561
island-effects-adjunct_island,0.739
island-effects-coordinate_structure_constraint,0.4555
local_attractor-in_question_with_aux,0.546
npi_licensing-matrix_question,0.4785
npi_licensing-only_npi_licensor,0.896
quantifiers-existential_there,0.646
quantifiers-superlative,0.5055
