,best
agreement_determiner_noun-across_1_adjective,0.5285
agreement_determiner_noun-between_neighbors,0.5855
agreement_subject_verb-across_prepositional_phrase,0.5115
agreement_subject_verb-across_relative_clause,0.523
agreement_subject_verb-in_question_with_aux,0.5015
agreement_subject_verb-in_simple_question,0.512
anaphor_agreement-pronoun_gender,0.527
argument_structure-dropped_argument,0.8635
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.628
binding-principle_a,0.467
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6605
filler-gap-wh_question_object,0.5895
filler-gap-wh_question_subject,0.957
irregular-verb,0.743
island-effects-adjunct_island,0.454
island-effects-coordinate_structure_constraint,0.4915
local_attractor-in_question_with_aux,0.668
npi_licensing-matrix_question,0.724
npi_licensing-only_npi_licensor,0.7645
quantifiers-existential_there,0.7935
quantifiers-superlative,0.294
