,best
agreement_determiner_noun-across_1_adjective,0.525
agreement_determiner_noun-between_neighbors,0.545
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.499
agreement_subject_verb-in_question_with_aux,0.4925
agreement_subject_verb-in_simple_question,0.53
anaphor_agreement-pronoun_gender,0.566
argument_structure-dropped_argument,0.6575
argument_structure-swapped_arguments,0.5845
argument_structure-transitive,0.481
binding-principle_a,0.538
case-subjective_pronoun,0.5825
ellipsis-n_bar,0.681
filler-gap-wh_question_object,0.9935
filler-gap-wh_question_subject,0.9985
irregular-verb,0.4935
island-effects-adjunct_island,0.6375
island-effects-coordinate_structure_constraint,0.7315
local_attractor-in_question_with_aux,0.5705
npi_licensing-matrix_question,0.377
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.3795
quantifiers-superlative,0.094
