,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.488
agreement_subject_verb-across_prepositional_phrase,0.509
agreement_subject_verb-across_relative_clause,0.4985
agreement_subject_verb-in_question_with_aux,0.5055
agreement_subject_verb-in_simple_question,0.4935
anaphor_agreement-pronoun_gender,0.5125
argument_structure-dropped_argument,0.7185
argument_structure-swapped_arguments,0.997
argument_structure-transitive,0.493
binding-principle_a,0.544
case-subjective_pronoun,0.9925
ellipsis-n_bar,0.358
filler-gap-wh_question_object,0.07
filler-gap-wh_question_subject,0.9925
irregular-verb,0.467
island-effects-adjunct_island,0.685
island-effects-coordinate_structure_constraint,0.0305
local_attractor-in_question_with_aux,0.854
npi_licensing-matrix_question,0.734
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.6165
quantifiers-superlative,0.41
