,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 445.91937255859375), (1, 351.936767578125)]","[(0, 1821.4769287109375), (1, 1845.5966796875)]","[(0, 2135.911865234375), (1, 1731.8028564453125)]","[(0, 2299.741455078125), (1, 2492.537109375)]","[(0, 317.6754455566406), (1, 176.9895477294922)]","[(0, 541.96728515625), (1, 203.96791076660156)]","[(0, 3665.02587890625), (1, 2899.85888671875)]","[(0, 1687.0367431640625), (1, 310.83172607421875)]","[(0, 4452.1318359375), (1, 1294.884521484375)]","[(0, 27671.783203125), (1, 21451.787109375)]","[(0, 6325.9267578125), (1, 6739.77978515625)]","[(0, 2507.173828125), (1, 1130.042236328125)]","[(0, 8079.41748046875), (1, 10695.8671875)]","[(0, 1951.2197265625), (1, 1363.81787109375)]","[(0, 3093.8583984375), (1, 1835.3907470703125)]","[(0, 1365.7572021484375), (1, 1176.878173828125)]","[(0, 1741.8826904296875), (1, 1418.836181640625)]","[(0, 1188.7265625), (1, 1276.8192138671875)]","[(0, 711.7064819335938), (1, 612.1389770507812)]","[(0, 876.0477905273438), (1, 430.26348876953125)]","[(0, 5518.47705078125), (1, 4760.8046875)]","[(0, 2178.01611328125), (1, 1473.061767578125)]","[(0, 702.2589721679688), (1, 719.6715698242188)]"
1,"[(0, 2004.29736328125), (1, 2012.723388671875)]","[(0, 1562.3504638671875), (1, 1650.0103759765625)]","[(0, 2273.129638671875), (1, 1852.39697265625)]","[(0, 1129.802490234375), (1, 1190.1314697265625)]","[(0, 201.91380310058594), (1, 136.1111297607422)]","[(0, 445.8679504394531), (1, 150.89697265625)]","[(0, 1595.604736328125), (1, 2334.28564453125)]","[(0, 1601.0372314453125), (1, 264.99462890625)]","[(0, 1740.7667236328125), (1, 575.8036499023438)]","[(0, 9692.9619140625), (1, 7134.4892578125)]","[(0, 7231.03173828125), (1, 8018.53857421875)]","[(0, 1734.4844970703125), (1, 810.7965698242188)]","[(0, 9734.7705078125), (1, 7204.8466796875)]","[(0, 2175.435791015625), (1, 1557.3699951171875)]","[(0, 4101.17919921875), (1, 2497.15869140625)]","[(0, 1138.4783935546875), (1, 1036.7757568359375)]","[(0, 1355.128173828125), (1, 1181.006103515625)]","[(0, 1159.4530029296875), (1, 1691.9332275390625)]","[(0, 3020.6533203125), (1, 2715.400634765625)]","[(0, 1003.2282104492188), (1, 639.767822265625)]","[(0, 2409.841796875), (1, 2262.83837890625)]","[(0, 1808.651123046875), (1, 1268.7413330078125)]","[(0, 4169.2568359375), (1, 3808.08447265625)]"
2,"[(0, 717.7612915039062), (1, 728.7234497070312)]","[(0, 1438.7557373046875), (1, 1269.4190673828125)]","[(0, 1940.2838134765625), (1, 1625.434326171875)]","[(0, 1820.372314453125), (1, 1990.474609375)]","[(0, 249.56826782226562), (1, 186.59339904785156)]","[(0, 396.8864440917969), (1, 159.34893798828125)]","[(0, 1786.89208984375), (1, 1443.9847412109375)]","[(0, 1528.0498046875), (1, 849.2230834960938)]","[(0, 2232.828125), (1, 1258.7615966796875)]","[(0, 4038.647705078125), (1, 11542.1162109375)]","[(0, 6625.5263671875), (1, 6310.94091796875)]","[(0, 2952.746337890625), (1, 797.1433715820312)]","[(0, 5697.9814453125), (1, 5248.1298828125)]","[(0, 1024.951171875), (1, 1264.3338623046875)]","[(0, 3870.2490234375), (1, 2332.6513671875)]","[(0, 1881.0172119140625), (1, 1281.64111328125)]","[(0, 3726.61328125), (1, 5265.4658203125)]","[(0, 578.0093383789062), (1, 563.0692749023438)]","[(0, 969.6798095703125), (1, 757.2720336914062)]","[(0, 3634.559326171875), (1, 2535.515869140625)]","[(0, 2978.153564453125), (1, 2336.3447265625)]","[(0, 3733.760009765625), (1, 2900.713623046875)]","[(0, 1085.9139404296875), (1, 1479.107666015625)]"
3,"[(0, 2090.68798828125), (1, 1596.1641845703125)]","[(0, 1169.9561767578125), (1, 1105.22998046875)]","[(0, 1894.3487548828125), (1, 1600.2105712890625)]","[(0, 1051.79638671875), (1, 1233.558837890625)]","[(0, 1440.902099609375), (1, 1006.9693603515625)]","[(0, 2281.3603515625), (1, 905.622314453125)]","[(0, 469.14874267578125), (1, 613.4722900390625)]","[(0, 5221.53125), (1, 585.8800659179688)]","[(0, 4292.32177734375), (1, 548.6675415039062)]","[(0, 8309.7646484375), (1, 8188.7861328125)]","[(0, 8823.3466796875), (1, 7713.29541015625)]","[(0, 1651.321044921875), (1, 752.2992553710938)]","[(0, 4483.71337890625), (1, 4109.185546875)]","[(0, 1783.583984375), (1, 1186.9921875)]","[(0, 5107.61767578125), (1, 2967.76513671875)]","[(0, 1396.4315185546875), (1, 1671.606201171875)]","[(0, 3039.392578125), (1, 4098.4931640625)]","[(0, 1147.4185791015625), (1, 1112.4471435546875)]","[(0, 1566.380859375), (1, 1124.92822265625)]","[(0, 1964.66845703125), (1, 6124.55419921875)]","[(0, 1834.767822265625), (1, 1577.4462890625)]","[(0, 3280.0859375), (1, 2435.145751953125)]","[(0, 1858.266845703125), (1, 2703.32666015625)]"
4,"[(0, 435.75048828125), (1, 342.96417236328125)]","[(0, 2060.216064453125), (1, 2006.5291748046875)]","[(0, 1846.839599609375), (1, 2428.218994140625)]","[(0, 1021.8811645507812), (1, 1149.2562255859375)]","[(0, 916.4019775390625), (1, 675.8980102539062)]","[(0, 326.34490966796875), (1, 205.867919921875)]","[(0, 4534.71484375), (1, 3600.01416015625)]","[(0, 1505.6441650390625), (1, 585.5786743164062)]","[(0, 1526.2264404296875), (1, 707.3865966796875)]","[(0, 4019.36669921875), (1, 3564.87255859375)]","[(0, 4073.4609375), (1, 3887.98388671875)]","[(0, 3686.86962890625), (1, 983.0948486328125)]","[(0, 4828.06298828125), (1, 4594.31640625)]","[(0, 1031.36572265625), (1, 759.1365356445312)]","[(0, 2791.845703125), (1, 2033.66845703125)]","[(0, 1057.437255859375), (1, 893.7557983398438)]","[(0, 2383.485107421875), (1, 2342.3828125)]","[(0, 878.6536865234375), (1, 802.4539184570312)]","[(0, 867.0603637695312), (1, 697.731201171875)]","[(0, 3356.074951171875), (1, 2979.120849609375)]","[(0, 882.236083984375), (1, 803.9679565429688)]","[(0, 2117.03662109375), (1, 1472.21630859375)]","[(0, 3754.09423828125), (1, 6346.3447265625)]"
5,"[(0, 1450.743408203125), (1, 1293.3973388671875)]","[(0, 1651.6422119140625), (1, 1553.27978515625)]","[(0, 1659.0350341796875), (1, 2168.902099609375)]","[(0, 1121.0673828125), (1, 1276.78515625)]","[(0, 1397.800048828125), (1, 892.7803955078125)]","[(0, 546.8801879882812), (1, 327.5751647949219)]","[(0, 1940.8214111328125), (1, 2509.279052734375)]","[(0, 2270.84375), (1, 984.9397583007812)]","[(0, 4430.6953125), (1, 869.38330078125)]","[(0, 10944.021484375), (1, 6397.4130859375)]","[(0, 4825.34716796875), (1, 5328.3515625)]","[(0, 1589.8336181640625), (1, 782.130126953125)]","[(0, 4275.37939453125), (1, 3324.956787109375)]","[(0, 1454.8388671875), (1, 1346.5740966796875)]","[(0, 2904.928466796875), (1, 2239.685791015625)]","[(0, 1179.6064453125), (1, 1092.8037109375)]","[(0, 1610.321533203125), (1, 1369.6669921875)]","[(0, 1184.9891357421875), (1, 978.3468627929688)]","[(0, 4589.8056640625), (1, 4743.07666015625)]","[(0, 2902.2685546875), (1, 7629.74560546875)]","[(0, 802.7398681640625), (1, 705.4645385742188)]","[(0, 3311.059326171875), (1, 1972.218017578125)]","[(0, 513.0892944335938), (1, 647.730712890625)]"
6,"[(0, 550.0040283203125), (1, 520.040771484375)]","[(0, 2201.9765625), (1, 2124.094482421875)]","[(0, 2078.615234375), (1, 2541.54638671875)]","[(0, 656.4940795898438), (1, 698.2593994140625)]","[(0, 212.67141723632812), (1, 385.8389587402344)]","[(0, 246.43685913085938), (1, 150.004150390625)]","[(0, 3839.244140625), (1, 2908.97314453125)]","[(0, 5368.30908203125), (1, 865.1287841796875)]","[(0, 2469.485595703125), (1, 1053.3377685546875)]","[(0, 6865.97607421875), (1, 7097.693359375)]","[(0, 3534.93505859375), (1, 3395.949462890625)]","[(0, 4540.97265625), (1, 2115.9072265625)]","[(0, 2667.530517578125), (1, 3982.6337890625)]","[(0, 2672.235595703125), (1, 2675.406494140625)]","[(0, 3410.2392578125), (1, 2370.300537109375)]","[(0, 3738.04638671875), (1, 2991.02734375)]","[(0, 3082.255126953125), (1, 3581.484619140625)]","[(0, 1101.4439697265625), (1, 1480.689208984375)]","[(0, 1149.5335693359375), (1, 795.4954223632812)]","[(0, 2982.809326171875), (1, 1805.181396484375)]","[(0, 2778.66552734375), (1, 2975.780029296875)]","[(0, 3479.89208984375), (1, 2285.791259765625)]","[(0, 1614.6920166015625), (1, 1373.4891357421875)]"
7,"[(0, 1808.895263671875), (1, 1429.646484375)]","[(0, 1746.9725341796875), (1, 1587.9493408203125)]","[(0, 1779.4630126953125), (1, 2140.26611328125)]","[(0, 2475.96240234375), (1, 2251.280517578125)]","[(0, 157.16799926757812), (1, 231.7831573486328)]","[(0, 696.7905883789062), (1, 248.15838623046875)]","[(0, 1490.0377197265625), (1, 1844.6605224609375)]","[(0, 3460.462646484375), (1, 280.96466064453125)]","[(0, 4056.144775390625), (1, 1245.812255859375)]","[(0, 3364.105224609375), (1, 5229.96337890625)]","[(0, 4138.7451171875), (1, 4027.1787109375)]","[(0, 1323.7764892578125), (1, 562.86279296875)]","[(0, 2063.601318359375), (1, 3281.96337890625)]","[(0, 4667.58740234375), (1, 3446.5244140625)]","[(0, 3521.791748046875), (1, 2339.26318359375)]","[(0, 3469.205810546875), (1, 3854.921142578125)]","[(0, 1990.1766357421875), (1, 2477.505859375)]","[(0, 1036.6527099609375), (1, 2377.224365234375)]","[(0, 922.2515258789062), (1, 661.75634765625)]","[(0, 5623.4345703125), (1, 4874.47607421875)]","[(0, 1502.0794677734375), (1, 1511.0758056640625)]","[(0, 2358.29833984375), (1, 1511.233642578125)]","[(0, 4368.66845703125), (1, 8284.9013671875)]"
8,"[(0, 668.2529907226562), (1, 687.9342651367188)]","[(0, 2896.65966796875), (1, 3116.604736328125)]","[(0, 2090.52734375), (1, 2176.888427734375)]","[(0, 1191.3538818359375), (1, 1100.2598876953125)]","[(0, 187.0617218017578), (1, 250.79103088378906)]","[(0, 582.2725219726562), (1, 184.81338500976562)]","[(0, 2147.959716796875), (1, 1842.165771484375)]","[(0, 3138.65283203125), (1, 1294.4259033203125)]","[(0, 1706.533203125), (1, 708.0726318359375)]","[(0, 637.2037353515625), (1, 770.2908325195312)]","[(0, 1385.3853759765625), (1, 1643.0009765625)]","[(0, 3211.55224609375), (1, 1075.6484375)]","[(0, 9549.9521484375), (1, 9948.99609375)]","[(0, 1135.5469970703125), (1, 1145.45166015625)]","[(0, 4215.02099609375), (1, 2428.023193359375)]","[(0, 3474.944091796875), (1, 3341.747802734375)]","[(0, 1447.450927734375), (1, 1623.182861328125)]","[(0, 549.5062255859375), (1, 557.125244140625)]","[(0, 1320.5535888671875), (1, 1305.352294921875)]","[(0, 1577.2598876953125), (1, 1537.8101806640625)]","[(0, 2482.019287109375), (1, 2311.69775390625)]","[(0, 1726.5233154296875), (1, 1465.7230224609375)]","[(0, 814.7061157226562), (1, 1162.686279296875)]"
9,"[(0, 2781.251953125), (1, 2644.617919921875)]","[(0, 3213.902099609375), (1, 3444.313232421875)]","[(0, 2811.205322265625), (1, 2943.0078125)]","[(0, 1939.2135009765625), (1, 1726.712646484375)]","[(0, 995.2592163085938), (1, 1429.337646484375)]","[(0, 509.67034912109375), (1, 201.4894561767578)]","[(0, 1433.0146484375), (1, 1684.063720703125)]","[(0, 4244.6533203125), (1, 729.6995239257812)]","[(0, 2427.341552734375), (1, 702.8367919921875)]","[(0, 6445.94140625), (1, 10004.560546875)]","[(0, 909.3281860351562), (1, 990.0364990234375)]","[(0, 2109.636962890625), (1, 683.7189331054688)]","[(0, 9772.05078125), (1, 10060.580078125)]","[(0, 1700.192138671875), (1, 1774.6685791015625)]","[(0, 5558.767578125), (1, 2963.580810546875)]","[(0, 3657.28173828125), (1, 3544.887451171875)]","[(0, 970.5638427734375), (1, 1128.8018798828125)]","[(0, 830.1435546875), (1, 1549.786376953125)]","[(0, 2187.0576171875), (1, 1247.80859375)]","[(0, 972.0250854492188), (1, 1156.702392578125)]","[(0, 1327.4052734375), (1, 1077.901611328125)]","[(0, 1446.933349609375), (1, 1005.5313720703125)]","[(0, 2348.818603515625), (1, 2396.85498046875)]"
