,best
agreement_determiner_noun-across_1_adjective,0.5025
agreement_determiner_noun-between_neighbors,0.501
agreement_subject_verb-across_prepositional_phrase,0.508
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.4945
anaphor_agreement-pronoun_gender,0.5445
argument_structure-dropped_argument,0.7505
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5
binding-principle_a,0.465
case-subjective_pronoun,1.0
ellipsis-n_bar,0.442
filler-gap-wh_question_object,0.487
filler-gap-wh_question_subject,1.0
irregular-verb,0.4715
island-effects-adjunct_island,0.5645
island-effects-coordinate_structure_constraint,0.09
local_attractor-in_question_with_aux,0.848
npi_licensing-matrix_question,0.508
npi_licensing-only_npi_licensor,0.404
quantifiers-existential_there,0.6795
quantifiers-superlative,0.509
