,best
agreement_determiner_noun-across_1_adjective,0.5155
agreement_determiner_noun-between_neighbors,0.5315
agreement_subject_verb-across_prepositional_phrase,0.497
agreement_subject_verb-across_relative_clause,0.51
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.505
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.766
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.644
binding-principle_a,0.381
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2795
filler-gap-wh_question_object,0.2575
filler-gap-wh_question_subject,0.9835
irregular-verb,0.6605
island-effects-adjunct_island,0.4215
island-effects-coordinate_structure_constraint,0.6145
local_attractor-in_question_with_aux,0.6375
npi_licensing-matrix_question,0.4155
npi_licensing-only_npi_licensor,0.6145
quantifiers-existential_there,0.78
quantifiers-superlative,0.4945
