,best
agreement_determiner_noun-across_1_adjective,0.517
agreement_determiner_noun-between_neighbors,0.5375
agreement_subject_verb-across_prepositional_phrase,0.5075
agreement_subject_verb-across_relative_clause,0.5075
agreement_subject_verb-in_question_with_aux,0.5025
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5125
argument_structure-dropped_argument,0.936
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6495
binding-principle_a,0.323
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2645
filler-gap-wh_question_object,0.4235
filler-gap-wh_question_subject,0.673
irregular-verb,0.5675
island-effects-adjunct_island,0.59
island-effects-coordinate_structure_constraint,0.6125
local_attractor-in_question_with_aux,0.439
npi_licensing-matrix_question,0.183
npi_licensing-only_npi_licensor,0.1925
quantifiers-existential_there,0.7385
quantifiers-superlative,0.502
