,best
agreement_determiner_noun-across_1_adjective,0.503
agreement_determiner_noun-between_neighbors,0.496
agreement_subject_verb-across_prepositional_phrase,0.498
agreement_subject_verb-across_relative_clause,0.5
agreement_subject_verb-in_question_with_aux,0.4935
agreement_subject_verb-in_simple_question,0.485
anaphor_agreement-pronoun_gender,0.5475
argument_structure-dropped_argument,0.8475
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4975
binding-principle_a,0.4685
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2485
filler-gap-wh_question_object,0.097
filler-gap-wh_question_subject,1.0
irregular-verb,0.484
island-effects-adjunct_island,0.422
island-effects-coordinate_structure_constraint,0.443
local_attractor-in_question_with_aux,0.8225
npi_licensing-matrix_question,0.676
npi_licensing-only_npi_licensor,0.9395
quantifiers-existential_there,0.713
quantifiers-superlative,0.001
