,best
agreement_determiner_noun-across_1_adjective,0.517
agreement_determiner_noun-between_neighbors,0.5475
agreement_subject_verb-across_prepositional_phrase,0.497
agreement_subject_verb-across_relative_clause,0.521
agreement_subject_verb-in_question_with_aux,0.495
agreement_subject_verb-in_simple_question,0.5125
anaphor_agreement-pronoun_gender,0.53
argument_structure-dropped_argument,0.857
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6495
binding-principle_a,0.4085
case-subjective_pronoun,1.0
ellipsis-n_bar,0.6425
filler-gap-wh_question_object,0.5345
filler-gap-wh_question_subject,0.9645
irregular-verb,0.7285
island-effects-adjunct_island,0.429
island-effects-coordinate_structure_constraint,0.457
local_attractor-in_question_with_aux,0.687
npi_licensing-matrix_question,0.706
npi_licensing-only_npi_licensor,0.6395
quantifiers-existential_there,0.7925
quantifiers-superlative,0.4035
