,best
agreement_determiner_noun-across_1_adjective,0.5385
agreement_determiner_noun-between_neighbors,0.5475
agreement_subject_verb-across_prepositional_phrase,0.5145
agreement_subject_verb-across_relative_clause,0.507
agreement_subject_verb-in_question_with_aux,0.4935
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.873
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.601
binding-principle_a,0.493
case-subjective_pronoun,1.0
ellipsis-n_bar,0.239
filler-gap-wh_question_object,0.233
filler-gap-wh_question_subject,0.8815
irregular-verb,0.5915
island-effects-adjunct_island,0.723
island-effects-coordinate_structure_constraint,0.403
local_attractor-in_question_with_aux,0.584
npi_licensing-matrix_question,0.491
npi_licensing-only_npi_licensor,0.712
quantifiers-existential_there,0.7345
quantifiers-superlative,0.506
