,best
agreement_determiner_noun-across_1_adjective,0.5085
agreement_determiner_noun-between_neighbors,0.548
agreement_subject_verb-across_prepositional_phrase,0.491
agreement_subject_verb-across_relative_clause,0.496
agreement_subject_verb-in_question_with_aux,0.504
agreement_subject_verb-in_simple_question,0.497
anaphor_agreement-pronoun_gender,0.5675
argument_structure-dropped_argument,0.673
argument_structure-swapped_arguments,0.553
argument_structure-transitive,0.4575
binding-principle_a,0.5695
case-subjective_pronoun,0.5495
ellipsis-n_bar,0.724
filler-gap-wh_question_object,0.772
filler-gap-wh_question_subject,0.9935
irregular-verb,0.4965
island-effects-adjunct_island,0.709
island-effects-coordinate_structure_constraint,0.585
local_attractor-in_question_with_aux,0.443
npi_licensing-matrix_question,0.36
npi_licensing-only_npi_licensor,0.0
quantifiers-existential_there,0.5285
quantifiers-superlative,0.219
