,best
agreement_determiner_noun-across_1_adjective,0.498
agreement_determiner_noun-between_neighbors,0.5045
agreement_subject_verb-across_prepositional_phrase,0.498
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.5025
agreement_subject_verb-in_simple_question,0.492
anaphor_agreement-pronoun_gender,0.5235
argument_structure-dropped_argument,0.742
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5
binding-principle_a,0.49
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.3605
filler-gap-wh_question_object,0.199
filler-gap-wh_question_subject,0.999
irregular-verb,0.4435
island-effects-adjunct_island,0.5405
island-effects-coordinate_structure_constraint,0.041
local_attractor-in_question_with_aux,0.845
npi_licensing-matrix_question,0.522
npi_licensing-only_npi_licensor,0.951
quantifiers-existential_there,0.6895
quantifiers-superlative,0.509
