,best
agreement_determiner_noun-across_1_adjective,0.517
agreement_determiner_noun-between_neighbors,0.538
agreement_subject_verb-across_prepositional_phrase,0.5095
agreement_subject_verb-across_relative_clause,0.51
agreement_subject_verb-in_question_with_aux,0.5025
agreement_subject_verb-in_simple_question,0.501
anaphor_agreement-pronoun_gender,0.5125
argument_structure-dropped_argument,0.9365
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6495
binding-principle_a,0.324
case-subjective_pronoun,1.0
ellipsis-n_bar,0.264
filler-gap-wh_question_object,0.421
filler-gap-wh_question_subject,0.7025
irregular-verb,0.5665
island-effects-adjunct_island,0.6035
island-effects-coordinate_structure_constraint,0.61
local_attractor-in_question_with_aux,0.4335
npi_licensing-matrix_question,0.183
npi_licensing-only_npi_licensor,0.17
quantifiers-existential_there,0.736
quantifiers-superlative,0.5
