,best
agreement_determiner_noun-across_1_adjective,0.5075
agreement_determiner_noun-between_neighbors,0.5575
agreement_subject_verb-across_prepositional_phrase,0.495
agreement_subject_verb-across_relative_clause,0.5255
agreement_subject_verb-in_question_with_aux,0.4965
agreement_subject_verb-in_simple_question,0.505
anaphor_agreement-pronoun_gender,0.5055
argument_structure-dropped_argument,0.772
argument_structure-swapped_arguments,0.999
argument_structure-transitive,0.63
binding-principle_a,0.416
case-subjective_pronoun,1.0
ellipsis-n_bar,0.543
filler-gap-wh_question_object,0.1925
filler-gap-wh_question_subject,0.8865
irregular-verb,0.697
island-effects-adjunct_island,0.3675
island-effects-coordinate_structure_constraint,0.654
local_attractor-in_question_with_aux,0.6125
npi_licensing-matrix_question,0.1795
npi_licensing-only_npi_licensor,0.503
quantifiers-existential_there,0.7655
quantifiers-superlative,0.506
