,best
agreement_determiner_noun-across_1_adjective,0.5035
agreement_determiner_noun-between_neighbors,0.511
agreement_subject_verb-across_prepositional_phrase,0.5005
agreement_subject_verb-across_relative_clause,0.497
agreement_subject_verb-in_question_with_aux,0.4905
agreement_subject_verb-in_simple_question,0.4835
anaphor_agreement-pronoun_gender,0.566
argument_structure-dropped_argument,0.791
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4695
binding-principle_a,0.4735
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.1825
filler-gap-wh_question_object,0.1065
filler-gap-wh_question_subject,1.0
irregular-verb,0.487
island-effects-adjunct_island,0.459
island-effects-coordinate_structure_constraint,0.4545
local_attractor-in_question_with_aux,0.819
npi_licensing-matrix_question,0.726
npi_licensing-only_npi_licensor,0.9895
quantifiers-existential_there,0.667
quantifiers-superlative,0.0005
