,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 442.8865966796875), (1, 313.89849853515625)]","[(0, 1058.640380859375), (1, 995.2900390625)]","[(0, 887.2069702148438), (1, 888.8948974609375)]","[(0, 1395.518310546875), (1, 1026.20458984375)]","[(0, 706.5502319335938), (1, 630.5811767578125)]","[(0, 412.1565856933594), (1, 199.2904052734375)]","[(0, 8206.5400390625), (1, 7696.83544921875)]","[(0, 1246.83447265625), (1, 617.7492065429688)]","[(0, 3038.807373046875), (1, 2172.028564453125)]","[(0, 9607.859375), (1, 8485.255859375)]","[(0, 3619.001708984375), (1, 4661.0263671875)]","[(0, 2515.12939453125), (1, 941.5055541992188)]","[(0, 5470.67724609375), (1, 6868.75244140625)]","[(0, 1227.66845703125), (1, 1716.526611328125)]","[(0, 3583.138427734375), (1, 2242.88330078125)]","[(0, 1295.025390625), (1, 1191.168701171875)]","[(0, 2620.721435546875), (1, 2395.068359375)]","[(0, 2024.4710693359375), (1, 1982.2532958984375)]","[(0, 1089.91552734375), (1, 1176.0091552734375)]","[(0, 1227.6024169921875), (1, 1002.8713989257812)]","[(0, 4088.132568359375), (1, 4351.6123046875)]","[(0, 1430.919189453125), (1, 1476.2244873046875)]","[(0, 997.0775756835938), (1, 822.3526000976562)]"
1,"[(0, 1369.0662841796875), (1, 1193.39794921875)]","[(0, 976.9832153320312), (1, 879.8406372070312)]","[(0, 790.4811401367188), (1, 800.578125)]","[(0, 609.9740600585938), (1, 443.0826110839844)]","[(0, 559.2079467773438), (1, 408.02783203125)]","[(0, 328.1911926269531), (1, 146.34629821777344)]","[(0, 4726.1806640625), (1, 4798.70703125)]","[(0, 989.489013671875), (1, 735.6744384765625)]","[(0, 1206.0831298828125), (1, 718.8607788085938)]","[(0, 9951.140625), (1, 8805.3740234375)]","[(0, 4020.13330078125), (1, 4786.02001953125)]","[(0, 1865.8406982421875), (1, 753.9522094726562)]","[(0, 5296.328125), (1, 5020.79833984375)]","[(0, 1428.931640625), (1, 2002.653076171875)]","[(0, 4119.009765625), (1, 2612.639892578125)]","[(0, 1280.4395751953125), (1, 1278.7457275390625)]","[(0, 1587.7684326171875), (1, 1480.4371337890625)]","[(0, 1680.9180908203125), (1, 1803.3583984375)]","[(0, 4127.5703125), (1, 3977.6650390625)]","[(0, 827.966064453125), (1, 1024.89306640625)]","[(0, 1403.0660400390625), (1, 1531.7374267578125)]","[(0, 1679.325439453125), (1, 1780.09619140625)]","[(0, 3907.610595703125), (1, 3186.085693359375)]"
2,"[(0, 549.3573608398438), (1, 546.2481689453125)]","[(0, 1012.4122924804688), (1, 888.3584594726562)]","[(0, 850.107421875), (1, 862.6477661132812)]","[(0, 776.7628784179688), (1, 593.3133544921875)]","[(0, 701.9910888671875), (1, 542.1401977539062)]","[(0, 423.9924011230469), (1, 212.2934112548828)]","[(0, 996.8464965820312), (1, 834.4794311523438)]","[(0, 770.6500854492188), (1, 818.5283813476562)]","[(0, 1968.82958984375), (1, 1247.5159912109375)]","[(0, 4681.822265625), (1, 7505.75732421875)]","[(0, 4233.8427734375), (1, 3998.377685546875)]","[(0, 2533.99072265625), (1, 992.3988037109375)]","[(0, 4865.25732421875), (1, 4099.05224609375)]","[(0, 1426.901123046875), (1, 1204.0357666015625)]","[(0, 2785.87353515625), (1, 1957.2161865234375)]","[(0, 1473.7412109375), (1, 930.9028930664062)]","[(0, 4701.28125), (1, 4889.39306640625)]","[(0, 1127.465087890625), (1, 1140.31591796875)]","[(0, 1282.9888916015625), (1, 1298.8670654296875)]","[(0, 2572.9697265625), (1, 4371.08154296875)]","[(0, 2911.00048828125), (1, 2966.110107421875)]","[(0, 1704.4212646484375), (1, 1530.272216796875)]","[(0, 1104.899658203125), (1, 1570.821533203125)]"
3,"[(0, 1293.4688720703125), (1, 935.2537841796875)]","[(0, 859.4419555664062), (1, 730.1028442382812)]","[(0, 744.8486938476562), (1, 760.7697143554688)]","[(0, 661.0501708984375), (1, 496.40716552734375)]","[(0, 1990.9739990234375), (1, 1511.9622802734375)]","[(0, 3235.87353515625), (1, 1186.9407958984375)]","[(0, 682.1405029296875), (1, 778.6337890625)]","[(0, 1778.239990234375), (1, 1141.130126953125)]","[(0, 3579.030029296875), (1, 972.08349609375)]","[(0, 8307.40234375), (1, 8621.4609375)]","[(0, 5151.6162109375), (1, 4176.53125)]","[(0, 2115.205322265625), (1, 1179.2784423828125)]","[(0, 4229.96875), (1, 3507.43603515625)]","[(0, 1193.3194580078125), (1, 1193.338134765625)]","[(0, 3763.166259765625), (1, 2524.05615234375)]","[(0, 928.5416870117188), (1, 1244.4566650390625)]","[(0, 2748.64208984375), (1, 2971.557373046875)]","[(0, 1455.6904296875), (1, 1525.67041015625)]","[(0, 1734.7120361328125), (1, 1575.4078369140625)]","[(0, 2089.943359375), (1, 6346.55029296875)]","[(0, 1975.4906005859375), (1, 1912.8831787109375)]","[(0, 1873.635498046875), (1, 1656.5220947265625)]","[(0, 1063.92724609375), (1, 1666.5230712890625)]"
4,"[(0, 583.7999267578125), (1, 428.2614440917969)]","[(0, 1286.2364501953125), (1, 1334.3294677734375)]","[(0, 1053.0555419921875), (1, 1092.2052001953125)]","[(0, 688.81005859375), (1, 516.9848022460938)]","[(0, 1877.7738037109375), (1, 1583.97216796875)]","[(0, 607.3972778320312), (1, 320.4128723144531)]","[(0, 4000.16650390625), (1, 4218.49951171875)]","[(0, 1118.68896484375), (1, 951.2738037109375)]","[(0, 1566.4876708984375), (1, 743.7023315429688)]","[(0, 6654.85888671875), (1, 3404.8642578125)]","[(0, 2394.5029296875), (1, 2705.224609375)]","[(0, 2818.641357421875), (1, 830.239013671875)]","[(0, 2602.71337890625), (1, 2719.9287109375)]","[(0, 750.1224365234375), (1, 1103.0428466796875)]","[(0, 2610.37353515625), (1, 2113.8701171875)]","[(0, 773.9113159179688), (1, 739.6177368164062)]","[(0, 2995.103515625), (1, 2944.084716796875)]","[(0, 1040.4664306640625), (1, 806.0508422851562)]","[(0, 1119.3138427734375), (1, 1070.4781494140625)]","[(0, 4396.265625), (1, 3174.872314453125)]","[(0, 1363.3770751953125), (1, 1287.33056640625)]","[(0, 1312.8673095703125), (1, 999.9767456054688)]","[(0, 1819.8212890625), (1, 3911.5478515625)]"
5,"[(0, 1380.696533203125), (1, 1154.497802734375)]","[(0, 1141.8807373046875), (1, 1265.4622802734375)]","[(0, 965.5398559570312), (1, 990.7855224609375)]","[(0, 849.8038940429688), (1, 639.6890869140625)]","[(0, 1975.109130859375), (1, 1526.4381103515625)]","[(0, 1296.6134033203125), (1, 541.6900024414062)]","[(0, 2828.490234375), (1, 2889.632080078125)]","[(0, 1607.6002197265625), (1, 966.7127075195312)]","[(0, 2921.960693359375), (1, 1137.0592041015625)]","[(0, 7967.60302734375), (1, 6167.06494140625)]","[(0, 4179.216796875), (1, 4389.48681640625)]","[(0, 2016.9400634765625), (1, 1075.9368896484375)]","[(0, 3107.513916015625), (1, 2979.774169921875)]","[(0, 1251.7855224609375), (1, 1521.9422607421875)]","[(0, 2588.417236328125), (1, 2191.2392578125)]","[(0, 978.1043090820312), (1, 807.7622680664062)]","[(0, 1845.73291015625), (1, 1768.5458984375)]","[(0, 1015.3143920898438), (1, 915.0714721679688)]","[(0, 3800.19775390625), (1, 3801.238037109375)]","[(0, 1552.825927734375), (1, 5573.4345703125)]","[(0, 768.845703125), (1, 717.1495971679688)]","[(0, 1666.8980712890625), (1, 1244.54345703125)]","[(0, 526.9479370117188), (1, 505.9139099121094)]"
6,"[(0, 565.42431640625), (1, 528.87841796875)]","[(0, 1329.87548828125), (1, 1366.1336669921875)]","[(0, 1073.1162109375), (1, 1082.3050537109375)]","[(0, 504.21746826171875), (1, 388.109130859375)]","[(0, 791.031982421875), (1, 903.9862670898438)]","[(0, 635.7803344726562), (1, 311.2781677246094)]","[(0, 2328.62353515625), (1, 2458.552978515625)]","[(0, 2127.08447265625), (1, 1418.445068359375)]","[(0, 1570.656005859375), (1, 874.0062255859375)]","[(0, 7952.31494140625), (1, 8420.443359375)]","[(0, 2286.951171875), (1, 2352.399658203125)]","[(0, 4233.2373046875), (1, 2337.14013671875)]","[(0, 1765.7498779296875), (1, 2873.880615234375)]","[(0, 2500.43896484375), (1, 3486.372802734375)]","[(0, 3357.6181640625), (1, 1850.1168212890625)]","[(0, 3628.294189453125), (1, 3199.2236328125)]","[(0, 2738.297119140625), (1, 3530.615966796875)]","[(0, 1346.51953125), (1, 1479.6763916015625)]","[(0, 1431.6397705078125), (1, 1447.8526611328125)]","[(0, 3006.622314453125), (1, 2372.82568359375)]","[(0, 1486.1761474609375), (1, 1664.5067138671875)]","[(0, 1880.04150390625), (1, 1413.101806640625)]","[(0, 1583.316650390625), (1, 1370.09228515625)]"
7,"[(0, 1546.203369140625), (1, 1168.8955078125)]","[(0, 1111.5108642578125), (1, 1221.6473388671875)]","[(0, 958.4151611328125), (1, 961.52197265625)]","[(0, 1211.5631103515625), (1, 1640.1954345703125)]","[(0, 465.4254455566406), (1, 634.5252685546875)]","[(0, 521.1409301757812), (1, 262.2408752441406)]","[(0, 1550.0782470703125), (1, 1577.453857421875)]","[(0, 2267.85498046875), (1, 466.0775146484375)]","[(0, 2965.384521484375), (1, 1179.9444580078125)]","[(0, 3750.7587890625), (1, 4524.34326171875)]","[(0, 3819.62548828125), (1, 3891.1513671875)]","[(0, 1836.5367431640625), (1, 765.3309936523438)]","[(0, 1729.068359375), (1, 2278.909912109375)]","[(0, 4185.33544921875), (1, 4294.74951171875)]","[(0, 2819.890380859375), (1, 1559.054443359375)]","[(0, 3243.696533203125), (1, 3706.3505859375)]","[(0, 1700.287841796875), (1, 2145.19287109375)]","[(0, 988.8135986328125), (1, 1575.2996826171875)]","[(0, 1090.3272705078125), (1, 939.737060546875)]","[(0, 3151.691650390625), (1, 4281.05908203125)]","[(0, 973.3423461914062), (1, 1088.003662109375)]","[(0, 1634.248291015625), (1, 1348.03173828125)]","[(0, 2159.770751953125), (1, 4662.724609375)]"
8,"[(0, 464.2117614746094), (1, 549.1475830078125)]","[(0, 1424.3193359375), (1, 1475.9044189453125)]","[(0, 1047.3272705078125), (1, 948.5881958007812)]","[(0, 502.3271789550781), (1, 681.9561157226562)]","[(0, 539.312744140625), (1, 682.5078125)]","[(0, 488.25970458984375), (1, 230.27645874023438)]","[(0, 1808.813232421875), (1, 1749.93310546875)]","[(0, 2063.97412109375), (1, 1187.7685546875)]","[(0, 1386.1578369140625), (1, 695.810791015625)]","[(0, 1466.62353515625), (1, 1957.0399169921875)]","[(0, 1047.2353515625), (1, 1219.962646484375)]","[(0, 1912.7208251953125), (1, 975.7518310546875)]","[(0, 6797.52685546875), (1, 6818.92041015625)]","[(0, 846.2083129882812), (1, 1190.1456298828125)]","[(0, 3644.590576171875), (1, 2574.12841796875)]","[(0, 4680.3310546875), (1, 4128.830078125)]","[(0, 2019.9228515625), (1, 2452.5205078125)]","[(0, 700.3886108398438), (1, 883.9015502929688)]","[(0, 1705.1260986328125), (1, 1636.8990478515625)]","[(0, 1343.494873046875), (1, 1796.98828125)]","[(0, 1911.4844970703125), (1, 1887.6309814453125)]","[(0, 1125.8211669921875), (1, 901.2880249023438)]","[(0, 791.6005859375), (1, 1160.264892578125)]"
9,"[(0, 1761.3912353515625), (1, 1887.701171875)]","[(0, 1357.2608642578125), (1, 1322.387939453125)]","[(0, 1296.1669921875), (1, 1192.54296875)]","[(0, 669.7947998046875), (1, 864.5663452148438)]","[(0, 1456.94873046875), (1, 1913.248046875)]","[(0, 652.5354614257812), (1, 329.7511901855469)]","[(0, 1717.0406494140625), (1, 1814.9786376953125)]","[(0, 2519.15283203125), (1, 1335.0848388671875)]","[(0, 1380.4390869140625), (1, 929.482177734375)]","[(0, 2379.41748046875), (1, 2900.572509765625)]","[(0, 1045.1834716796875), (1, 1200.592529296875)]","[(0, 1713.02783203125), (1, 727.8812866210938)]","[(0, 7396.23095703125), (1, 7278.5771484375)]","[(0, 1147.6888427734375), (1, 1394.952880859375)]","[(0, 4118.248046875), (1, 2864.32958984375)]","[(0, 3749.83251953125), (1, 3713.582275390625)]","[(0, 1188.3939208984375), (1, 1392.180419921875)]","[(0, 1092.8328857421875), (1, 1326.2279052734375)]","[(0, 2764.041015625), (1, 1562.8704833984375)]","[(0, 1221.1470947265625), (1, 1408.1229248046875)]","[(0, 858.97607421875), (1, 823.7551879882812)]","[(0, 1366.77685546875), (1, 1124.4815673828125)]","[(0, 2089.958251953125), (1, 1725.21240234375)]"
