,best
agreement_determiner_noun-across_1_adjective,0.507
agreement_determiner_noun-between_neighbors,0.5295
agreement_subject_verb-across_prepositional_phrase,0.511
agreement_subject_verb-across_relative_clause,0.5165
agreement_subject_verb-in_question_with_aux,0.501
agreement_subject_verb-in_simple_question,0.502
anaphor_agreement-pronoun_gender,0.5135
argument_structure-dropped_argument,0.9275
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.61
binding-principle_a,0.262
case-subjective_pronoun,1.0
ellipsis-n_bar,0.217
filler-gap-wh_question_object,0.411
filler-gap-wh_question_subject,0.702
irregular-verb,0.549
island-effects-adjunct_island,0.557
island-effects-coordinate_structure_constraint,0.5985
local_attractor-in_question_with_aux,0.4945
npi_licensing-matrix_question,0.215
npi_licensing-only_npi_licensor,0.347
quantifiers-existential_there,0.7095
quantifiers-superlative,0.5035
