,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 1841.512451171875), (1, 1452.5098876953125)]","[(0, 4025.803955078125), (1, 3403.734619140625)]","[(0, 2482.087890625), (1, 2231.950927734375)]","[(0, 3459.080078125), (1, 2483.24462890625)]","[(0, 1304.236083984375), (1, 991.4192504882812)]","[(0, 1699.920654296875), (1, 750.3982543945312)]","[(0, 20540.8125), (1, 16239.4384765625)]","[(0, 4889.63525390625), (1, 2465.002197265625)]","[(0, 10863.193359375), (1, 6660.36376953125)]","[(0, 92172.1796875), (1, 70618.984375)]","[(0, 4815.3623046875), (1, 6274.48974609375)]","[(0, 7504.498046875), (1, 2874.874267578125)]","[(0, 11755.3271484375), (1, 10822.1533203125)]","[(0, 2302.26953125), (1, 2418.330078125)]","[(0, 3792.05224609375), (1, 2209.646484375)]","[(0, 3628.792724609375), (1, 3765.56103515625)]","[(0, 2977.77587890625), (1, 2607.074462890625)]","[(0, 4777.1552734375), (1, 3633.87646484375)]","[(0, 1588.709716796875), (1, 2240.87890625)]","[(0, 1827.055419921875), (1, 1200.436767578125)]","[(0, 10453.4697265625), (1, 9931.80859375)]","[(0, 2187.32470703125), (1, 2082.0146484375)]","[(0, 1744.0885009765625), (1, 1386.290771484375)]"
1,"[(0, 3086.134765625), (1, 3245.801025390625)]","[(0, 3203.827880859375), (1, 2519.530029296875)]","[(0, 2351.83349609375), (1, 2097.71484375)]","[(0, 1987.3638916015625), (1, 1394.299072265625)]","[(0, 1151.29931640625), (1, 796.3782348632812)]","[(0, 1561.506591796875), (1, 703.7332153320312)]","[(0, 6140.9541015625), (1, 7003.51171875)]","[(0, 4105.22509765625), (1, 3600.955078125)]","[(0, 4443.19482421875), (1, 2051.9189453125)]","[(0, 47613.0234375), (1, 40932.8828125)]","[(0, 8314.7978515625), (1, 10384.9873046875)]","[(0, 5743.7392578125), (1, 1481.2520751953125)]","[(0, 8949.166015625), (1, 10218.9140625)]","[(0, 2249.681640625), (1, 3325.18212890625)]","[(0, 4950.11865234375), (1, 2802.531005859375)]","[(0, 2226.2060546875), (1, 2789.9306640625)]","[(0, 1852.565673828125), (1, 1726.6270751953125)]","[(0, 3318.91845703125), (1, 4021.28369140625)]","[(0, 14517.19140625), (1, 15842.8271484375)]","[(0, 2400.037841796875), (1, 2041.951416015625)]","[(0, 2839.8447265625), (1, 2804.6845703125)]","[(0, 3389.329833984375), (1, 3224.46923828125)]","[(0, 5655.35400390625), (1, 4618.09912109375)]"
2,"[(0, 1554.4986572265625), (1, 1743.426513671875)]","[(0, 3453.753173828125), (1, 2694.12939453125)]","[(0, 2802.38916015625), (1, 2475.7724609375)]","[(0, 2176.716064453125), (1, 1590.056396484375)]","[(0, 1036.0048828125), (1, 737.037841796875)]","[(0, 1514.9139404296875), (1, 701.6038818359375)]","[(0, 3436.66162109375), (1, 2779.5771484375)]","[(0, 4152.60986328125), (1, 3611.306396484375)]","[(0, 9523.013671875), (1, 2963.282470703125)]","[(0, 71572.8203125), (1, 71889.8125)]","[(0, 5355.9853515625), (1, 5135.46826171875)]","[(0, 6074.10595703125), (1, 3496.03515625)]","[(0, 7951.84423828125), (1, 8628.7236328125)]","[(0, 2636.662841796875), (1, 2101.930419921875)]","[(0, 5551.0595703125), (1, 3152.993408203125)]","[(0, 3572.519775390625), (1, 2426.438720703125)]","[(0, 6139.830078125), (1, 6265.484375)]","[(0, 2556.13232421875), (1, 1873.478271484375)]","[(0, 2380.66455078125), (1, 2399.51611328125)]","[(0, 6390.73583984375), (1, 9072.7470703125)]","[(0, 5033.392578125), (1, 4923.88427734375)]","[(0, 2573.810302734375), (1, 2280.217529296875)]","[(0, 1800.1495361328125), (1, 2139.7275390625)]"
3,"[(0, 2744.047119140625), (1, 2189.621337890625)]","[(0, 2719.51611328125), (1, 1996.8297119140625)]","[(0, 2582.223876953125), (1, 2261.81689453125)]","[(0, 2517.458251953125), (1, 1810.824951171875)]","[(0, 4585.25537109375), (1, 3480.453125)]","[(0, 5687.81201171875), (1, 2501.170166015625)]","[(0, 2293.39404296875), (1, 2684.891845703125)]","[(0, 4872.115234375), (1, 2954.4658203125)]","[(0, 9595.423828125), (1, 2546.41455078125)]","[(0, 46198.5), (1, 45723.671875)]","[(0, 9011.0673828125), (1, 8344.826171875)]","[(0, 7812.61669921875), (1, 2805.401611328125)]","[(0, 6154.703125), (1, 6794.02099609375)]","[(0, 2713.150146484375), (1, 2453.1474609375)]","[(0, 7160.36376953125), (1, 3921.98828125)]","[(0, 1844.223388671875), (1, 2298.6865234375)]","[(0, 3881.485595703125), (1, 4047.203125)]","[(0, 3327.833984375), (1, 3708.30224609375)]","[(0, 6640.61962890625), (1, 4489.47705078125)]","[(0, 5942.03515625), (1, 29021.6640625)]","[(0, 3469.857666015625), (1, 3158.94384765625)]","[(0, 2906.050537109375), (1, 2583.72900390625)]","[(0, 1963.9744873046875), (1, 2736.865234375)]"
4,"[(0, 2289.841796875), (1, 1789.32470703125)]","[(0, 3809.232666015625), (1, 4850.80224609375)]","[(0, 2444.62890625), (1, 2788.418701171875)]","[(0, 2406.920166015625), (1, 1726.7554931640625)]","[(0, 3983.4462890625), (1, 3107.125732421875)]","[(0, 1193.0445556640625), (1, 686.1671752929688)]","[(0, 9902.5185546875), (1, 6737.46044921875)]","[(0, 4919.0595703125), (1, 3744.95068359375)]","[(0, 8058.5556640625), (1, 2781.624755859375)]","[(0, 15971.607421875), (1, 11300.3193359375)]","[(0, 4468.18896484375), (1, 4672.87890625)]","[(0, 7664.671875), (1, 3058.481689453125)]","[(0, 4158.927734375), (1, 4268.52294921875)]","[(0, 1782.39453125), (1, 2170.358642578125)]","[(0, 4527.43408203125), (1, 4713.599609375)]","[(0, 5682.076171875), (1, 3947.689453125)]","[(0, 4088.686279296875), (1, 4064.698486328125)]","[(0, 1897.9598388671875), (1, 1746.901611328125)]","[(0, 2105.326904296875), (1, 2078.669677734375)]","[(0, 6335.490234375), (1, 6201.6435546875)]","[(0, 2168.5048828125), (1, 1958.50927734375)]","[(0, 2338.939453125), (1, 1842.5743408203125)]","[(0, 3193.940673828125), (1, 4975.20703125)]"
5,"[(0, 2523.43505859375), (1, 2586.806884765625)]","[(0, 3008.21142578125), (1, 4093.7314453125)]","[(0, 2300.182373046875), (1, 2640.330078125)]","[(0, 3241.43603515625), (1, 2270.344482421875)]","[(0, 3840.3720703125), (1, 2621.556396484375)]","[(0, 1817.2093505859375), (1, 916.6720581054688)]","[(0, 4285.388671875), (1, 4848.771484375)]","[(0, 7945.3251953125), (1, 4267.27734375)]","[(0, 8969.9375), (1, 3195.482177734375)]","[(0, 63425.91015625), (1, 53178.71484375)]","[(0, 6668.09814453125), (1, 6834.611328125)]","[(0, 6578.8896484375), (1, 2896.264404296875)]","[(0, 4329.54443359375), (1, 4452.046875)]","[(0, 3428.729248046875), (1, 3533.361083984375)]","[(0, 4470.162109375), (1, 4904.70166015625)]","[(0, 2045.8438720703125), (1, 2194.84716796875)]","[(0, 2665.85693359375), (1, 2520.427734375)]","[(0, 2875.308837890625), (1, 2731.700927734375)]","[(0, 15168.541015625), (1, 16065.1591796875)]","[(0, 4224.5380859375), (1, 19023.52734375)]","[(0, 1346.4906005859375), (1, 1205.646728515625)]","[(0, 2808.435791015625), (1, 2268.796875)]","[(0, 986.1541137695312), (1, 998.716796875)]"
6,"[(0, 1326.145751953125), (1, 1466.180908203125)]","[(0, 4707.70556640625), (1, 5644.70654296875)]","[(0, 3075.97119140625), (1, 3474.52001953125)]","[(0, 1623.690673828125), (1, 1136.3333740234375)]","[(0, 875.2127075195312), (1, 1150.513427734375)]","[(0, 1601.878662109375), (1, 848.920166015625)]","[(0, 5216.61376953125), (1, 5025.03271484375)]","[(0, 7937.03271484375), (1, 3331.77490234375)]","[(0, 7143.298828125), (1, 2547.149169921875)]","[(0, 53833.90234375), (1, 87309.3203125)]","[(0, 3541.119873046875), (1, 3664.10693359375)]","[(0, 12271.6572265625), (1, 6433.2099609375)]","[(0, 4686.87060546875), (1, 5566.337890625)]","[(0, 4945.48974609375), (1, 6124.14013671875)]","[(0, 6856.9716796875), (1, 5735.03076171875)]","[(0, 6772.74365234375), (1, 6224.8125)]","[(0, 4837.654296875), (1, 4721.97705078125)]","[(0, 3739.9111328125), (1, 4202.0771484375)]","[(0, 4773.78955078125), (1, 3202.12646484375)]","[(0, 5542.3955078125), (1, 7008.01513671875)]","[(0, 3679.77734375), (1, 3577.1806640625)]","[(0, 2770.511962890625), (1, 2042.7645263671875)]","[(0, 2783.995849609375), (1, 2551.056884765625)]"
7,"[(0, 3238.29052734375), (1, 2557.87939453125)]","[(0, 3654.942138671875), (1, 4729.345703125)]","[(0, 2867.713623046875), (1, 3254.038818359375)]","[(0, 3059.812255859375), (1, 4138.01904296875)]","[(0, 672.48974609375), (1, 966.0284423828125)]","[(0, 2407.117431640625), (1, 1136.0516357421875)]","[(0, 3288.71240234375), (1, 3640.7587890625)]","[(0, 9428.6962890625), (1, 2543.294677734375)]","[(0, 10597.4912109375), (1, 2258.541748046875)]","[(0, 28017.091796875), (1, 29562.921875)]","[(0, 4898.25146484375), (1, 5235.84716796875)]","[(0, 6479.8466796875), (1, 2180.0703125)]","[(0, 3493.152099609375), (1, 4286.708984375)]","[(0, 9748.2880859375), (1, 10209.2119140625)]","[(0, 5434.4697265625), (1, 4566.06396484375)]","[(0, 4295.7041015625), (1, 5220.39111328125)]","[(0, 3145.535888671875), (1, 3132.7109375)]","[(0, 2623.791015625), (1, 3728.15625)]","[(0, 4619.0283203125), (1, 2726.9892578125)]","[(0, 7517.59912109375), (1, 19631.703125)]","[(0, 2262.14453125), (1, 2088.83447265625)]","[(0, 2722.593994140625), (1, 2127.963134765625)]","[(0, 4070.36572265625), (1, 6470.083984375)]"
8,"[(0, 2171.765625), (1, 2621.09619140625)]","[(0, 4710.41796875), (1, 5474.685546875)]","[(0, 3629.7412109375), (1, 3051.6552734375)]","[(0, 1689.293212890625), (1, 2349.153564453125)]","[(0, 652.8656616210938), (1, 916.6795043945312)]","[(0, 2626.55224609375), (1, 1266.0537109375)]","[(0, 3633.45361328125), (1, 3078.5888671875)]","[(0, 9131.3916015625), (1, 4301.52099609375)]","[(0, 7429.109375), (1, 2368.22509765625)]","[(0, 5784.13037109375), (1, 5933.1728515625)]","[(0, 1892.0882568359375), (1, 2552.848388671875)]","[(0, 5297.77294921875), (1, 3440.08837890625)]","[(0, 13833.7607421875), (1, 15065.0166015625)]","[(0, 1733.4600830078125), (1, 2302.141845703125)]","[(0, 4577.7705078125), (1, 3441.404052734375)]","[(0, 8221.1572265625), (1, 7709.75048828125)]","[(0, 2929.269287109375), (1, 2936.07666015625)]","[(0, 1968.114501953125), (1, 2284.029296875)]","[(0, 1710.6043701171875), (1, 2181.40234375)]","[(0, 3678.773681640625), (1, 3986.20556640625)]","[(0, 2806.624267578125), (1, 2657.249755859375)]","[(0, 1920.517333984375), (1, 2264.0234375)]","[(0, 1363.013671875), (1, 1701.9686279296875)]"
9,"[(0, 4154.935546875), (1, 3914.376708984375)]","[(0, 3787.97509765625), (1, 4198.67578125)]","[(0, 4850.19189453125), (1, 4124.28515625)]","[(0, 1873.6588134765625), (1, 2489.37744140625)]","[(0, 2863.9677734375), (1, 3724.435791015625)]","[(0, 2273.879638671875), (1, 1059.6075439453125)]","[(0, 3118.486572265625), (1, 3803.939697265625)]","[(0, 7397.7255859375), (1, 3713.3701171875)]","[(0, 5202.17626953125), (1, 3003.447021484375)]","[(0, 14857.1064453125), (1, 15743.4375)]","[(0, 2027.81494140625), (1, 2387.718994140625)]","[(0, 5341.4169921875), (1, 2652.4736328125)]","[(0, 14113.1337890625), (1, 15275.2236328125)]","[(0, 3017.517822265625), (1, 3566.351806640625)]","[(0, 5212.798828125), (1, 3917.379150390625)]","[(0, 5810.31396484375), (1, 5781.02001953125)]","[(0, 1936.0943603515625), (1, 1974.605224609375)]","[(0, 2966.12548828125), (1, 3586.44091796875)]","[(0, 3069.629638671875), (1, 2527.436767578125)]","[(0, 2930.384033203125), (1, 5048.43017578125)]","[(0, 1984.946044921875), (1, 1745.8648681640625)]","[(0, 2101.83203125), (1, 2528.084228515625)]","[(0, 3300.2744140625), (1, 2638.06494140625)]"
