,best
agreement_determiner_noun-across_1_adjective,0.5115
agreement_determiner_noun-between_neighbors,0.527
agreement_subject_verb-across_prepositional_phrase,0.5005
agreement_subject_verb-across_relative_clause,0.5045
agreement_subject_verb-in_question_with_aux,0.498
agreement_subject_verb-in_simple_question,0.5055
anaphor_agreement-pronoun_gender,0.5155
argument_structure-dropped_argument,0.7585
argument_structure-swapped_arguments,0.9995
argument_structure-transitive,0.611
binding-principle_a,0.3775
case-subjective_pronoun,1.0
ellipsis-n_bar,0.288
filler-gap-wh_question_object,0.236
filler-gap-wh_question_subject,0.978
irregular-verb,0.644
island-effects-adjunct_island,0.4055
island-effects-coordinate_structure_constraint,0.562
local_attractor-in_question_with_aux,0.6505
npi_licensing-matrix_question,0.4275
npi_licensing-only_npi_licensor,0.602
quantifiers-existential_there,0.7745
quantifiers-superlative,0.5045
