,best
agreement_determiner_noun-across_1_adjective,0.5055
agreement_determiner_noun-between_neighbors,0.5795
agreement_subject_verb-across_prepositional_phrase,0.5105
agreement_subject_verb-across_relative_clause,0.5185
agreement_subject_verb-in_question_with_aux,0.5
agreement_subject_verb-in_simple_question,0.5085
anaphor_agreement-pronoun_gender,0.505
argument_structure-dropped_argument,0.796
argument_structure-swapped_arguments,0.9955
argument_structure-transitive,0.6825
binding-principle_a,0.389
case-subjective_pronoun,0.9985
ellipsis-n_bar,0.5185
filler-gap-wh_question_object,0.224
filler-gap-wh_question_subject,0.958
irregular-verb,0.7015
island-effects-adjunct_island,0.4175
island-effects-coordinate_structure_constraint,0.678
local_attractor-in_question_with_aux,0.5695
npi_licensing-matrix_question,0.123
npi_licensing-only_npi_licensor,0.635
quantifiers-existential_there,0.7865
quantifiers-superlative,0.459
