,best
agreement_determiner_noun-across_1_adjective,0.506
agreement_determiner_noun-between_neighbors,0.5585
agreement_subject_verb-across_prepositional_phrase,0.501
agreement_subject_verb-across_relative_clause,0.5325
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.5065
anaphor_agreement-pronoun_gender,0.507
argument_structure-dropped_argument,0.754
argument_structure-swapped_arguments,0.999
argument_structure-transitive,0.624
binding-principle_a,0.414
case-subjective_pronoun,1.0
ellipsis-n_bar,0.5635
filler-gap-wh_question_object,0.192
filler-gap-wh_question_subject,0.916
irregular-verb,0.685
island-effects-adjunct_island,0.375
island-effects-coordinate_structure_constraint,0.647
local_attractor-in_question_with_aux,0.6205
npi_licensing-matrix_question,0.188
npi_licensing-only_npi_licensor,0.539
quantifiers-existential_there,0.751
quantifiers-superlative,0.509
