,best
agreement_determiner_noun-across_1_adjective,0.503
agreement_determiner_noun-between_neighbors,0.497
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.4995
agreement_subject_verb-in_question_with_aux,0.4985
agreement_subject_verb-in_simple_question,0.4875
anaphor_agreement-pronoun_gender,0.5475
argument_structure-dropped_argument,0.866
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5015
binding-principle_a,0.47
case-subjective_pronoun,0.997
ellipsis-n_bar,0.254
filler-gap-wh_question_object,0.1125
filler-gap-wh_question_subject,1.0
irregular-verb,0.493
island-effects-adjunct_island,0.442
island-effects-coordinate_structure_constraint,0.447
local_attractor-in_question_with_aux,0.8135
npi_licensing-matrix_question,0.673
npi_licensing-only_npi_licensor,0.915
quantifiers-existential_there,0.7255
quantifiers-superlative,0.008
