,best
agreement_determiner_noun-across_1_adjective,0.516
agreement_determiner_noun-between_neighbors,0.541
agreement_subject_verb-across_prepositional_phrase,0.5015
agreement_subject_verb-across_relative_clause,0.502
agreement_subject_verb-in_question_with_aux,0.476
agreement_subject_verb-in_simple_question,0.4885
anaphor_agreement-pronoun_gender,0.504
argument_structure-dropped_argument,0.6905
argument_structure-swapped_arguments,0.996
argument_structure-transitive,0.469
binding-principle_a,0.553
case-subjective_pronoun,0.999
ellipsis-n_bar,0.373
filler-gap-wh_question_object,0.0355
filler-gap-wh_question_subject,1.0
irregular-verb,0.4955
island-effects-adjunct_island,0.8325
island-effects-coordinate_structure_constraint,0.173
local_attractor-in_question_with_aux,0.763
npi_licensing-matrix_question,0.8155
npi_licensing-only_npi_licensor,0.9995
quantifiers-existential_there,0.368
quantifiers-superlative,0.208
