,best
agreement_determiner_noun-across_1_adjective,0.5145
agreement_determiner_noun-between_neighbors,0.5025
agreement_subject_verb-across_prepositional_phrase,0.4985
agreement_subject_verb-across_relative_clause,0.487
agreement_subject_verb-in_question_with_aux,0.513
agreement_subject_verb-in_simple_question,0.499
anaphor_agreement-pronoun_gender,0.4725
argument_structure-dropped_argument,0.827
argument_structure-swapped_arguments,0.829
argument_structure-transitive,0.5805
binding-principle_a,0.6185
case-subjective_pronoun,0.8105
ellipsis-n_bar,0.4385
filler-gap-wh_question_object,0.06
filler-gap-wh_question_subject,0.9715
irregular-verb,0.4985
island-effects-adjunct_island,0.8175
island-effects-coordinate_structure_constraint,0.101
local_attractor-in_question_with_aux,0.6235
npi_licensing-matrix_question,0.702
npi_licensing-only_npi_licensor,1.0
quantifiers-existential_there,0.3775
quantifiers-superlative,0.9995
