,best
agreement_determiner_noun-across_1_adjective,0.535
agreement_determiner_noun-between_neighbors,0.542
agreement_subject_verb-across_prepositional_phrase,0.5195
agreement_subject_verb-across_relative_clause,0.5095
agreement_subject_verb-in_question_with_aux,0.496
agreement_subject_verb-in_simple_question,0.5015
anaphor_agreement-pronoun_gender,0.525
argument_structure-dropped_argument,0.8715
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6015
binding-principle_a,0.4905
case-subjective_pronoun,1.0
ellipsis-n_bar,0.22
filler-gap-wh_question_object,0.241
filler-gap-wh_question_subject,0.852
irregular-verb,0.5915
island-effects-adjunct_island,0.734
island-effects-coordinate_structure_constraint,0.4195
local_attractor-in_question_with_aux,0.5805
npi_licensing-matrix_question,0.4865
npi_licensing-only_npi_licensor,0.7295
quantifiers-existential_there,0.73
quantifiers-superlative,0.5135
