,best
agreement_determiner_noun-across_1_adjective,0.502
agreement_determiner_noun-between_neighbors,0.5055
agreement_subject_verb-across_prepositional_phrase,0.503
agreement_subject_verb-across_relative_clause,0.5005
agreement_subject_verb-in_question_with_aux,0.4805
agreement_subject_verb-in_simple_question,0.482
anaphor_agreement-pronoun_gender,0.5465
argument_structure-dropped_argument,0.817
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.4875
binding-principle_a,0.464
case-subjective_pronoun,1.0
ellipsis-n_bar,0.2315
filler-gap-wh_question_object,0.09
filler-gap-wh_question_subject,1.0
irregular-verb,0.481
island-effects-adjunct_island,0.4175
island-effects-coordinate_structure_constraint,0.452
local_attractor-in_question_with_aux,0.8355
npi_licensing-matrix_question,0.701
npi_licensing-only_npi_licensor,0.9685
quantifiers-existential_there,0.6915
quantifiers-superlative,0.0
