,best
agreement_determiner_noun-across_1_adjective,0.5005
agreement_determiner_noun-between_neighbors,0.5255
agreement_subject_verb-across_prepositional_phrase,0.5125
agreement_subject_verb-across_relative_clause,0.5165
agreement_subject_verb-in_question_with_aux,0.502
agreement_subject_verb-in_simple_question,0.5015
anaphor_agreement-pronoun_gender,0.521
argument_structure-dropped_argument,0.853
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.6105
binding-principle_a,0.303
case-subjective_pronoun,0.9995
ellipsis-n_bar,0.1535
filler-gap-wh_question_object,0.3635
filler-gap-wh_question_subject,0.7165
irregular-verb,0.6215
island-effects-adjunct_island,0.4735
island-effects-coordinate_structure_constraint,0.291
local_attractor-in_question_with_aux,0.5605
npi_licensing-matrix_question,0.367
npi_licensing-only_npi_licensor,0.8475
quantifiers-existential_there,0.6655
quantifiers-superlative,0.3225
