,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 539.7406005859375), (1, 405.2571716308594)]","[(0, 1400.767822265625), (1, 1251.250732421875)]","[(0, 1023.9277954101562), (1, 1094.474609375)]","[(0, 1566.79541015625), (1, 1186.7454833984375)]","[(0, 772.6156616210938), (1, 708.5637817382812)]","[(0, 418.37249755859375), (1, 200.8258819580078)]","[(0, 9611.9560546875), (1, 9199.474609375)]","[(0, 1733.0435791015625), (1, 868.2047119140625)]","[(0, 3503.945556640625), (1, 2410.017578125)]","[(0, 12305.3974609375), (1, 9915.1806640625)]","[(0, 4014.69677734375), (1, 5118.98486328125)]","[(0, 2848.35205078125), (1, 1111.4461669921875)]","[(0, 5991.88916015625), (1, 7420.49169921875)]","[(0, 1407.941650390625), (1, 1992.081298828125)]","[(0, 3609.96728515625), (1, 2523.86962890625)]","[(0, 1681.7247314453125), (1, 1597.6611328125)]","[(0, 2471.241943359375), (1, 2314.21142578125)]","[(0, 2112.181396484375), (1, 1898.500244140625)]","[(0, 1371.1942138671875), (1, 1429.2525634765625)]","[(0, 1398.86279296875), (1, 1093.9852294921875)]","[(0, 5402.21044921875), (1, 5530.15673828125)]","[(0, 1669.45068359375), (1, 1787.9072265625)]","[(0, 1318.2867431640625), (1, 1067.896240234375)]"
1,"[(0, 1787.0667724609375), (1, 1655.3653564453125)]","[(0, 1278.4622802734375), (1, 1096.6776123046875)]","[(0, 904.3199462890625), (1, 973.5339965820312)]","[(0, 727.1250610351562), (1, 546.8749389648438)]","[(0, 584.5821533203125), (1, 443.8988952636719)]","[(0, 346.7001037597656), (1, 154.36831665039062)]","[(0, 5183.36767578125), (1, 5172.4892578125)]","[(0, 1118.6531982421875), (1, 1073.357177734375)]","[(0, 1313.3995361328125), (1, 755.7162475585938)]","[(0, 10682.8994140625), (1, 10369.33203125)]","[(0, 4681.48291015625), (1, 5639.8798828125)]","[(0, 2101.154541015625), (1, 845.8593139648438)]","[(0, 5578.83203125), (1, 5291.173828125)]","[(0, 1654.7703857421875), (1, 2432.970703125)]","[(0, 4187.1240234375), (1, 2938.994140625)]","[(0, 1669.955322265625), (1, 1646.2255859375)]","[(0, 1523.2366943359375), (1, 1505.1064453125)]","[(0, 1655.607666015625), (1, 1572.6517333984375)]","[(0, 4624.13671875), (1, 4028.353759765625)]","[(0, 941.5338745117188), (1, 1211.548583984375)]","[(0, 1823.49462890625), (1, 1995.590576171875)]","[(0, 1848.5003662109375), (1, 1937.3115234375)]","[(0, 4076.705810546875), (1, 3496.818603515625)]"
2,"[(0, 717.134521484375), (1, 738.7115478515625)]","[(0, 1319.720703125), (1, 1098.9537353515625)]","[(0, 975.7648315429688), (1, 1056.69873046875)]","[(0, 900.0751953125), (1, 701.2259521484375)]","[(0, 752.9176025390625), (1, 578.4786376953125)]","[(0, 482.74688720703125), (1, 229.99234008789062)]","[(0, 1185.490478515625), (1, 1058.46533203125)]","[(0, 1056.4483642578125), (1, 1253.1400146484375)]","[(0, 2613.843505859375), (1, 1488.2916259765625)]","[(0, 7092.44921875), (1, 9434.48046875)]","[(0, 4669.2880859375), (1, 4286.98681640625)]","[(0, 3224.23876953125), (1, 1379.2120361328125)]","[(0, 6121.3310546875), (1, 5453.6123046875)]","[(0, 1778.7496337890625), (1, 1482.417236328125)]","[(0, 3008.90576171875), (1, 2300.098876953125)]","[(0, 1880.773193359375), (1, 1272.25927734375)]","[(0, 4311.2255859375), (1, 4487.1357421875)]","[(0, 1168.39794921875), (1, 1132.1197509765625)]","[(0, 1439.74951171875), (1, 1484.8785400390625)]","[(0, 3009.84716796875), (1, 4615.69482421875)]","[(0, 3893.10400390625), (1, 3984.324462890625)]","[(0, 1906.5689697265625), (1, 1676.4122314453125)]","[(0, 1387.470458984375), (1, 1935.12060546875)]"
3,"[(0, 1500.1439208984375), (1, 1172.9244384765625)]","[(0, 1152.6561279296875), (1, 924.9370727539062)]","[(0, 851.2066650390625), (1, 926.2748413085938)]","[(0, 737.1341552734375), (1, 565.6915283203125)]","[(0, 2074.771240234375), (1, 1592.12841796875)]","[(0, 3396.11474609375), (1, 1299.3594970703125)]","[(0, 847.7652587890625), (1, 914.2423706054688)]","[(0, 2362.913330078125), (1, 1479.408935546875)]","[(0, 4187.794921875), (1, 1152.422607421875)]","[(0, 8822.412109375), (1, 9153.564453125)]","[(0, 5791.5927734375), (1, 4796.55712890625)]","[(0, 2534.36279296875), (1, 1430.1715087890625)]","[(0, 4569.60595703125), (1, 3997.82861328125)]","[(0, 1465.46923828125), (1, 1510.5052490234375)]","[(0, 4240.158203125), (1, 2984.994873046875)]","[(0, 1159.100830078125), (1, 1565.0906982421875)]","[(0, 2579.545654296875), (1, 2788.728271484375)]","[(0, 1442.32568359375), (1, 1447.826416015625)]","[(0, 2111.967041015625), (1, 1793.8651123046875)]","[(0, 2850.033935546875), (1, 8374.603515625)]","[(0, 2614.83203125), (1, 2545.73095703125)]","[(0, 2028.3970947265625), (1, 1800.706787109375)]","[(0, 1131.072265625), (1, 1727.5157470703125)]"
4,"[(0, 725.5118408203125), (1, 559.5896606445312)]","[(0, 1587.7047119140625), (1, 1740.5518798828125)]","[(0, 1301.1383056640625), (1, 1254.1651611328125)]","[(0, 781.9284057617188), (1, 598.2156982421875)]","[(0, 2089.92041015625), (1, 1765.0352783203125)]","[(0, 667.725830078125), (1, 370.40447998046875)]","[(0, 4224.3447265625), (1, 4461.26953125)]","[(0, 1241.6868896484375), (1, 1303.3892822265625)]","[(0, 1887.4158935546875), (1, 838.0531005859375)]","[(0, 6908.306640625), (1, 3879.235595703125)]","[(0, 2599.7724609375), (1, 2924.1796875)]","[(0, 3093.557373046875), (1, 1040.005126953125)]","[(0, 2837.3125), (1, 3016.740966796875)]","[(0, 985.7503051757812), (1, 1437.2376708984375)]","[(0, 2852.962890625), (1, 2410.181884765625)]","[(0, 1174.3465576171875), (1, 1086.2239990234375)]","[(0, 2931.24609375), (1, 3019.8095703125)]","[(0, 994.4380493164062), (1, 772.3585205078125)]","[(0, 1373.764892578125), (1, 1343.763427734375)]","[(0, 4606.56591796875), (1, 3490.07861328125)]","[(0, 1769.4677734375), (1, 1640.06103515625)]","[(0, 1676.5570068359375), (1, 1275.6373291015625)]","[(0, 1920.1356201171875), (1, 3886.61181640625)]"
5,"[(0, 1763.2105712890625), (1, 1596.781494140625)]","[(0, 1448.779296875), (1, 1683.20166015625)]","[(0, 1199.23193359375), (1, 1148.2899169921875)]","[(0, 973.2272338867188), (1, 743.6708374023438)]","[(0, 2289.2216796875), (1, 1785.2772216796875)]","[(0, 1430.517333984375), (1, 644.00048828125)]","[(0, 2707.97900390625), (1, 2774.11279296875)]","[(0, 1721.7607421875), (1, 1190.5316162109375)]","[(0, 3076.822021484375), (1, 1323.5303955078125)]","[(0, 8706.18359375), (1, 7187.984375)]","[(0, 4672.169921875), (1, 5082.85546875)]","[(0, 2291.753173828125), (1, 1227.48291015625)]","[(0, 3160.573974609375), (1, 3073.508056640625)]","[(0, 1627.66650390625), (1, 1996.68408203125)]","[(0, 2566.99951171875), (1, 2307.1376953125)]","[(0, 1331.214111328125), (1, 1186.50390625)]","[(0, 1768.5576171875), (1, 1811.7862548828125)]","[(0, 1050.522216796875), (1, 911.0433349609375)]","[(0, 4532.509765625), (1, 4106.68212890625)]","[(0, 1751.33203125), (1, 5551.95458984375)]","[(0, 1015.0079956054688), (1, 945.6904907226562)]","[(0, 1786.7872314453125), (1, 1342.94091796875)]","[(0, 651.9143676757812), (1, 613.0731201171875)]"
6,"[(0, 714.6068725585938), (1, 702.973876953125)]","[(0, 1696.603759765625), (1, 1900.2410888671875)]","[(0, 1297.8671875), (1, 1224.0140380859375)]","[(0, 597.5422973632812), (1, 474.79486083984375)]","[(0, 778.665283203125), (1, 857.747802734375)]","[(0, 738.3175048828125), (1, 372.72406005859375)]","[(0, 2737.684814453125), (1, 2937.0693359375)]","[(0, 2625.166259765625), (1, 1886.1248779296875)]","[(0, 1804.6650390625), (1, 950.5745849609375)]","[(0, 9653.515625), (1, 11380.7734375)]","[(0, 2480.901123046875), (1, 2456.359375)]","[(0, 4595.775390625), (1, 2664.125)]","[(0, 2287.44287109375), (1, 3459.00439453125)]","[(0, 3041.06005859375), (1, 4062.923583984375)]","[(0, 3590.605712890625), (1, 2341.7216796875)]","[(0, 4320.48681640625), (1, 3959.611572265625)]","[(0, 2549.586669921875), (1, 3092.389404296875)]","[(0, 1369.2850341796875), (1, 1505.8250732421875)]","[(0, 1674.82958984375), (1, 1590.69189453125)]","[(0, 3447.64208984375), (1, 2333.4033203125)]","[(0, 2023.00439453125), (1, 2241.046630859375)]","[(0, 2007.0679931640625), (1, 1506.238037109375)]","[(0, 1931.0234375), (1, 1781.820068359375)]"
7,"[(0, 1852.755615234375), (1, 1501.462890625)]","[(0, 1455.8653564453125), (1, 1740.177490234375)]","[(0, 1168.3912353515625), (1, 1097.8067626953125)]","[(0, 1427.2965087890625), (1, 1860.516357421875)]","[(0, 466.2102355957031), (1, 606.5428466796875)]","[(0, 546.4583740234375), (1, 271.6597595214844)]","[(0, 1744.787109375), (1, 1747.77734375)]","[(0, 2814.39453125), (1, 668.5545043945312)]","[(0, 3403.049560546875), (1, 1481.464599609375)]","[(0, 5085.98779296875), (1, 6152.8369140625)]","[(0, 4202.51806640625), (1, 4161.24462890625)]","[(0, 2378.021240234375), (1, 887.3076782226562)]","[(0, 2120.226806640625), (1, 2618.70654296875)]","[(0, 5142.103515625), (1, 5255.24169921875)]","[(0, 2998.690185546875), (1, 1965.1754150390625)]","[(0, 3696.843994140625), (1, 4245.02197265625)]","[(0, 1544.44384765625), (1, 1835.166748046875)]","[(0, 938.8054809570312), (1, 1462.64892578125)]","[(0, 1335.7872314453125), (1, 1058.5999755859375)]","[(0, 3714.149169921875), (1, 4273.87939453125)]","[(0, 1192.4696044921875), (1, 1356.1475830078125)]","[(0, 1690.9766845703125), (1, 1322.0531005859375)]","[(0, 2202.14990234375), (1, 4639.93359375)]"
8,"[(0, 612.7642211914062), (1, 723.4100952148438)]","[(0, 1742.0562744140625), (1, 1819.982666015625)]","[(0, 1303.574462890625), (1, 1184.602783203125)]","[(0, 637.78857421875), (1, 832.3529052734375)]","[(0, 537.6116943359375), (1, 680.8439331054688)]","[(0, 510.52142333984375), (1, 239.35008239746094)]","[(0, 1968.232666015625), (1, 1924.6282958984375)]","[(0, 2194.67333984375), (1, 1407.307373046875)]","[(0, 1691.2662353515625), (1, 799.5702514648438)]","[(0, 1856.1317138671875), (1, 2603.84912109375)]","[(0, 1229.0572509765625), (1, 1501.891845703125)]","[(0, 2121.419189453125), (1, 1131.67822265625)]","[(0, 8124.31640625), (1, 8039.56494140625)]","[(0, 962.793701171875), (1, 1337.4615478515625)]","[(0, 3525.696533203125), (1, 2772.43603515625)]","[(0, 5331.55859375), (1, 4706.0224609375)]","[(0, 1893.1234130859375), (1, 2408.025634765625)]","[(0, 716.3931884765625), (1, 897.9262084960938)]","[(0, 1888.16845703125), (1, 1817.8533935546875)]","[(0, 1598.3453369140625), (1, 1781.1336669921875)]","[(0, 2475.773681640625), (1, 2339.7451171875)]","[(0, 1242.340087890625), (1, 1038.2950439453125)]","[(0, 980.3643188476562), (1, 1408.6856689453125)]"
9,"[(0, 2700.57080078125), (1, 2686.551513671875)]","[(0, 1601.948974609375), (1, 1605.125244140625)]","[(0, 1628.35595703125), (1, 1507.0806884765625)]","[(0, 814.1441650390625), (1, 1023.5596923828125)]","[(0, 1398.0745849609375), (1, 1810.0238037109375)]","[(0, 698.6730346679688), (1, 339.07440185546875)]","[(0, 1921.35009765625), (1, 2008.93505859375)]","[(0, 3020.7197265625), (1, 1676.7353515625)]","[(0, 1703.0726318359375), (1, 1138.494140625)]","[(0, 2809.493896484375), (1, 3468.064453125)]","[(0, 1350.4554443359375), (1, 1597.70751953125)]","[(0, 2058.923828125), (1, 961.5187377929688)]","[(0, 8160.64990234375), (1, 7903.7822265625)]","[(0, 1312.6201171875), (1, 1608.810302734375)]","[(0, 3838.58154296875), (1, 3051.943359375)]","[(0, 4350.12646484375), (1, 4292.37060546875)]","[(0, 1118.605712890625), (1, 1396.4102783203125)]","[(0, 1088.177490234375), (1, 1314.03662109375)]","[(0, 2908.325439453125), (1, 1668.445556640625)]","[(0, 1586.7269287109375), (1, 1642.7659912109375)]","[(0, 1144.0897216796875), (1, 1095.9859619140625)]","[(0, 1363.9622802734375), (1, 1198.2835693359375)]","[(0, 2503.57568359375), (1, 2173.6357421875)]"
