,agreement_determiner_noun-across_1_adjective,agreement_determiner_noun-between_neighbors,agreement_subject_verb-across_prepositional_phrase,agreement_subject_verb-across_relative_clause,agreement_subject_verb-in_question_with_aux,agreement_subject_verb-in_simple_question,anaphor_agreement-pronoun_gender,argument_structure-dropped_argument,argument_structure-swapped_arguments,argument_structure-transitive,binding-principle_a,case-subjective_pronoun,ellipsis-n_bar,filler-gap-wh_question_object,filler-gap-wh_question_subject,irregular-verb,island-effects-adjunct_island,island-effects-coordinate_structure_constraint,local_attractor-in_question_with_aux,npi_licensing-matrix_question,npi_licensing-only_npi_licensor,quantifiers-existential_there,quantifiers-superlative
0,"[(0, 436.95770263671875), (1, 342.9923095703125)]","[(0, 1670.3448486328125), (1, 1761.552490234375)]","[(0, 2219.25), (1, 1760.9755859375)]","[(0, 2288.413818359375), (1, 2543.894775390625)]","[(0, 296.09405517578125), (1, 164.12399291992188)]","[(0, 523.4091796875), (1, 201.15374755859375)]","[(0, 3224.626220703125), (1, 2589.31103515625)]","[(0, 1640.9864501953125), (1, 280.8773193359375)]","[(0, 4416.154296875), (1, 1313.3375244140625)]","[(0, 29143.310546875), (1, 21331.810546875)]","[(0, 6453.37158203125), (1, 6844.99560546875)]","[(0, 2459.1298828125), (1, 1132.672119140625)]","[(0, 8108.24755859375), (1, 10737.1865234375)]","[(0, 1894.8193359375), (1, 1310.6737060546875)]","[(0, 2991.261474609375), (1, 1785.4517822265625)]","[(0, 1269.0474853515625), (1, 1083.0386962890625)]","[(0, 1644.738037109375), (1, 1306.2059326171875)]","[(0, 1139.193603515625), (1, 1203.2041015625)]","[(0, 694.2064208984375), (1, 607.2985229492188)]","[(0, 888.5884399414062), (1, 413.6233215332031)]","[(0, 5176.634765625), (1, 4459.62353515625)]","[(0, 2175.22509765625), (1, 1438.7064208984375)]","[(0, 644.4373168945312), (1, 674.6493530273438)]"
1,"[(0, 2065.324951171875), (1, 2006.2813720703125)]","[(0, 1431.802978515625), (1, 1555.329833984375)]","[(0, 2453.14501953125), (1, 1952.3096923828125)]","[(0, 1139.9124755859375), (1, 1233.49169921875)]","[(0, 184.45065307617188), (1, 124.71780395507812)]","[(0, 431.6040954589844), (1, 149.21145629882812)]","[(0, 1524.703857421875), (1, 2235.927490234375)]","[(0, 1524.8115234375), (1, 238.9233856201172)]","[(0, 1677.7869873046875), (1, 568.9656372070312)]","[(0, 9110.220703125), (1, 6539.08154296875)]","[(0, 7334.23681640625), (1, 8085.29833984375)]","[(0, 1645.37109375), (1, 771.8460693359375)]","[(0, 9859.0029296875), (1, 7027.10205078125)]","[(0, 2126.45263671875), (1, 1517.0797119140625)]","[(0, 3931.800048828125), (1, 2426.20849609375)]","[(0, 1040.2982177734375), (1, 947.7332153320312)]","[(0, 1300.3890380859375), (1, 1091.412353515625)]","[(0, 1118.9669189453125), (1, 1590.1026611328125)]","[(0, 2964.382080078125), (1, 2613.0361328125)]","[(0, 978.723876953125), (1, 614.8270263671875)]","[(0, 2306.34375), (1, 2102.278076171875)]","[(0, 1720.699462890625), (1, 1186.833251953125)]","[(0, 3969.84326171875), (1, 3703.149658203125)]"
2,"[(0, 750.2980346679688), (1, 747.49267578125)]","[(0, 1260.415771484375), (1, 1138.1646728515625)]","[(0, 1973.4052734375), (1, 1617.367431640625)]","[(0, 1852.593017578125), (1, 2073.2431640625)]","[(0, 234.90313720703125), (1, 176.29978942871094)]","[(0, 374.723876953125), (1, 153.48138427734375)]","[(0, 1657.3753662109375), (1, 1336.9630126953125)]","[(0, 1447.2713623046875), (1, 776.7232666015625)]","[(0, 2234.088134765625), (1, 1205.013427734375)]","[(0, 3728.707275390625), (1, 10888.7509765625)]","[(0, 6579.435546875), (1, 6312.07861328125)]","[(0, 2965.839599609375), (1, 807.0719604492188)]","[(0, 5694.61279296875), (1, 5156.7626953125)]","[(0, 999.9872436523438), (1, 1221.8587646484375)]","[(0, 3792.033935546875), (1, 2291.61474609375)]","[(0, 1795.1923828125), (1, 1254.486328125)]","[(0, 3571.416259765625), (1, 5142.2265625)]","[(0, 550.9523315429688), (1, 534.8826293945312)]","[(0, 931.3775634765625), (1, 739.9775390625)]","[(0, 3582.724853515625), (1, 2461.070068359375)]","[(0, 3045.506103515625), (1, 2356.378662109375)]","[(0, 3672.212158203125), (1, 2787.339111328125)]","[(0, 1036.5972900390625), (1, 1411.7615966796875)]"
3,"[(0, 2103.7734375), (1, 1604.1763916015625)]","[(0, 1029.055908203125), (1, 993.0927734375)]","[(0, 1972.8555908203125), (1, 1629.3515625)]","[(0, 1067.8291015625), (1, 1277.7822265625)]","[(0, 1392.3165283203125), (1, 971.3662109375)]","[(0, 2270.85009765625), (1, 907.7186889648438)]","[(0, 446.2669677734375), (1, 576.5242919921875)]","[(0, 5394.97705078125), (1, 549.6848754882812)]","[(0, 4223.64794921875), (1, 540.1514892578125)]","[(0, 7662.251953125), (1, 7951.76123046875)]","[(0, 8755.826171875), (1, 7779.08642578125)]","[(0, 1642.6297607421875), (1, 737.5078735351562)]","[(0, 4465.892578125), (1, 4084.640869140625)]","[(0, 1691.5565185546875), (1, 1118.783935546875)]","[(0, 4984.56787109375), (1, 2912.92626953125)]","[(0, 1339.5103759765625), (1, 1555.44189453125)]","[(0, 3011.946044921875), (1, 4063.77197265625)]","[(0, 1102.60009765625), (1, 1039.53662109375)]","[(0, 1472.1151123046875), (1, 1053.750732421875)]","[(0, 1928.8214111328125), (1, 5887.88818359375)]","[(0, 1831.78173828125), (1, 1544.0733642578125)]","[(0, 3173.12255859375), (1, 2315.55810546875)]","[(0, 1887.200927734375), (1, 2709.87255859375)]"
4,"[(0, 421.07098388671875), (1, 328.52294921875)]","[(0, 1926.2449951171875), (1, 1796.229248046875)]","[(0, 1915.2835693359375), (1, 2556.804931640625)]","[(0, 1024.8226318359375), (1, 1174.7352294921875)]","[(0, 880.187255859375), (1, 658.4537963867188)]","[(0, 322.68609619140625), (1, 201.4854278564453)]","[(0, 4156.10888671875), (1, 3358.418701171875)]","[(0, 1495.8145751953125), (1, 568.6266479492188)]","[(0, 1517.34228515625), (1, 706.4943237304688)]","[(0, 3584.963623046875), (1, 3250.069091796875)]","[(0, 4033.470458984375), (1, 3770.05615234375)]","[(0, 3658.195556640625), (1, 965.9487915039062)]","[(0, 4986.7548828125), (1, 4678.4345703125)]","[(0, 1026.0450439453125), (1, 726.0748901367188)]","[(0, 2601.357177734375), (1, 1942.1405029296875)]","[(0, 1012.4093627929688), (1, 864.8529052734375)]","[(0, 2328.974609375), (1, 2234.043212890625)]","[(0, 844.3470458984375), (1, 789.5133666992188)]","[(0, 874.7049560546875), (1, 704.2330322265625)]","[(0, 3142.100341796875), (1, 2768.121826171875)]","[(0, 877.435791015625), (1, 780.6118774414062)]","[(0, 2017.9580078125), (1, 1394.43603515625)]","[(0, 3681.68701171875), (1, 6005.1845703125)]"
5,"[(0, 1457.85498046875), (1, 1231.6474609375)]","[(0, 1518.153564453125), (1, 1381.8504638671875)]","[(0, 1745.0726318359375), (1, 2321.935546875)]","[(0, 1146.41552734375), (1, 1331.9747314453125)]","[(0, 1359.2259521484375), (1, 859.218994140625)]","[(0, 550.7099609375), (1, 328.5162048339844)]","[(0, 1898.2322998046875), (1, 2404.29541015625)]","[(0, 2259.55419921875), (1, 965.6549682617188)]","[(0, 4348.82861328125), (1, 841.8275756835938)]","[(0, 10336.107421875), (1, 6057.0302734375)]","[(0, 4547.59912109375), (1, 5005.2607421875)]","[(0, 1527.5528564453125), (1, 753.9547729492188)]","[(0, 4359.02197265625), (1, 3293.52392578125)]","[(0, 1454.5870361328125), (1, 1307.623046875)]","[(0, 2746.01318359375), (1, 2198.29736328125)]","[(0, 1131.016845703125), (1, 1021.654541015625)]","[(0, 1599.7757568359375), (1, 1328.1258544921875)]","[(0, 1148.1312255859375), (1, 945.7392578125)]","[(0, 4541.88232421875), (1, 4662.080078125)]","[(0, 2889.1083984375), (1, 7390.822265625)]","[(0, 780.8787841796875), (1, 670.1902465820312)]","[(0, 3192.3603515625), (1, 1862.49560546875)]","[(0, 504.5327453613281), (1, 645.4918823242188)]"
6,"[(0, 567.6058959960938), (1, 520.1453857421875)]","[(0, 2059.192626953125), (1, 1890.5306396484375)]","[(0, 2116.852783203125), (1, 2636.46044921875)]","[(0, 660.3104248046875), (1, 715.240234375)]","[(0, 201.99929809570312), (1, 367.1280517578125)]","[(0, 240.46681213378906), (1, 148.5260772705078)]","[(0, 3741.37744140625), (1, 2834.609130859375)]","[(0, 5106.74609375), (1, 778.08447265625)]","[(0, 2510.691162109375), (1, 1059.8470458984375)]","[(0, 6346.75634765625), (1, 6716.1806640625)]","[(0, 3491.87646484375), (1, 3347.14111328125)]","[(0, 4509.146484375), (1, 2165.358642578125)]","[(0, 2705.588623046875), (1, 4044.101318359375)]","[(0, 2612.532470703125), (1, 2511.749755859375)]","[(0, 3224.389404296875), (1, 2300.502685546875)]","[(0, 3607.9501953125), (1, 2891.17041015625)]","[(0, 2913.9365234375), (1, 3373.6376953125)]","[(0, 1088.03271484375), (1, 1415.1746826171875)]","[(0, 1133.15185546875), (1, 769.113037109375)]","[(0, 2816.376220703125), (1, 1725.06103515625)]","[(0, 2785.24658203125), (1, 2952.7451171875)]","[(0, 3541.17724609375), (1, 2274.402587890625)]","[(0, 1534.9259033203125), (1, 1323.9766845703125)]"
7,"[(0, 1766.687255859375), (1, 1390.880615234375)]","[(0, 1609.913818359375), (1, 1398.874755859375)]","[(0, 1825.40771484375), (1, 2240.7890625)]","[(0, 2553.03076171875), (1, 2247.3037109375)]","[(0, 150.92071533203125), (1, 220.5592498779297)]","[(0, 657.5138549804688), (1, 239.05978393554688)]","[(0, 1461.6212158203125), (1, 1787.378662109375)]","[(0, 3276.91259765625), (1, 262.1867370605469)]","[(0, 3891.07373046875), (1, 1217.0325927734375)]","[(0, 3321.97119140625), (1, 5073.1123046875)]","[(0, 3881.766845703125), (1, 3779.8125)]","[(0, 1276.5701904296875), (1, 541.2596435546875)]","[(0, 2111.582275390625), (1, 3305.6796875)]","[(0, 4508.2392578125), (1, 3324.33837890625)]","[(0, 3329.580078125), (1, 2255.66259765625)]","[(0, 3369.017578125), (1, 3723.125244140625)]","[(0, 1895.1754150390625), (1, 2331.777099609375)]","[(0, 1044.25439453125), (1, 2260.736328125)]","[(0, 876.6018676757812), (1, 618.1806030273438)]","[(0, 5388.32861328125), (1, 4441.51708984375)]","[(0, 1480.2642822265625), (1, 1465.3470458984375)]","[(0, 2260.378662109375), (1, 1413.6766357421875)]","[(0, 4336.45751953125), (1, 7890.53515625)]"
8,"[(0, 646.2655639648438), (1, 651.5927124023438)]","[(0, 2813.220703125), (1, 3029.02490234375)]","[(0, 2177.353515625), (1, 2279.83251953125)]","[(0, 1249.2667236328125), (1, 1114.6400146484375)]","[(0, 181.89683532714844), (1, 242.130126953125)]","[(0, 554.389892578125), (1, 179.54481506347656)]","[(0, 2034.6258544921875), (1, 1755.9388427734375)]","[(0, 3048.566162109375), (1, 1230.697021484375)]","[(0, 1641.236083984375), (1, 715.2896728515625)]","[(0, 566.4905395507812), (1, 696.398681640625)]","[(0, 1324.4173583984375), (1, 1582.6546630859375)]","[(0, 3211.17529296875), (1, 1142.6993408203125)]","[(0, 9963.9892578125), (1, 9994.82421875)]","[(0, 1135.0802001953125), (1, 1122.837646484375)]","[(0, 4012.293212890625), (1, 2321.879150390625)]","[(0, 3340.1865234375), (1, 3169.06689453125)]","[(0, 1388.74853515625), (1, 1523.6448974609375)]","[(0, 537.5576171875), (1, 525.9227294921875)]","[(0, 1342.9210205078125), (1, 1364.300537109375)]","[(0, 1566.885009765625), (1, 1521.9857177734375)]","[(0, 2483.159423828125), (1, 2275.197509765625)]","[(0, 1679.9405517578125), (1, 1375.3668212890625)]","[(0, 776.103515625), (1, 1088.4686279296875)]"
9,"[(0, 2723.12890625), (1, 2618.5478515625)]","[(0, 3071.92529296875), (1, 3267.11767578125)]","[(0, 2950.947509765625), (1, 3113.093505859375)]","[(0, 2030.8369140625), (1, 1754.7552490234375)]","[(0, 988.0128784179688), (1, 1428.588134765625)]","[(0, 479.2565002441406), (1, 193.245849609375)]","[(0, 1359.537109375), (1, 1583.4676513671875)]","[(0, 3972.3388671875), (1, 665.4832763671875)]","[(0, 2463.845947265625), (1, 686.9590454101562)]","[(0, 6511.712890625), (1, 10445.4775390625)]","[(0, 880.6641845703125), (1, 962.9585571289062)]","[(0, 2060.24755859375), (1, 669.0753173828125)]","[(0, 10015.1376953125), (1, 9804.7978515625)]","[(0, 1687.929931640625), (1, 1739.414306640625)]","[(0, 5425.38720703125), (1, 2915.71533203125)]","[(0, 3405.17919921875), (1, 3265.242431640625)]","[(0, 949.2374877929688), (1, 1069.921875)]","[(0, 813.8270263671875), (1, 1469.2469482421875)]","[(0, 2139.165283203125), (1, 1246.7249755859375)]","[(0, 906.0775756835938), (1, 1117.221435546875)]","[(0, 1333.4415283203125), (1, 1064.4432373046875)]","[(0, 1414.605224609375), (1, 939.813232421875)]","[(0, 2132.841064453125), (1, 2218.4248046875)]"
