,best
agreement_determiner_noun-across_1_adjective,0.5255
agreement_determiner_noun-between_neighbors,0.5285
agreement_subject_verb-across_prepositional_phrase,0.522
agreement_subject_verb-across_relative_clause,0.505
agreement_subject_verb-in_question_with_aux,0.4975
agreement_subject_verb-in_simple_question,0.5015
anaphor_agreement-pronoun_gender,0.526
argument_structure-dropped_argument,0.876
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.5955
binding-principle_a,0.443
case-subjective_pronoun,1.0
ellipsis-n_bar,0.208
filler-gap-wh_question_object,0.2695
filler-gap-wh_question_subject,0.825
irregular-verb,0.581
island-effects-adjunct_island,0.7345
island-effects-coordinate_structure_constraint,0.4555
local_attractor-in_question_with_aux,0.5615
npi_licensing-matrix_question,0.4805
npi_licensing-only_npi_licensor,0.7315
quantifiers-existential_there,0.7105
quantifiers-superlative,0.5085
