,best
agreement_determiner_noun-across_1_adjective,0.495
agreement_determiner_noun-between_neighbors,0.5075
agreement_subject_verb-across_prepositional_phrase,0.5
agreement_subject_verb-across_relative_clause,0.503
agreement_subject_verb-in_question_with_aux,0.444
agreement_subject_verb-in_simple_question,0.4845
anaphor_agreement-pronoun_gender,0.481
argument_structure-dropped_argument,0.7925
argument_structure-swapped_arguments,1.0
argument_structure-transitive,0.437
binding-principle_a,0.5715
case-subjective_pronoun,1.0
ellipsis-n_bar,0.187
filler-gap-wh_question_object,0.164
filler-gap-wh_question_subject,1.0
irregular-verb,0.52
island-effects-adjunct_island,0.625
island-effects-coordinate_structure_constraint,0.5455
local_attractor-in_question_with_aux,0.7005
npi_licensing-matrix_question,0.8035
npi_licensing-only_npi_licensor,0.9975
quantifiers-existential_there,0.646
quantifiers-superlative,0.053
